t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1551406878.46323,4,0,0.24,64.86
1551406879.3850887,1,0,0.24,57.42
1551406880.4163072,2,0,0.24,104.35
1551406881.4632163,2,0,0.24,160.0
1551406882.510101,1,0,0.24,50.63
1551406883.4475894,11,0,0.24,292.68
1551406884.510133,1,1,0.24,98.36
1551406885.4319377,1,1,0.24,51.06
1551406886.4788542,0,2,0.24,51.06
1551406887.5101032,0,1,0.24,51.06
1551406888.5413175,3,1,0.24,78.43
1551406889.4475687,2,1,0.24,190.48
1551406890.4632318,1,1,0.24,54.05
1551406891.5101087,1,1,0.24,55.56
1551406892.5726125,2,1,0.24,114.29
1551406893.4944885,0,2,0.24,114.29
1551406894.463241,2,1,0.25,37.85
1551406895.5257363,0,1,0.24,37.85
1551406896.4788294,1,1,0.24,45.11
1551406897.572787,0,1,0.23,45.11
1551406898.5583134,2,1,0.24,118.81
1551406899.558356,1,1,0.24,60.0
1551406900.4958515,1,1,0.24,118.81
1551406901.5271018,1,2,0.24,40.54
1551406902.5895703,0,1,0.24,40.54
1551406903.5583556,1,1,0.24,40.27
1551406904.5739825,2,1,0.24,122.45
1551406905.589612,2,1,0.24,123.71
1551406906.6364903,1,1,0.24,60.91
1551406907.5583637,0,1,0.24,60.91
1551406908.5754154,1,1,0.24,31.01
1551406909.6222928,0,1,0.24,31.01
1551406910.5441704,2,1,0.24,126.32
1551406911.575419,1,1,0.24,125.0
1551406912.575423,1,1,0.24,42.25
1551406913.6222951,0,1,0.24,42.25
1551406914.559801,2,1,0.24,131.87
1551406915.5910482,2,1,0.24,131.87
1551406916.6847706,0,1,0.24,131.87
1551406917.6236286,0,1,0.24,131.87
1551406918.5767198,8,1,0.24,83.92
