t,hb,pedal,resistance
1551050259.8005235,0,0,0.04
1551050260.7848992,7,0,0.04
1551050261.8786864,5,0,0.04
1551050262.8630269,1,0,0.04
1551050263.8474028,0,0,0.04
1551050264.8318148,5,0,0.04
1551050265.8161566,0,0,0.04
1551050266.8005326,0,1,0.04
1551050267.8943279,6,0,0.03
1551050268.878738,8,1,0.04
1551050269.8630736,18,1,0.04
1551050270.84745,2,1,0.04
1551050271.8318274,10,1,0.04
1551050272.927757,44,0,0.04
