t,pedal_cnt,resist_pct,tgt_resist_pct,power,work
1609712104.177754,161,0.24,0.26,173.99,25783.08
1609712105.078193,162,0.27,0.3,187.82,25959.63
1609712106.0777445,163,0.27,0.29,175.04,26130.29
1609712107.078189,164,0.27,0.29,167.63,26297.09
1609712108.0777519,165,0.27,0.29,150.85,26455.47
1609712109.0782712,166,0.24,0.26,171.79,26619.54
1609712109.9784284,167,0.24,0.26,168.34,26781.99
1609712110.977964,168,0.27,0.29,168.07,26949.22
1609712111.9784958,169,0.27,0.29,178.5,27121.46
1609712113.0784655,170,0.27,0.3,146.32,27277.29
1609712114.0778177,171,0.24,0.27,142.66,27427.09
1609712115.0776932,172,0.27,0.29,173.07,27596.7
1609712116.0778317,173,0.27,0.29,172.8,27766.05
1609712117.0777483,174,0.24,0.27,150.76,27919.82
1609712117.9780872,175,0.24,0.27,185.32,28090.31
1609712118.9772992,176,0.27,0.29,184.27,28265.37
1609712120.0776832,177,0.27,0.29,135.78,28415.41
1609712121.1779149,178,0.27,0.29,142.13,28568.91
1609712122.1776373,179,0.24,0.27,139.75,28717.05
1609712123.177561,180,0.27,0.29,157.8,28878.79
1609712124.277893,181,0.24,0.26,152.0,29033.07
1609712125.2780223,182,0.27,0.29,152.21,29192.13
1609712126.2780106,183,0.27,0.29,159.85,29355.18
1609712127.378138,184,0.27,0.29,146.4,29511.09
1609712128.4777718,185,0.27,0.29,146.78,29667.41
1609712129.578097,186,0.24,0.26,126.88,29808.25
1609712130.5779328,187,0.27,0.29,147.94,29965.06
1609712131.678173,188,0.27,0.29,143.61,30119.44
1609712132.777544,189,0.25,0.27,138.21,30268.01
1609712133.777699,190,0.24,0.27,146.5,30419.64
1609712134.7780488,191,0.27,0.3,176.2,30590.55
1609712135.6779525,192,0.27,0.3,180.45,30763.79
1609712136.7779653,193,0.27,0.29,156.76,30925.25
1609712137.7775617,194,0.27,0.3,161.17,31088.84
1609712138.777739,195,0.27,0.29,153.2,31248.17
1609712139.877373,196,0.27,0.3,147.39,31404.41
1609712140.8777368,197,0.27,0.29,155.01,31564.84
1609712141.8784435,198,0.27,0.29,169.51,31732.65
1609712142.8778915,199,0.27,0.29,169.24,31900.2
1609712143.8778305,200,0.27,0.28,164.14,32065.16
1609712144.9780316,201,0.27,0.3,150.45,32223.13
1609712145.977777,202,0.27,0.3,139.61,32375.31
1609712147.0782032,203,0.27,0.3,142.06,32528.74
1609712148.077683,204,0.27,0.29,178.31,32700.81
1609712149.0785642,205,0.27,0.29,166.22,32867.03
1609712150.0780873,206,0.27,0.29,157.88,33028.86
1609712151.1777925,207,0.27,0.29,147.7,33185.42
1609712152.277836,208,0.27,0.29,132.09,33333.37
1609712153.278097,209,0.27,0.29,162.77,33497.77
1609712154.2777946,210,0.27,0.29,155.33,33658.54
1609712155.3783693,211,0.27,0.29,148.95,33815.68
1609712156.2781827,212,0.27,0.29,184.08,33990.56
1609712157.2776148,213,0.26,0.29,166.94,34155.83
1609712158.4783604,214,0.27,0.29,127.63,34301.33
1609712159.4776158,215,0.27,0.29,154.68,34461.43
1609712160.4780223,216,0.24,0.27,158.26,34618.89
1609712161.4774292,217,0.26,0.28,154.12,34778.4
1609712162.4783344,218,0.24,0.27,163.41,34938.54
1609712163.477912,219,0.24,0.27,160.12,35097.07
1609712164.4785538,220,0.27,0.3,180.17,35270.03
1609712165.4776797,221,0.27,0.3,162.94,35434.61
1609712166.4777436,222,0.27,0.3,169.59,35602.5
1609712167.377655,223,0.24,0.27,166.7,35764.21
1609712168.3778756,224,0.24,0.27,157.03,35921.23
1609712169.3779151,225,0.27,0.29,191.98,36099.77
1609712170.277634,226,0.24,0.27,181.35,36268.43
1609712171.2783742,227,0.27,0.29,174.67,36438.73
1609712172.1776855,228,0.27,0.3,181.87,36612.42
1609712173.178025,229,0.27,0.29,180.08,36785.3
1609712174.077671,230,0.27,0.3,179.98,36958.08
1609712175.077866,231,0.27,0.29,185.74,37133.61
1609712176.0785146,232,0.24,0.26,162.38,37293.55
1609712177.0777783,233,0.27,0.29,164.57,37458.95
1609712178.0782707,234,0.27,0.29,156.51,37620.16
1609712179.0781848,235,0.27,0.3,169.33,37787.8
1609712179.977878,236,0.24,0.26,179.62,37955.74
1609712180.9776258,237,0.27,0.28,188.51,38132.94
1609712181.9777048,238,0.27,0.29,167.63,38299.73
1609712182.9780629,239,0.27,0.29,163.11,38464.48
1609712183.978296,240,0.27,0.29,164.4,38629.7
1609712185.077861,241,0.27,0.29,142.36,38783.44
1609712186.078205,242,0.27,0.29,154.84,38943.71
1609712187.1776795,243,0.27,0.29,149.18,39101.1
1609712188.1776216,244,0.27,0.29,144.88,39256.12
1609712189.2784193,245,0.27,0.29,138.27,39407.52
1609712190.3783004,246,0.27,0.3,136.94,39558.16
1609712191.5781224,247,0.27,0.29,130.17,39705.25
1609712192.6782386,248,0.27,0.29,135.92,39855.45
1609712193.6778345,249,0.27,0.3,151.66,40013.93
1609712194.77719,250,0.27,0.29,136.2,40164.43
1609712195.8781922,251,0.27,0.29,139.68,40316.69
1609712196.977339,252,0.27,0.28,132.09,40464.63
1609712198.178066,253,0.26,0.28,117.57,40603.37
1609712199.378236,254,0.27,0.28,112.42,40739.96
1609712200.5782135,255,0.27,0.3,119.0,40880.38
1609712201.7782726,256,0.27,0.28,113.06,41017.18
1609712202.8777313,257,0.27,0.29,146.17,41172.85
1609712203.9778006,258,0.27,0.29,132.3,41321.03
1609712205.0774946,259,0.27,0.29,125.23,41465.04
1609712206.2777262,260,0.27,0.29,132.37,41613.29
1609712207.377685,261,0.27,0.29,118.43,41753.64
1609712208.578131,262,0.27,0.29,129.97,41900.5
1609712209.7775905,263,0.27,0.29,112.42,42037.1
1609712210.9782379,264,0.27,0.29,116.16,42175.9
1609712212.277625,265,0.27,0.3,100.35,42304.85
1609712213.4777944,266,0.27,0.29,103.71,42436.05
1609712214.6777248,267,0.27,0.3,127.37,42581.25
1609712215.7775953,268,0.27,0.29,123.34,42724.32
1609712217.077662,269,0.27,0.29,111.5,42860.35
1609712218.1775734,270,0.27,0.29,122.21,43002.73
1609712219.3784182,271,0.27,0.29,116.16,43141.53
1609712220.5781271,272,0.27,0.29,123.34,43284.6
1609712221.7774332,273,0.27,0.3,107.71,43418.16
1609712222.9782178,274,0.27,0.29,110.42,43553.43
1609712224.2776241,275,0.27,0.29,107.07,43686.73
1609712225.3775613,276,0.27,0.29,124.02,43829.96
1609712226.4777658,277,0.27,0.29,136.06,43980.31
1609712227.7774956,278,0.27,0.29,103.6,44111.37
1609712228.878022,279,0.27,0.3,133.28,44259.98
1609712230.0782552,280,0.27,0.29,118.25,44400.1
1609712231.3778088,281,0.26,0.29,103.72,44530.78
1609712232.5778508,282,0.27,0.29,110.59,44666.26
1609712233.678272,283,0.27,0.29,126.59,44811.2
1609712234.878235,284,0.27,0.29,120.98,44952.75
1609712236.0781748,285,0.27,0.3,125.29,45096.84
1609712237.1776373,286,0.27,0.3,136.8,45247.31
1609712238.1781895,287,0.27,0.29,147.63,45403.8
1609712239.3784072,288,0.27,0.3,121.9,45545.8
1609712240.478448,289,0.27,0.28,127.5,45691.16
1609712241.5781336,290,0.27,0.29,135.99,45841.43
1609712242.7772677,291,0.27,0.29,125.49,45985.74
1609712243.8772576,292,0.27,0.29,144.88,46140.76
1609712244.8780358,293,0.27,0.29,140.98,46293.71
1609712245.9776301,294,0.27,0.28,144.88,46448.73
1609712247.0780513,295,0.27,0.29,138.48,46600.38
1609712248.0777316,296,0.27,0.29,154.6,46760.39
1609712249.1780763,297,0.26,0.29,146.7,46915.89
1609712250.2775335,298,0.27,0.29,131.06,47063.33
1609712251.3781028,299,0.27,0.29,133.42,47212.09
1609712252.4781501,300,0.27,0.29,146.24,47367.84
1609712253.577734,301,0.27,0.29,145.03,47523.03
1609712254.5779233,302,0.27,0.29,144.96,47678.13
1609712255.7774642,303,0.27,0.29,123.14,47820.97
1609712256.9776006,304,0.27,0.29,123.34,47964.04
1609712258.0781612,305,0.27,0.29,122.15,48106.35
1609712259.1778476,306,0.27,0.28,139.68,48258.61
1609712260.278135,307,0.27,0.29,140.68,48411.24
1609712261.4776423,308,0.27,0.29,122.28,48553.7
1609712262.5778804,309,0.24,0.27,121.03,48691.66
1609712263.6784117,310,0.24,0.26,124.55,48831.78
1609712264.8779783,311,0.27,0.29,126.85,48977.03
1609712265.9781992,312,0.27,0.29,142.58,49131.02
1609712266.9772606,313,0.27,0.28,152.21,49290.08
1609712268.0783668,314,0.27,0.29,143.54,49444.38
1609712269.177591,315,0.27,0.3,126.19,49588.87
1609712270.2776544,316,0.24,0.26,128.25,49730.58
1609712271.477863,317,0.27,0.29,123.53,49873.87
1609712272.5784228,318,0.24,0.26,133.39,50018.59
1609712273.5780163,319,0.27,0.3,144.73,50173.45
1609712274.6782005,320,0.27,0.29,144.88,50328.47
1609712275.777803,321,0.27,0.29,146.32,50484.3
1609712276.7775662,322,0.27,0.29,153.52,50643.96
1609712277.7774892,323,0.27,0.28,159.6,50806.75
1609712278.8782313,324,0.27,0.3,144.96,50961.86
1609712279.877864,325,0.27,0.29,171.05,51130.34
1609712280.7775693,326,0.27,0.29,187.72,51306.8
1609712281.8778956,327,0.27,0.3,147.7,51463.37
1609712282.877859,328,0.27,0.29,155.01,51623.8
1609712283.878429,329,0.27,0.29,179.98,51796.59
1609712284.8774774,330,0.27,0.29,171.14,51965.16
1609712285.87736,331,0.27,0.29,160.75,52128.32
1609712286.8779705,332,0.27,0.29,156.35,52289.37
1609712287.8781002,333,0.27,0.3,183.41,52463.61
1609712288.8776371,334,0.27,0.29,162.6,52627.84
1609712289.8777163,335,0.27,0.29,166.31,52794.14
1609712290.777699,336,0.24,0.27,166.15,52955.31
1609712291.7781835,337,0.27,0.29,167.63,53122.11
1609712292.7776356,338,0.24,0.27,165.09,53283.07
1609712293.7773511,339,0.27,0.29,166.22,53449.29
1609712294.777705,340,0.27,0.3,164.05,53614.16
1609712295.777595,341,0.27,0.29,167.81,53781.13
1609712296.7778196,342,0.27,0.29,180.27,53954.18
1609712297.678238,343,0.27,0.3,200.2,54136.37
1609712298.678459,344,0.27,0.3,157.72,54298.02
1609712299.6780617,345,0.27,0.29,156.35,54459.07
1609712300.678163,346,0.27,0.3,162.43,54623.12
1609712301.7778053,347,0.27,0.29,165.87,54789.0
1609712302.7772856,348,0.27,0.3,154.6,54949.01
1609712303.7782235,349,0.27,0.29,172.89,55118.44
1609712304.677331,350,0.27,0.29,197.71,55299.34
1609712305.5779996,351,0.27,0.29,176.38,55470.44
1609712306.5778503,352,0.27,0.29,165.79,55636.22
1609712307.578007,353,0.27,0.3,181.49,55809.55
1609712308.5777,354,0.27,0.3,156.11,55970.34
1609712309.5777316,355,0.27,0.28,167.28,56136.78
1609712310.5776482,356,0.27,0.29,172.62,56305.95
1609712311.5775418,357,0.27,0.29,169.06,56473.32
1609712312.5777202,358,0.27,0.29,177.84,56644.95
1609712313.4783409,359,0.27,0.28,170.7,56813.08
1609712314.4776006,360,0.27,0.29,178.12,56984.97
1609712315.5780506,361,0.27,0.3,141.99,57138.31
1609712316.6777556,362,0.27,0.29,138.34,57289.79
1609712317.7773793,363,0.27,0.29,129.7,57436.35
1609712318.7779298,364,0.27,0.29,187.53,57612.63
1609712319.7779143,365,0.27,0.29,153.36,57772.12
1609712320.7776356,366,0.27,0.29,154.6,57932.13
1609712321.8775187,367,0.27,0.29,143.46,58086.35
1609712322.9776545,368,0.27,0.29,138.48,58237.99
1609712323.9784338,369,0.27,0.29,165.79,58403.78
1609712325.0778403,370,0.27,0.29,145.03,58558.96
1609712326.0780602,371,0.27,0.28,151.5,58717.28
1609712327.077417,372,0.27,0.29,172.71,58886.54
1609712328.0779634,373,0.27,0.29,181.59,59059.95
1609712328.9775786,374,0.27,0.29,172.8,59229.3
1609712330.077845,375,0.27,0.29,147.39,59385.54
1609712331.0774841,376,0.27,0.29,174.21,59555.4
1609712331.9775565,377,0.27,0.29,174.31,59725.35
1609712333.0774097,378,0.27,0.29,156.35,59886.39
1609712333.9782622,379,0.27,0.29,179.8,60059.0
1609712334.9781902,380,0.27,0.29,167.72,60225.87
1609712336.0773313,381,0.27,0.29,132.03,60373.74
1609712337.0782282,382,0.27,0.29,172.62,60542.91
1609712338.0780942,383,0.27,0.29,169.33,60710.55
1609712339.1778681,384,0.27,0.29,154.68,60870.64
1609712340.177679,385,0.27,0.29,159.35,61033.18
1609712341.0778325,386,0.27,0.29,178.31,61205.25
1609712342.1781847,387,0.24,0.27,148.17,61357.87
1609712343.1776981,388,0.24,0.27,149.54,61511.15
1609712344.1772718,389,0.27,0.3,170.96,61679.55
1609712345.0776758,390,0.27,0.29,183.5,61853.88
1609712345.9779897,391,0.27,0.28,195.97,62034.18
1609712346.9780629,392,0.27,0.29,187.53,62210.45
1609712347.9779756,393,0.27,0.29,165.87,62376.32
1609712348.9778514,394,0.27,0.28,172.53,62545.41
1609712349.9777734,395,0.24,0.27,152.59,62700.28
1609712350.9778855,396,0.27,0.29,157.72,62861.94
1609712351.977356,397,0.27,0.3,156.11,63022.73
1609712352.977319,398,0.27,0.3,176.11,63193.55
1609712353.8773835,399,0.27,0.28,210.07,63380.51
1609712354.8783658,400,0.27,0.29,159.52,63543.21
1609712355.977753,401,0.27,0.29,133.42,63691.98
1609712357.1777909,402,0.27,0.29,127.57,63837.41
1609712358.1775854,403,0.27,0.28,150.29,63995.21
1609712359.2775376,404,0.27,0.29,147.63,64151.7
1609712360.378068,405,0.27,0.28,135.99,64301.97
1609712361.377619,406,0.27,0.29,167.46,64468.59
1609712362.4775481,407,0.24,0.26,135.43,64614.18
1609712363.4777632,408,0.27,0.29,151.97,64772.99
1609712364.5775423,409,0.24,0.26,142.03,64922.12
1609712365.5778074,410,0.24,0.26,142.03,65071.25
1609712366.5777166,411,0.27,0.29,164.4,65236.47
1609712367.5778446,412,0.24,0.27,172.08,65400.8
1609712368.5774565,413,0.27,0.29,161.17,65564.4
1609712369.4774218,414,0.27,0.3,179.98,65737.18
1609712370.5781882,415,0.27,0.3,152.96,65896.26
1609712371.5781674,416,0.27,0.3,157.47,66057.66
1609712372.5781002,417,0.27,0.29,151.97,66216.48
1609712373.5780241,418,0.27,0.29,171.14,66385.05
1609712374.577842,419,0.27,0.29,185.94,66560.77
1609712375.4779863,420,0.25,0.28,169.84,66725.51
1609712376.5781126,421,0.27,0.29,160.84,66888.76
1609712377.578503,422,0.24,0.26,146.67,67040.55
1609712378.5779061,423,0.27,0.29,169.24,67208.1
1609712379.5783992,424,0.27,0.28,159.6,67370.89
1609712380.5784519,425,0.27,0.29,171.14,67539.47
1609712381.5774333,426,0.27,0.29,157.63,67701.04
1609712382.577745,427,0.27,0.29,159.6,67863.83
1609712383.677687,428,0.27,0.3,139.54,68015.92
1609712384.6780832,429,0.27,0.3,171.05,68184.41
1609712385.6780434,430,0.27,0.3,169.42,68352.13
1609712386.6783185,431,0.27,0.3,159.43,68514.75
1609712387.6779125,432,0.24,0.27,158.43,68672.39
1609712388.677759,433,0.24,0.26,154.95,68828.12
1609712389.7779198,434,0.27,0.3,143.84,68982.74
1609712390.777985,435,0.27,0.3,158.05,69144.74
1609712391.8779297,436,0.27,0.3,146.55,69300.82
1609712392.7778475,437,0.27,0.29,184.18,69475.79
1609712393.777609,438,0.27,0.29,192.18,69654.52
1609712394.6780903,439,0.27,0.3,180.17,69827.49
1609712395.6777933,440,0.27,0.29,173.07,69997.1
1609712396.6781027,441,0.27,0.29,167.54,70163.8
1609712397.678154,442,0.24,0.26,168.72,70326.62
1609712398.678049,443,0.27,0.29,167.63,70493.41
1609712399.67763,444,0.27,0.29,153.68,70653.24
1609712400.777626,445,0.27,0.29,147.78,70809.89
1609712401.678306,446,0.28,0.29,195.0,70992.21
1609712402.6780941,447,0.27,0.3,172.89,71161.65
1609712403.5778534,448,0.24,0.26,168.53,71324.28
1609712404.678133,449,0.27,0.28,159.18,71486.65
1609712405.57783,450,0.27,0.29,177.84,71658.27
1609712406.5779321,451,0.27,0.29,179.7,71830.78
1609712407.5784428,452,0.27,0.29,172.71,72000.04
1609712408.577746,453,0.27,0.3,156.27,72161.0
1609712409.578396,454,0.27,0.3,167.72,72327.88
1609712410.57745,455,0.27,0.29,152.37,72487.11
1609712411.5776446,456,0.27,0.29,166.31,72653.41
1609712412.678039,457,0.27,0.28,152.21,72812.48
1609712413.6776,458,0.27,0.29,153.2,72971.8
1609712414.777892,459,0.27,0.28,156.19,73132.68
1609712415.6778579,460,0.27,0.29,172.53,73301.76
1609712416.6780777,461,0.27,0.29,165.7,73467.46
1609712417.6781166,462,0.27,0.29,174.67,73637.77
1609712418.678223,463,0.27,0.28,154.84,73798.03
1609712419.777635,464,0.27,0.29,162.35,73962.01
1609712420.7774503,465,0.24,0.26,139.91,74110.3
1609712421.8778236,466,0.27,0.28,133.42,74259.07
1609712422.9783275,467,0.27,0.29,153.2,74418.4
1609712423.9777026,468,0.27,0.29,171.05,74586.88
1609712424.977642,469,0.27,0.29,153.44,74746.46
1609712425.9777656,470,0.27,0.29,153.44,74906.04
1609712427.0776668,471,0.27,0.29,159.27,75068.49
1609712428.0775447,472,0.27,0.29,162.69,75232.81
1609712429.078157,473,0.24,0.27,149.05,75385.59
1609712430.0773673,474,0.24,0.27,144.35,75536.43
1609712431.1773963,475,0.27,0.29,153.84,75696.42
1609712432.1776922,476,0.27,0.28,144.73,75851.28
1609712433.278171,477,0.27,0.29,157.72,76012.94
1609712434.3780148,478,0.27,0.28,131.2,76160.53
1609712435.3772616,479,0.27,0.29,161.43,76324.38
1609712436.378227,480,0.27,0.29,162.69,76488.7
1609712437.3775814,481,0.27,0.29,176.38,76659.8
1609712438.3779497,482,0.27,0.28,169.24,76827.34
1609712439.37806,483,0.27,0.29,162.6,76991.58
1609712440.377599,484,0.27,0.29,167.28,77158.02
1609712441.2777567,485,0.27,0.3,179.61,77330.45
1609712442.3777263,486,0.24,0.27,147.52,77482.39
1609712443.2785828,487,0.24,0.27,169.55,77646.01
1609712444.278034,488,0.27,0.29,172.44,77815.0
1609712445.2779493,489,0.27,0.29,185.55,77990.34
1609712446.1776748,490,0.27,0.28,187.72,78166.8
1609712447.1782167,491,0.27,0.3,174.49,78336.93
1609712448.0781236,492,0.24,0.26,173.89,78502.13
1609712449.0777657,493,0.27,0.29,160.75,78665.29
1609712450.0781472,494,0.24,0.27,161.31,78824.18
1609712451.077599,495,0.27,0.29,159.52,78986.88
1609712452.1781702,496,0.27,0.28,140.98,79139.84
1609712453.2778728,497,0.27,0.28,149.03,79297.07
1609712454.2777297,498,0.27,0.29,153.2,79456.4
1609712455.2777529,499,0.27,0.29,183.6,79630.82
1609712456.2777574,500,0.27,0.3,174.49,79800.95
1609712457.278072,501,0.27,0.28,165.79,79966.73
1609712458.17767,502,0.27,0.3,168.98,80134.02
1609712459.1777837,503,0.27,0.29,167.72,80300.91
1609712460.2779489,504,0.27,0.28,150.61,80459.05
