t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1566060841.8552017,0,0,0.37,171.43
1566060842.7719467,0,0,0.37,171.43
1566060843.817333,0,0,0.37,171.43
1566060844.8464203,1,0,0.37,0.99
1566060845.825684,2,0,0.36,214.29
1566060846.875136,2,0,0.37,279.07
1566060847.7829995,0,0,0.36,279.07
1566060848.8229444,1,0,0.37,24.49
1566060849.8329968,3,0,0.37,300.0
1566060850.892559,0,0,0.37,300.0
1566060851.893337,1,0,0.37,45.11
1566060852.8484685,0,0,0.37,45.11
1566060853.8950531,0,0,0.36,45.11
1566060854.8531747,0,0,0.37,45.11
1566060855.9199364,3,0,0.37,103.45
1566060856.8943706,2,0,0.37,171.43
1566060857.9020197,1,0,0.37,114.29
1566060858.9065847,1,0,0.37,300.0
1566060859.8699193,1,0,0.37,39.47
1566060860.8347628,1,0,0.36,69.77
1566060861.9044454,1,0,0.36,47.62
1566060862.8588521,1,0,0.37,109.09
1566060863.8985147,0,0,0.37,109.09
1566060864.9261835,0,0,0.36,109.09
1566060865.976243,0,0,0.37,109.09
1566060866.9210982,0,0,0.37,109.09
1566060867.9332423,0,0,0.36,109.09
1566060868.9961128,0,0,0.37,109.09
1566060869.8931093,0,0,0.37,109.09
1566060870.980213,0,0,0.37,109.09
1566060871.9300647,0,0,0.36,109.09
1566060872.8930123,0,0,0.37,109.09
1566060873.9984818,0,0,0.37,109.09
1566060874.9932048,0,0,0.37,109.09
1566060875.9271536,0,0,0.37,109.09
1566060876.936844,0,0,0.37,109.09
1566060877.9497159,0,0,0.37,109.09
1566060878.9380012,0,0,0.36,109.09
1566060879.9561503,2,0,0.37,206.9
1566060880.9531486,0,0,0.37,206.9
1566060881.9757314,0,0,0.37,206.9
1566060882.9595852,0,0,0.37,206.9
1566060883.9743314,0,0,0.36,206.9
1566060884.9721758,0,0,0.36,206.9
1566060886.0810444,0,0,0.36,206.9
1566060886.9955194,0,0,0.37,206.9
1566060888.0161114,0,0,0.36,206.9
1566060889.0376124,0,0,0.37,206.9
1566060890.0078864,0,0,0.36,206.9
1566060891.0152497,0,0,0.37,206.9
1566060892.0234716,0,0,0.37,206.9
1566060893.0281012,0,0,0.37,206.9
1566060894.0244563,0,0,0.37,206.9
1566060895.0186446,0,0,0.37,206.9
1566060896.0384576,0,0,0.37,206.9
1566060897.1232092,0,0,0.37,206.9
1566060898.1573822,0,0,0.37,206.9
1566060899.123493,0,0,0.37,206.9
1566060900.080174,0,0,0.37,206.9
1566060901.0997014,0,0,0.37,206.9
1566060902.0944746,0,0,0.37,206.9
1566060903.165852,0,0,0.37,206.9
1566060904.133084,0,0,0.36,206.9
1566060905.108138,0,0,0.37,206.9
1566060906.091105,0,0,0.36,206.9
1566060907.085453,0,0,0.36,206.9
1566060908.1703944,0,0,0.37,206.9
1566060909.2183912,0,0,0.36,206.9
1566060910.0791516,0,0,0.37,206.9
1566060911.1978312,0,0,0.37,206.9
1566060912.2146065,0,0,0.37,206.9
1566060913.0928574,0,0,0.36,206.9
