t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1565825704.6599379,0,0,0.06,0.01
1565825705.6359367,0,0,0.06,0.01
1565825706.6798313,0,0,0.06,0.01
1565825707.6275134,0,0,0.06,0.01
1565825708.6181605,0,0,0.06,0.01
1565825709.6868982,0,0,0.06,0.01
1565825710.6549733,0,0,0.06,0.01
1565825711.6245077,0,0,0.06,0.01
1565825712.6658723,0,0,0.06,0.01
1565825713.6768348,0,0,0.06,0.01
1565825714.6263099,0,0,0.06,0.01
1565825715.6709206,0,0,0.06,0.01
1565825716.7059364,0,0,0.06,0.01
1565825717.6754384,0,0,0.06,0.01
1565825718.7457128,0,0,0.06,0.01
1565825719.6629767,0,0,0.06,0.01
1565825720.7383535,0,0,0.06,0.01
1565825721.7087336,0,0,0.06,0.01
1565825722.7440329,0,0,0.06,0.01
1565825723.6937275,0,0,0.06,0.01
1565825724.7328322,0,0,0.06,0.01
1565825725.779025,0,0,0.06,0.01
1565825726.7390604,0,0,0.06,0.01
1565825727.7092392,0,0,0.06,0.01
1565825728.7773058,0,0,0.06,0.01
1565825729.7253368,0,0,0.06,0.01
1565825730.7968738,0,0,0.06,0.01
1565825731.785665,0,0,0.06,0.01
1565825732.7625344,0,0,0.06,0.01
1565825733.8028104,0,0,0.06,0.01
1565825734.7742443,0,0,0.06,0.01
1565825735.7473955,0,0,0.06,0.01
1565825736.8176036,0,0,0.06,0.01
1565825737.7608597,0,0,0.06,0.01
1565825738.8319108,0,0,0.06,0.01
1565825739.803272,0,0,0.06,0.01
1565825740.7645342,0,0,0.06,0.01
1565825741.836535,0,0,0.06,0.01
1565825742.7851126,0,0,0.06,0.01
1565825743.8529124,0,0,0.06,0.01
1565825744.8002248,0,0,0.06,0.01
1565825745.8471243,0,0,0.06,0.01
1565825746.8199422,0,0,0.06,0.01
1565825747.8900743,0,0,0.06,0.01
1565825748.8186214,0,0,0.06,0.01
1565825749.8872952,0,0,0.06,0.01
1565825750.8214087,0,0,0.06,0.01
1565825751.813984,0,0,0.06,0.01
1565825752.8575428,0,0,0.06,0.01
1565825753.8933856,0,0,0.06,0.01
1565825754.8665786,0,0,0.06,0.01
1565825755.9068604,0,0,0.06,0.01
1565825756.8480399,0,0,0.06,0.01
1565825757.9275947,0,0,0.06,0.01
1565825758.8866425,0,0,0.06,0.01
1565825759.8627963,0,0,0.06,0.01
1565825760.932228,0,0,0.06,0.01
1565825761.8873997,0,0,0.06,0.01
1565825762.956317,0,0,0.06,0.01
1565825763.8877404,0,0,0.06,0.01
1565825764.9228904,0,0,0.06,0.01
1565825765.8948863,0,0,0.06,0.01
1565825766.9651015,0,0,0.06,0.01
1565825767.9383268,0,0,0.06,0.01
1565825768.9139059,0,0,0.06,0.01
1565825769.9523423,0,0,0.06,0.01
1565825770.9911532,0,0,0.06,0.01
1565825771.9229586,0,0,0.06,0.01
1565825772.9890172,0,0,0.06,0.01
1565825773.9367478,0,0,0.06,0.01
1565825775.0085053,0,0,0.06,0.01
1565825775.9779665,0,0,0.06,0.01
1565825777.0094824,0,0,0.06,0.01
1565825778.0396736,0,0,0.06,0.01
1565825779.0069373,0,0,0.06,0.01
1565825780.0374782,0,0,0.06,0.01
1565825780.967903,0,0,0.06,0.01
1565825782.0333097,0,0,0.06,0.01
1565825782.9681106,0,0,0.06,0.01
1565825784.0041602,0,0,0.06,0.01
1565825785.039324,0,0,0.06,0.01
1565825785.9992254,0,0,0.06,0.01
