t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1552011999.7091618,0,0,1.0,4.01
1552012000.9278963,0,0,1.0,4.01
1552012001.7248147,0,0,1.0,4.01
1552012002.7091894,0,0,1.0,4.01
1552012003.6623204,0,0,1.0,4.01
1552012004.7716882,0,0,1.0,4.01
1552012005.7262669,0,0,1.0,4.01
1552012006.6677103,1,0,1.0,0.29
1552012007.792743,0,0,1.0,0.29
1552012008.7302125,1,0,1.0,31.41
1552012009.8083405,1,0,1.0,40.54
1552012010.7458017,1,0,1.0,109.09
1552012011.745804,1,0,1.0,272.73
1552012012.8552215,1,0,1.0,50.85
1552012013.808342,2,0,1.0,155.84
1552012014.761476,1,0,1.0,76.92
1552012015.7301853,0,1,1.0,76.92
1552012016.8395956,1,1,1.0,40.13
1552012017.8551881,1,1,1.0,92.31
1552012018.7466679,1,1,1.0,62.18
1552012019.841725,0,1,1.0,62.18
1552012020.7948847,0,1,1.0,62.18
1552012021.7480154,1,1,1.0,19.97
1552012022.8597171,0,2,1.0,19.97
1552012023.7972913,0,1,1.0,19.97
1552012024.8753812,1,1,1.0,18.1
1552012025.8753817,0,1,1.0,18.1
1552012026.8285098,0,1,1.0,18.1
1552012027.9423213,1,1,1.0,22.68
1552012028.8798144,1,1,1.0,36.47
1552012029.84857,1,1,1.0,59.7
1552012030.817324,1,1,1.0,129.03
1552012031.9110334,0,1,1.0,129.03
1552012032.9266982,0,1,1.0,129.03
1552012033.8798282,1,1,1.0,18.18
1552012034.8642027,1,1,1.0,53.57
1552012035.8343923,2,1,1.0,107.14
1552012036.9749818,1,1,1.0,129.03
1552012037.9593587,0,1,1.0,129.03
1552012038.9125268,0,2,1.0,129.03
1552012039.9281495,1,1,1.0,20.73
1552012040.8969069,2,1,1.0,104.35
1552012041.8499892,2,1,1.0,106.19
1552012042.9125292,2,1,1.0,210.53
1552012043.8656561,2,1,1.0,106.19
1552012044.960854,2,1,1.0,107.14
1552012045.9295998,2,1,1.0,108.11
1552012046.8826897,2,1,1.0,109.09
1552012047.8983166,1,1,1.0,110.09
1552012048.9764776,0,1,1.0,110.09
1552012049.9296079,0,1,1.0,110.09
1552012051.05461,0,2,1.0,110.09
1552012052.023364,1,1,1.0,16.0
1552012052.976486,2,1,1.0,113.21
1552012053.929617,1,1,1.0,57.14
1552012054.9623017,2,1,1.0,115.38
1552012055.931059,2,1,1.0,115.38
1552012057.024808,2,1,1.0,115.38
1552012057.9935749,2,1,1.0,115.38
1552012058.9779377,1,1,1.0,115.38
1552012059.962314,0,1,1.0,115.38
1552012061.0716507,1,1,1.0,28.92
1552012061.977941,1,1,1.0,57.97
1552012063.0716891,1,1,1.0,116.5
1552012064.040443,0,2,1.0,116.5
1552012064.995017,1,1,1.0,29.48
1552012066.120025,2,1,1.0,118.81
1552012067.0887783,1,1,1.0,117.65
1552012068.073112,1,1,1.0,39.74
1552012069.1512792,0,1,1.0,39.74
