t,pedal_cnt,resist_pct,tgt_resist_pct,power,work
1609796955.0883539,1,0.33,0.35,0.0,0.0
1609796960.0005417,1,0.33,0.35,7.99,0.05
1609796961.4256582,1,0.33,0.35,97.41,0.16
1609796962.8475342,1,0.33,0.35,89.5,0.16
1609796964.2890685,1,0.31,0.33,91.8,0.15
1609796965.6817791,1,0.33,0.35,100.31,0.16
1609796966.8854454,1,0.33,0.35,120.35,0.18
1609796968.2076278,1,0.33,0.35,101.04,0.17
1609796969.6327398,1,0.33,0.35,95.26,0.16
1609796971.1705847,1,0.33,0.35,90.2,0.16
1609796972.9129777,1,0.31,0.32,56.13,0.12
1609796974.8853683,1,0.33,0.35,46.23,0.11
1609796976.8401546,1,0.33,0.35,52.33,0.12
1609796978.5935647,1,0.33,0.35,64.54,0.13
1609796980.0121038,1,0.33,0.35,84.28,0.15
1609796981.658934,1,0.32,0.35,72.52,0.14
1609796983.4088829,1,0.33,0.35,63.33,0.13
1609796985.1548004,1,0.33,0.35,59.27,0.13
1609796987.451081,1,0.34,0.35,38.35,0.1
1609796989.0969613,1,0.33,0.35,64.42,0.13
1609796990.6280706,1,0.33,0.35,81.16,0.15
1609796992.1658452,1,0.31,0.32,75.7,0.14
1609796993.9220526,1,0.33,0.35,65.74,0.13
1609796995.7968874,1,0.33,0.35,51.49,0.12
1609796997.5368054,1,0.33,0.35,68.41,0.14
1609796999.2707307,1,0.33,0.35,62.39,0.13
1609797001.280489,1,0.33,0.36,46.56,0.11
1609797003.1083827,1,0.33,0.35,54.02,0.12
1609797005.1015682,1,0.33,0.35,51.76,0.12
1609797007.4979792,1,0.33,0.35,30.57,0.09
1609797009.6736305,1,0.33,0.35,42.41,0.11
1609797012.5143213,1,0.31,0.32,22.01,0.08
1609797015.3745506,1,0.33,0.36,22.73,0.08
1609797018.3096266,1,0.34,0.35,23.27,0.08
1609797020.968302,1,0.33,0.35,26.75,0.09
1609797023.395072,1,0.31,0.35,28.86,0.09
1609797025.1526442,1,0.33,0.36,62.07,0.13
1609797026.6747005,1,0.31,0.35,77.16,0.14
1609797028.2057483,1,0.33,0.35,79.01,0.15
1609797030.7345457,1,0.31,0.33,31.1,0.09
1609797033.3340466,1,0.33,0.36,25.87,0.08
1609797035.95621,1,0.33,0.36,28.21,0.09
1609797040.3695867,1,0.34,0.36,9.76,0.05
1609797046.8218112,1,0.33,0.35,4.52,0.03
1609797048.710148,1,0.33,0.35,57.25,0.12
1609797050.4561317,1,0.33,0.35,64.57,0.13
1609797051.8664994,1,0.31,0.32,78.84,0.14
1609797053.4037106,1,0.34,0.35,79.7,0.15
1609797054.8474622,1,0.34,0.35,91.71,0.16
1609797056.4809573,1,0.33,0.35,75.63,0.14
1609797058.2192078,1,0.33,0.35,64.85,0.13
1609797060.077887,1,0.34,0.35,56.19,0.12
1609797062.3931525,1,0.33,0.35,33.62,0.1
1609797064.4632642,1,0.33,0.35,46.79,0.11
1609797066.096521,1,0.33,0.35,67.87,0.14
1609797067.5196385,1,0.33,0.35,89.66,0.16
1609797069.0497634,1,0.33,0.36,90.28,0.16
1609797070.8225222,1,0.33,0.35,54.92,0.12
1609797074.5498972,1,0.31,0.32,13.48,0.06
1609797078.4653573,1,0.33,0.35,12.23,0.06
1609797085.3789546,1,0.34,0.35,3.91,0.03
1609797090.1040208,1,0.31,0.33,8.42,0.05
1609797092.271231,1,0.33,0.35,39.98,0.1
1609797094.4518213,1,0.33,0.35,39.61,0.1
1609797096.1140018,1,0.34,0.35,67.81,0.14
1609797097.6210637,1,0.31,0.33,80.31,0.14
1609797098.9532375,1,0.34,0.35,99.18,0.16
1609797100.2554305,1,0.31,0.35,118.6,0.18
1609797101.6953723,1,0.34,0.35,96.33,0.16
1609797103.3303552,1,0.33,0.35,68.82,0.14
1609797118.087952,1,0.33,0.35,0.0,0.0
1609797127.2987976,1,0.33,0.35,2.2,0.02
1609797131.4624367,1,0.33,0.35,11.29,0.06
1609797132.904544,1,0.31,0.32,85.15,0.15
1609797134.221728,1,0.31,0.33,94.71,0.16
1609797135.6488433,1,0.33,0.36,105.81,0.17
1609797137.0560377,1,0.33,0.35,88.52,0.15
1609797138.5775363,1,0.31,0.32,78.87,0.14
1609797140.0136478,1,0.33,0.36,86.0,0.15
1609797141.7556083,1,0.33,0.35,65.35,0.13
1609797143.751999,1,0.33,0.35,46.1,0.11
1609797145.9391673,1,0.33,0.35,41.29,0.11
1609797148.1697958,1,0.33,0.35,39.61,0.1
1609797150.1299732,1,0.33,0.35,48.71,0.11
1609797151.7829533,1,0.34,0.35,68.19,0.14
1609797153.3249924,1,0.31,0.32,72.64,0.14
1609797154.8650382,1,0.33,0.35,80.6,0.15
1609797161.1896715,1,0.33,0.35,4.8,0.04
1609797162.7257152,1,0.31,0.32,71.9,0.14
1609797164.2377799,1,0.33,0.35,88.36,0.15
1609797165.5818748,1,0.31,0.32,98.72,0.16
1609797167.013554,1,0.31,0.35,89.46,0.15
1609797168.7803707,1,0.33,0.35,57.04,0.12
1609797179.2096422,1,0.33,0.35,0.0,0.0
1609797189.1549115,1,0.33,0.35,1.92,0.02
1609797190.7731926,1,0.33,0.36,76.62,0.14
1609797192.1202297,1,0.31,0.33,102.49,0.16
1609797193.4289885,1,0.34,0.35,110.91,0.17
1609797194.73618,1,0.33,0.35,108.99,0.17
1609797196.503082,1,0.33,0.36,60.93,0.13
1609797201.00956,1,0.33,0.35,9.39,0.05
1609797204.1565964,1,0.31,0.33,17.48,0.07
1609797207.0230258,1,0.33,0.35,23.7,0.08
1609797208.5420341,1,0.31,0.32,71.14,0.14
1609797209.8663137,1,0.33,0.35,122.29,0.18
1609797211.0506113,1,0.34,0.35,122.68,0.18
1609797212.3774748,1,0.33,0.35,111.51,0.17
1609797213.8184571,1,0.33,0.35,92.26,0.16
1609797215.1292503,1,0.33,0.36,114.74,0.18
1609797216.3503137,1,0.31,0.32,110.89,0.17
1609797218.3201215,1,0.33,0.35,48.66,0.11
1609797224.6991665,1,0.33,0.35,4.79,0.04
1609797226.453131,1,0.33,0.35,56.58,0.12
1609797229.4074502,1,0.33,0.35,21.47,0.08
1609797236.046228,1,0.33,0.35,4.42,0.03
1609797237.4465828,1,0.33,0.35,85.58,0.15
1609797238.6832552,1,0.33,0.35,124.62,0.18
1609797239.8650246,1,0.31,0.35,131.08,0.18
1609797241.1798491,1,0.31,0.33,109.82,0.17
