t,pedal_cnt,resist_pct,tgt_resist_pct,power,work
1609797261.1301665,1,0.33,0.35,0.0,0.0
1609797262.8569949,1,0.33,0.35,58.58,0.13
1609797264.057248,1,0.31,0.32,127.61,0.18
1609797265.2676475,1,0.34,0.36,145.11,0.2
1609797266.566841,1,0.31,0.33,106.62,0.17
1609797280.705386,1,0.31,0.32,0.0,0.0
1609797281.9858348,1,0.33,0.35,111.36,0.17
1609797283.1994946,1,0.33,0.35,126.49,0.19
1609797284.4068012,1,0.33,0.35,123.56,0.18
1609797285.8338342,1,0.33,0.35,102.62,0.17
1609797287.474304,1,0.34,0.35,65.03,0.13
1609797289.4773111,1,0.33,0.36,48.42,0.11
1609797291.4366183,1,0.33,0.35,53.73,0.12
1609797293.2894645,1,0.31,0.32,51.63,0.12
1609797301.7082882,1,0.33,0.35,2.71,0.03
1609797303.3342812,1,0.33,0.35,65.3,0.13
1609797304.766392,1,0.31,0.33,92.55,0.15
1609797306.537294,1,0.33,0.35,61.31,0.13
1609797313.2319186,1,0.33,0.35,4.21,0.03
1609797315.4188628,1,0.33,0.35,38.53,0.1
1609797316.7104,1,0.33,0.35,109.72,0.17
1609797317.935951,1,0.33,0.36,144.58,0.2
1609797333.1787708,1,0.34,0.35,0.0,0.0
1609797336.0340192,1,0.33,0.35,24.93,0.08
1609797338.0265307,1,0.33,0.35,43.06,0.11
1609797339.4696662,1,0.33,0.35,100.31,0.16
1609797340.6376915,1,0.33,0.35,131.51,0.19
1609797342.0678418,1,0.31,0.36,86.54,0.15
1609797347.357433,1,0.33,0.35,6.99,0.04
1609797349.7778344,1,0.33,0.35,30.24,0.09
1609797351.3872583,1,0.33,0.35,81.16,0.15
1609797360.2619095,1,0.33,0.36,2.4,0.03
1609797362.0404189,1,0.33,0.36,62.04,0.13
1609797363.2339833,1,0.33,0.35,128.58,0.19
1609797364.519038,1,0.34,0.35,116.07,0.18
1609797366.3843927,1,0.33,0.35,52.76,0.12
1609797380.526485,1,0.31,0.33,0.0,0.0
1609797381.6148942,1,0.34,0.35,140.24,0.2
1609797382.692178,1,0.31,0.33,157.46,0.2
1609797383.7193942,1,0.31,0.32,176.38,0.21
1609797384.6847656,1,0.31,0.32,185.8,0.22
1609797385.6651723,1,0.34,0.35,196.0,0.23
1609797386.6464322,1,0.33,0.35,199.76,0.23
1609797387.676792,1,0.33,0.35,197.73,0.23
1609797388.657184,1,0.33,0.33,175.65,0.22
1609797389.7341464,1,0.33,0.35,162.88,0.21
1609797395.2478921,1,0.33,0.36,6.27,0.04
1609797396.6810007,1,0.34,0.35,95.15,0.16
1609797397.879526,1,0.31,0.32,132.7,0.18
1609797398.9815361,1,0.34,0.36,140.11,0.2
1609797400.1986606,1,0.34,0.34,146.46,0.2
1609797401.2716534,1,0.34,0.35,145.05,0.2
1609797404.0293806,1,0.33,0.35,25.49,0.08
1609797406.0959032,1,0.33,0.35,47.74,0.11
1609797408.1816318,1,0.33,0.35,40.39,0.1
1609797410.7120483,1,0.31,0.32,27.66,0.08
1609797412.116174,1,0.34,0.35,110.07,0.17
1609797413.4468231,1,0.31,0.32,95.49,0.16
1609797414.7630742,1,0.33,0.35,104.29,0.17
1609797417.1567266,1,0.33,0.35,34.67,0.1
1609797424.2680717,1,0.31,0.33,3.59,0.03
1609797425.6703568,1,0.33,0.35,90.82,0.16
1609797427.004899,1,0.33,0.36,117.47,0.18
1609797428.2281373,1,0.33,0.36,120.57,0.18
1609797429.411407,1,0.33,0.35,126.66,0.19
1609797430.7465768,1,0.33,0.35,107.4,0.17
1609797432.8282866,1,0.32,0.36,43.35,0.11
1609797435.0045068,1,0.34,0.36,40.4,0.1
1609797436.6604826,1,0.34,0.35,71.57,0.14
1609797437.871766,1,0.33,0.35,113.34,0.18
1609797439.0616505,1,0.33,0.36,133.8,0.19
1609797440.7397988,1,0.31,0.33,70.55,0.13
1609797443.239926,1,0.33,0.35,30.16,0.09
1609797451.6840017,1,0.31,0.33,2.5,0.03
1609797453.1226876,1,0.32,0.35,95.58,0.16
1609797454.3207474,1,0.31,0.33,114.62,0.17
1609797455.6517758,1,0.31,0.32,113.71,0.17
1609797456.812438,1,0.31,0.33,126.54,0.18
1609797458.0474057,1,0.34,0.35,120.74,0.18
1609797459.3832636,1,0.33,0.36,105.61,0.17
1609797462.3475144,1,0.34,0.36,22.15,0.08
