t,pedal_cnt,resist_pct,tgt_resist_pct,power,work
1609795634.6779141,1,0.23,0.26,173.19,0.19
1609795635.5866692,1,0.23,0.26,193.2,0.21
1609795636.5677102,1,0.21,0.26,165.24,0.19
1609795637.4627438,1,0.23,0.26,167.89,0.19
1609795638.4231486,1,0.23,0.26,169.66,0.19
1609795639.4075375,1,0.23,0.26,181.11,0.2
1609795640.2999804,1,0.23,0.26,169.76,0.19
1609795641.2584767,1,0.25,0.26,171.42,0.2
1609795642.241024,1,0.23,0.26,179.26,0.2
1609795643.1264768,1,0.23,0.26,169.76,0.19
1609795644.1088684,1,0.21,0.26,157.26,0.18
1609795645.1213927,1,0.23,0.26,161.17,0.19
1609795645.9720886,1,0.21,0.24,165.14,0.19
1609795646.981463,1,0.23,0.26,166.15,0.19
1609795647.9618537,1,0.23,0.27,159.53,0.19
1609795648.8353164,1,0.23,0.26,189.04,0.2
1609795649.815705,1,0.23,0.26,191.05,0.2
1609795650.6703784,1,0.23,0.26,175.35,0.2
1609795651.6450114,1,0.23,0.26,182.68,0.2
1609795653.4375477,1,0.23,0.26,44.47,0.1
1609795654.4016886,1,0.23,0.26,181.01,0.2
1609795655.3839757,1,0.23,0.26,169.47,0.19
1609795656.3968086,1,0.23,0.26,150.19,0.18
1609795657.3677332,1,0.23,0.26,148.63,0.18
1609795658.3657198,1,0.23,0.26,150.1,0.18
1609795659.3551064,1,0.23,0.26,145.83,0.18
1609795660.425444,1,0.23,0.26,157.91,0.19
1609795661.3240838,1,0.23,0.26,186.85,0.2
1609795662.194619,1,0.23,0.26,169.57,0.19
1609795663.2923899,1,0.23,0.26,148.63,0.18
1609795664.2584584,1,0.23,0.27,140.38,0.18
1609795665.3935802,1,0.23,0.26,127.63,0.17
1609795666.397664,1,0.23,0.26,157.64,0.19
1609795667.3520696,1,0.23,0.26,148.63,0.18
1609795668.3604476,1,0.23,0.26,167.8,0.19
1609795669.3298457,1,0.23,0.24,165.96,0.19
1609795670.322499,1,0.23,0.26,162.83,0.19
1609795671.232942,1,0.23,0.26,191.27,0.2
1609795672.0974038,1,0.23,0.26,174.95,0.2
1609795673.0797927,1,0.21,0.24,161.49,0.18
1609795673.9512522,1,0.23,0.26,171.27,0.19
1609795675.0225875,1,0.23,0.26,164.34,0.19
1609795675.9270272,1,0.23,0.26,187.06,0.2
1609795676.8865867,1,0.23,0.26,164.43,0.19
1609795677.8819668,1,0.23,0.26,154.66,0.18
1609795678.786409,1,0.23,0.26,159.44,0.19
1609795679.7618043,1,0.23,0.26,162.83,0.19
1609795680.7331994,1,0.23,0.26,179.36,0.2
1609795681.749754,1,0.23,0.26,154.49,0.18
1609795682.7231548,1,0.23,0.26,156.32,0.18
1609795683.690467,1,0.23,0.26,161.17,0.19
1609795684.665171,1,0.21,0.26,147.92,0.18
1609795685.6755526,1,0.23,0.26,160.98,0.19
1609795686.6629357,1,0.23,0.26,157.73,0.19
1609795687.6389837,1,0.23,0.26,149.93,0.18
1609795688.6269279,1,0.23,0.26,160.98,0.19
1609795689.603408,1,0.23,0.26,166.24,0.19
1609795690.593794,1,0.23,0.26,149.85,0.18
1609795691.6031685,1,0.23,0.26,159.71,0.19
1609795692.5745661,1,0.23,0.26,162.83,0.19
1609795693.451869,1,0.21,0.24,163.98,0.19
1609795694.4242656,1,0.23,0.27,164.52,0.19
1609795695.4386373,1,0.23,0.26,171.46,0.19
1609795696.320092,1,0.22,0.26,164.28,0.19
1609795697.3144782,1,0.23,0.26,151.43,0.18
1609795698.306863,1,0.23,0.26,166.15,0.19
1609795699.28326,1,0.23,0.27,157.82,0.19
1609795700.2616546,1,0.23,0.26,161.26,0.19
1609795701.2636077,1,0.23,0.26,140.14,0.18
1609795702.345959,1,0.23,0.26,151.69,0.18
1609795703.3403418,1,0.23,0.26,144.25,0.18
1609795704.34372,1,0.21,0.24,144.47,0.17
1609795705.3121188,1,0.23,0.26,161.26,0.19
1609795706.3985584,1,0.23,0.26,133.67,0.17
1609795707.399933,1,0.23,0.26,147.18,0.18
1609795708.3793292,1,0.23,0.24,148.21,0.18
1609795709.360721,1,0.23,0.26,157.73,0.19
1609795710.433058,1,0.23,0.26,147.18,0.18
1609795711.434192,1,0.23,0.26,145.58,0.18
1609795712.4050665,1,0.23,0.26,166.15,0.19
1609795713.435944,1,0.23,0.26,135.0,0.17
1609795714.510803,1,0.23,0.27,145.83,0.18
1609795715.4847572,1,0.23,0.26,156.32,0.18
1609795716.486995,1,0.21,0.24,150.04,0.18
1609795717.4503968,1,0.23,0.26,151.69,0.18
1609795718.4644694,1,0.23,0.24,160.44,0.19
1609795719.4264064,1,0.23,0.26,150.19,0.18
1609795720.4494243,1,0.23,0.26,147.09,0.18
1609795721.550916,1,0.23,0.26,144.41,0.18
1609795722.5253134,1,0.23,0.26,148.88,0.18
1609795723.5306897,1,0.23,0.26,148.63,0.18
1609795724.496091,1,0.23,0.26,153.21,0.18
1609795725.505467,1,0.23,0.26,164.71,0.19
1609795726.4778643,1,0.23,0.26,171.76,0.19
1609795727.3403275,1,0.23,0.26,176.84,0.2
1609795728.3566995,1,0.23,0.26,162.65,0.19
1609795729.3116124,1,0.23,0.26,166.05,0.19
1609795730.2900198,1,0.23,0.26,154.75,0.18
1609795731.2954,1,0.23,0.26,160.98,0.19
1609795732.2847834,1,0.23,0.26,148.71,0.18
1609795733.2561824,1,0.21,0.24,153.59,0.18
1609795734.2215838,1,0.23,0.26,160.98,0.19
1609795735.2249653,1,0.23,0.26,167.7,0.19
1609795736.206357,1,0.23,0.26,166.24,0.19
1609795737.0878105,1,0.23,0.26,162.56,0.19
1609795738.075054,1,0.23,0.26,165.96,0.19
1609795739.0464926,1,0.23,0.26,164.43,0.19
1609795739.9481025,1,0.21,0.24,164.65,0.18
1609795740.9296968,1,0.23,0.26,178.76,0.2
1609795741.8229299,1,0.23,0.26,191.37,0.2
1609795742.7863333,1,0.23,0.26,156.05,0.18
1609795743.8007028,1,0.23,0.26,171.37,0.19
1609795744.6701682,1,0.23,0.26,175.05,0.2
1609795745.6425617,1,0.23,0.26,160.89,0.19
1609795746.620378,1,0.23,0.26,151.6,0.18
1609795747.726382,1,0.21,0.25,127.15,0.16
1609795748.8177955,1,0.23,0.26,121.93,0.16
1609795749.821549,1,0.23,0.26,166.24,0.19
1609795750.7832272,1,0.21,0.26,148.97,0.18
1609795751.7497892,1,0.23,0.26,184.91,0.2
1609795752.6499674,1,0.23,0.26,180.7,0.2
1609795753.5101175,1,0.21,0.24,172.4,0.19
1609795754.4165564,1,0.23,0.26,188.93,0.2
1609795755.3899498,1,0.21,0.24,176.0,0.19
1609795756.3703434,1,0.23,0.27,164.43,0.19
1609795757.3617284,1,0.23,0.26,161.07,0.19
1609795758.2191958,1,0.23,0.26,181.01,0.2
1609795759.1286328,1,0.23,0.26,173.19,0.19
1609795760.1100242,1,0.23,0.26,166.43,0.19
1609795761.0084662,1,0.23,0.24,178.55,0.2
1609795762.0818036,1,0.23,0.26,154.49,0.18
1609795763.0561967,1,0.23,0.26,160.98,0.19
1609795763.9356534,1,0.21,0.24,161.49,0.18
1609795764.9070485,1,0.21,0.24,155.46,0.18
1609795765.9064302,1,0.23,0.26,154.58,0.18
1609795766.9111567,1,0.23,0.26,174.95,0.2
1609795767.775081,1,0.23,0.26,197.62,0.21
1609795768.6315722,1,0.23,0.26,178.76,0.2
1609795769.5405126,1,0.23,0.27,186.96,0.2
1609795770.5209043,1,0.23,0.26,165.96,0.19
1609795771.5222821,1,0.23,0.27,175.15,0.2
1609795772.3817494,1,0.23,0.26,181.01,0.2
1609795773.3591433,1,0.23,0.26,177.14,0.2
1609795774.2425954,1,0.23,0.26,173.29,0.19
1609795775.248378,1,0.21,0.24,168.72,0.19
1609795776.1288946,1,0.23,0.26,171.56,0.19
1609795777.1013756,1,0.23,0.26,180.81,0.2
1609795777.9889133,1,0.23,0.26,188.93,0.2
1609795778.9518714,1,0.23,0.26,175.15,0.2
1609795779.8437283,1,0.23,0.26,180.81,0.2
1609795780.825504,1,0.23,0.26,164.52,0.19
1609795781.6950128,1,0.23,0.26,177.04,0.2
1609795782.6804125,1,0.23,0.26,164.43,0.19
1609795783.6668046,1,0.21,0.24,150.31,0.18
1609795784.6741753,1,0.21,0.24,159.81,0.18
1609795785.5426385,1,0.23,0.26,169.95,0.19
1609795786.550013,1,0.23,0.26,159.62,0.19
1609795787.5194142,1,0.23,0.26,162.83,0.19
1609795788.5008035,1,0.23,0.26,171.46,0.19
1609795789.5081847,1,0.23,0.26,153.12,0.18
1609795790.4641118,1,0.23,0.26,164.34,0.19
1609795791.4455087,1,0.23,0.27,164.8,0.19
1609795792.3487077,1,0.23,0.26,161.07,0.19
1609795793.320831,1,0.23,0.24,173.1,0.19
1609795794.206288,1,0.23,0.26,178.86,0.2
1609795795.291617,1,0.23,0.26,144.41,0.18
1609795796.2690094,1,0.23,0.26,151.6,0.18
1609795797.3633366,1,0.23,0.26,132.5,0.17
1609795798.383685,1,0.23,0.26,144.33,0.18
1609795799.4453855,1,0.23,0.27,148.71,0.18
1609795800.4421566,1,0.23,0.26,135.0,0.17
1609795801.5395064,1,0.23,0.26,141.57,0.18
1609795802.5210075,1,0.23,0.26,143.02,0.18
1609795803.4924028,1,0.23,0.26,161.17,0.19
1609795804.479794,1,0.23,0.26,151.69,0.18
1609795805.4899485,1,0.23,0.26,147.18,0.18
1609795806.5982726,1,0.23,0.26,138.89,0.17
1609795807.578315,1,0.23,0.26,161.07,0.19
1609795808.5867882,1,0.21,0.25,142.2,0.17
1609795809.6727948,1,0.23,0.26,126.48,0.17
1609795810.6396587,1,0.23,0.26,151.43,0.18
1609795811.6591406,1,0.23,0.26,160.89,0.19
1609795812.749827,1,0.21,0.24,121.48,0.16
1609795813.8513193,1,0.23,0.26,133.82,0.17
1609795814.723252,1,0.23,0.26,175.15,0.2
1609795815.7066426,1,0.23,0.26,161.17,0.19
1609795816.8023674,1,0.23,0.27,136.28,0.17
1609795817.8957326,1,0.23,0.26,124.28,0.16
1609795818.994051,1,0.23,0.26,135.0,0.17
1609795819.9604495,1,0.23,0.26,140.22,0.18
1609795821.0577703,1,0.23,0.26,128.95,0.17
1609795822.089034,1,0.23,0.26,145.83,0.18
1609795823.0894136,1,0.23,0.26,150.19,0.18
1609795824.175744,1,0.21,0.24,126.12,0.16
1609795825.2632685,1,0.23,0.26,137.49,0.17
1609795826.355368,1,0.23,0.26,138.96,0.17
1609795827.3733096,1,0.23,0.26,144.25,0.18
1609795828.3430705,1,0.23,0.26,151.6,0.18
1609795829.3219554,1,0.23,0.26,145.66,0.18
1609795830.3468397,1,0.23,0.26,144.17,0.18
1609795831.44121,1,0.23,0.26,140.06,0.17
1609795832.5425248,1,0.23,0.26,135.23,0.17
1609795833.5179381,1,0.21,0.26,134.18,0.17
1609795834.5069876,1,0.23,0.26,156.23,0.18
1609795835.6104887,1,0.23,0.26,141.65,0.18
1609795836.5876768,1,0.23,0.27,147.26,0.18
1609795837.5629508,1,0.23,0.26,164.8,0.19
1609795838.659272,1,0.23,0.26,127.71,0.17
1609795839.66165,1,0.23,0.26,159.53,0.19
1609795840.6470377,1,0.23,0.27,144.58,0.18
1609795841.7383618,1,0.23,0.24,132.13,0.17
1609795842.8295805,1,0.23,0.26,144.33,0.18
1609795843.8147285,1,0.23,0.26,154.58,0.18
1609795844.805122,1,0.23,0.26,156.32,0.18
1609795845.8037488,1,0.21,0.26,126.87,0.16
1609795846.7951348,1,0.23,0.26,150.19,0.18
1609795847.874468,1,0.23,0.26,150.19,0.18
1609795848.8988318,1,0.23,0.26,142.94,0.18
1609795849.9382045,1,0.23,0.26,144.33,0.18
1609795850.930582,1,0.23,0.26,148.63,0.18
1609795852.0259013,1,0.23,0.26,144.17,0.18
1609795853.0196435,1,0.23,0.26,148.54,0.18
1609795854.0257974,1,0.23,0.26,156.23,0.18
1609795854.9632123,1,0.23,0.26,144.33,0.18
1609795855.9575994,1,0.23,0.26,153.3,0.18
1609795856.9609752,1,0.23,0.26,153.21,0.18
1609795858.0363114,1,0.23,0.26,145.83,0.18
1609795859.0185304,1,0.23,0.26,161.17,0.19
1609795860.0090375,1,0.23,0.26,136.35,0.17
1609795861.104236,1,0.23,0.26,157.64,0.19
1609795862.1046782,1,0.23,0.26,142.78,0.18
1609795863.100065,1,0.23,0.26,144.33,0.18
1609795864.172396,1,0.23,0.26,148.8,0.18
1609795865.1641755,1,0.23,0.27,157.73,0.19
1609795866.0386443,1,0.23,0.26,166.05,0.19
1609795867.0060449,1,0.23,0.26,169.57,0.19
1609795868.1163561,1,0.23,0.27,141.65,0.18
1609795869.0937524,1,0.23,0.26,154.49,0.18
1609795870.0873678,1,0.23,0.26,148.54,0.18
1609795871.0692677,1,0.23,0.26,161.17,0.19
1609795872.0583947,1,0.22,0.24,147.21,0.18
1609795873.1608691,1,0.21,0.24,123.81,0.16
1609795874.1424444,1,0.23,0.26,144.33,0.18
1609795875.1293864,1,0.23,0.26,150.19,0.18
1609795876.2361712,1,0.23,0.26,127.56,0.17
1609795877.3033211,1,0.23,0.26,145.91,0.18
1609795878.2857099,1,0.23,0.26,147.26,0.18
1609795879.2840948,1,0.23,0.26,162.74,0.19
1609795880.3673537,1,0.23,0.27,133.82,0.17
1609795881.386724,1,0.23,0.26,140.14,0.18
1609795882.3591208,1,0.23,0.26,154.66,0.18
1609795883.4434493,1,0.23,0.26,131.2,0.17
1609795884.5429847,1,0.21,0.24,124.1,0.16
1609795885.5621493,1,0.21,0.24,137.55,0.17
1609795886.649476,1,0.23,0.26,150.1,0.18
1609795887.6368623,1,0.23,0.26,156.32,0.18
1609795888.7002013,1,0.23,0.26,136.2,0.17
1609795889.7925453,1,0.23,0.26,127.71,0.17
1609795890.788853,1,0.23,0.26,142.94,0.18
1609795891.8810074,1,0.23,0.26,140.06,0.17
1609795892.8641918,1,0.23,0.26,135.08,0.17
1609795893.9542596,1,0.21,0.24,120.67,0.16
1609795895.0575774,1,0.23,0.26,138.96,0.17
1609795896.172112,1,0.23,0.26,124.21,0.16
1609795897.2320943,1,0.23,0.26,133.89,0.17
1609795898.361642,1,0.23,0.26,125.26,0.17
1609795899.4159083,1,0.23,0.26,132.58,0.17
1609795900.4102974,1,0.23,0.26,154.49,0.18
1609795901.4002373,1,0.23,0.26,148.71,0.18
1609795902.3952525,1,0.23,0.26,156.05,0.18
1609795903.3546555,1,0.23,0.26,162.56,0.19
1609795904.3560283,1,0.21,0.26,136.71,0.17
1609795905.4648783,1,0.23,0.26,148.46,0.18
1609795906.4172597,1,0.23,0.26,156.32,0.18
1609795907.434628,1,0.23,0.26,149.93,0.18
1609795908.401032,1,0.23,0.26,162.56,0.19
1609795909.368698,1,0.23,0.26,151.43,0.18
1609795910.3797998,1,0.23,0.26,156.32,0.18
1609795911.3629248,1,0.23,0.23,156.05,0.18
1609795912.343851,1,0.23,0.26,151.6,0.18
1609795913.4377782,1,0.23,0.26,153.38,0.18
1609795914.312332,1,0.23,0.26,176.84,0.2
1609795915.3063116,1,0.23,0.26,173.1,0.19
1609795916.1932125,1,0.23,0.26,171.37,0.19
1609795917.170497,1,0.23,0.26,162.83,0.19
1609795918.1511815,1,0.21,0.24,151.58,0.18
1609795919.1325731,1,0.23,0.26,157.73,0.19
1609795920.133955,1,0.23,0.26,166.15,0.19
1609795921.0124097,1,0.23,0.26,167.7,0.19
1609795922.01479,1,0.23,0.26,154.66,0.18
1609795923.0951183,1,0.23,0.26,148.46,0.18
1609795924.0695114,1,0.23,0.26,144.17,0.18
1609795925.0762851,1,0.23,0.26,157.73,0.19
1609795926.0620506,1,0.23,0.26,150.02,0.18
1609795927.0350282,1,0.23,0.26,167.7,0.19
1609795928.0380545,1,0.23,0.26,142.86,0.18
1609795929.0282264,1,0.23,0.26,167.89,0.19
1609795929.8911605,1,0.23,0.26,185.01,0.2
1609795930.8725553,1,0.23,0.26,171.76,0.19
1609795931.8619397,1,0.23,0.26,159.71,0.19
1609795932.8613217,1,0.23,0.26,161.17,0.19
1609795933.8317237,1,0.23,0.26,151.69,0.18
1609795934.7951293,1,0.23,0.26,156.5,0.19
1609795935.779517,1,0.23,0.26,157.82,0.19
1609795936.8681571,1,0.23,0.26,156.14,0.18
1609795937.7716439,1,0.23,0.26,151.6,0.18
1609795938.7280455,1,0.23,0.26,164.34,0.19
1609795939.740423,1,0.23,0.26,151.43,0.18
1609795940.8267465,1,0.23,0.26,150.1,0.18
1609795941.8111372,1,0.23,0.26,160.89,0.19
1609795942.698588,1,0.23,0.26,177.34,0.2
1609795943.6789813,1,0.23,0.26,165.96,0.19
1609795944.6803558,1,0.23,0.26,162.83,0.19
1609795945.5443468,1,0.23,0.26,176.94,0.2
1609795946.5267384,1,0.23,0.26,160.89,0.19
1609795947.527495,1,0.23,0.26,156.14,0.18
1609795948.5128818,1,0.23,0.26,173.19,0.19
1609795949.474283,1,0.23,0.26,173.29,0.19
1609795950.3557363,1,0.22,0.24,154.96,0.18
1609795951.356117,1,0.23,0.24,178.96,0.2
1609795952.2165837,1,0.23,0.26,176.84,0.2
1609795953.2069738,1,0.21,0.24,170.34,0.19
1609795954.076431,1,0.23,0.26,169.95,0.19
1609795955.053823,1,0.21,0.24,166.82,0.19
1609795955.96326,1,0.23,0.26,169.47,0.19
1609795957.0365965,1,0.23,0.26,151.86,0.18
1609795958.0343974,1,0.23,0.26,158.09,0.19
1609795958.9881866,1,0.21,0.24,152.57,0.18
1609795959.984092,1,0.21,0.24,141.98,0.17
1609795960.993169,1,0.23,0.26,173.29,0.19
1609795961.8711894,1,0.23,0.26,154.49,0.18
1609795962.9470797,1,0.23,0.26,161.07,0.19
1609795963.9328814,1,0.23,0.26,161.17,0.19
1609795964.6901004,1,0.23,0.27,202.64,0.21
1609795965.66768,1,0.21,0.24,178.59,0.19
1609795966.5491345,1,0.23,0.26,191.16,0.2
1609795967.434585,1,0.23,0.26,186.85,0.2
1609795968.4322772,1,0.23,0.26,167.7,0.19
1609795969.4031768,1,0.23,0.26,152.95,0.18
1609795970.3951015,1,0.23,0.26,152.95,0.18
1609795971.3809056,1,0.23,0.26,161.07,0.19
1609795972.3727114,1,0.23,0.26,165.96,0.19
1609795973.3605144,1,0.21,0.24,130.56,0.16
1609795974.4246893,1,0.23,0.26,136.28,0.17
1609795975.412557,1,0.23,0.26,153.03,0.18
1609795976.5215495,1,0.23,0.26,135.08,0.17
1609795977.6318884,1,0.23,0.26,134.92,0.17
1609795978.5842953,1,0.23,0.26,138.81,0.17
1609795979.789549,1,0.23,0.26,118.73,0.16
1609795980.78793,1,0.23,0.26,133.59,0.17
1609795981.9976234,1,0.23,0.26,122.07,0.16
1609795983.0644362,1,0.23,0.26,126.62,0.17
1609795984.0599155,1,0.23,0.26,145.66,0.18
1609795985.039917,1,0.21,0.26,174.5,0.19
1609795986.0295773,1,0.23,0.24,136.2,0.17
1609795987.1272907,1,0.23,0.26,127.71,0.17
1609795988.2203555,1,0.21,0.24,141.72,0.17
1609795989.2185256,1,0.23,0.26,128.95,0.17
1609795990.2895625,1,0.23,0.26,140.14,0.18
1609795991.3289156,1,0.23,0.26,167.89,0.19
1609795992.1843817,1,0.21,0.24,174.08,0.19
1609795993.0618384,1,0.21,0.24,176.05,0.19
1609795994.0414102,1,0.23,0.26,159.44,0.19
1609795995.0827663,1,0.23,0.26,153.21,0.18
1609795996.0681534,1,0.23,0.26,171.66,0.19
1609795997.0255606,1,0.23,0.26,162.65,0.19
1609795997.934438,1,0.23,0.26,156.32,0.18
1609795999.003295,1,0.23,0.26,154.66,0.18
1609795999.8745847,1,0.23,0.26,173.29,0.19
1609796000.8705149,1,0.23,0.26,171.56,0.19
1609796001.8645737,1,0.23,0.26,169.66,0.19
1609796002.7220411,1,0.23,0.26,204.41,0.21
1609796003.595504,1,0.23,0.26,185.12,0.2
1609796004.4889467,1,0.21,0.24,186.31,0.2
1609796005.3354187,1,0.23,0.26,179.06,0.2
1609796006.3308046,1,0.23,0.26,155.1,0.18
1609796007.3181925,1,0.23,0.26,159.62,0.19
1609796008.31957,1,0.23,0.26,153.12,0.18
1609796009.4018984,1,0.23,0.26,159.44,0.19
1609796010.3732977,1,0.23,0.24,137.34,0.17
1609796011.4836078,1,0.23,0.26,136.2,0.17
1609796012.5559807,1,0.23,0.26,138.81,0.17
1609796013.5539172,1,0.21,0.24,138.73,0.17
1609796014.5489087,1,0.23,0.27,153.21,0.18
1609796015.6468718,1,0.23,0.26,137.57,0.17
1609796016.6431224,1,0.23,0.26,151.6,0.18
1609796017.6035917,1,0.23,0.26,144.17,0.18
1609796018.6115274,1,0.23,0.26,154.58,0.18
1609796019.7127464,1,0.23,0.26,143.02,0.18
1609796020.7004719,1,0.23,0.26,151.69,0.18
1609796021.6917806,1,0.23,0.26,161.35,0.19
1609796022.692992,1,0.23,0.26,137.65,0.17
1609796023.8031752,1,0.23,0.26,136.35,0.17
1609796024.8495917,1,0.23,0.26,125.55,0.17
1609796025.9559062,1,0.21,0.24,120.45,0.16
1609796026.9561715,1,0.23,0.26,141.57,0.18
1609796028.0619977,1,0.23,0.27,137.57,0.17
1609796029.0609722,1,0.23,0.26,154.66,0.18
1609796030.1255069,1,0.23,0.26,145.66,0.18
1609796031.1295645,1,0.23,0.26,144.25,0.18
1609796032.0160165,1,0.23,0.26,171.46,0.19
1609796033.016395,1,0.21,0.24,140.01,0.17
1609796034.1012743,1,0.23,0.26,142.94,0.18
1609796035.1770036,1,0.23,0.26,132.5,0.17
1609796036.1772397,1,0.23,0.26,139.2,0.17
1609796037.2468817,1,0.23,0.26,140.3,0.18
1609796038.3541467,1,0.21,0.26,125.62,0.16
