t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1568064183.190956,0,0,0.62,292.68
1568064184.1711507,0,0,0.62,292.68
1568064185.1627095,1,0,0.62,6.28
1568064186.199677,1,0,0.62,250.0
1568064187.1664267,1,0,0.62,46.15
1568064188.200297,2,0,0.62,109.09
1568064189.1689334,1,0,0.62,260.87
1568064190.1707623,3,0,0.62,203.39
1568064191.2229302,2,0,0.62,250.0
1568064192.141905,2,0,0.62,266.67
1568064193.2005863,1,0,0.62,113.21
1568064194.1798248,1,0,0.62,214.29
1568064195.2438297,0,0,0.62,214.29
1568064196.2342303,1,0,0.62,47.81
1568064197.2133875,1,0,0.62,37.27
1568064198.2898622,0,1,0.62,37.27
1568064199.2590585,0,0,0.62,37.27
1568064200.2283971,2,0,0.62,210.53
1568064201.2648695,1,1,0.62,75.95
1568064202.256445,0,1,0.62,75.95
1568064203.266081,2,1,0.62,85.71
1568064204.266944,1,1,0.62,181.82
1568064205.2571425,1,1,0.62,33.9
1568064206.2450266,1,1,0.62,86.96
1568064207.2435572,1,1,0.62,160.0
1568064208.3323054,2,1,0.62,95.24
1568064209.2975829,1,1,0.62,83.33
1568064210.2544725,2,2,0.62,93.75
1568064211.3234866,1,1,0.62,86.33
1568064212.2837064,2,1,0.62,93.75
1568064213.2616599,1,1,0.62,91.6
1568064214.3490772,3,1,0.62,255.32
1568064215.3518116,1,1,0.62,150.0
1568064216.31175,2,1,0.62,93.75
1568064217.2716148,1,1,0.62,164.38
1568064218.3627315,2,1,0.62,96.0
1568064219.3312275,2,1,0.62,96.77
1568064220.2932823,1,1,0.62,118.81
1568064221.375058,0,1,0.62,118.81
1568064222.3916068,2,2,0.62,98.36
1568064223.369312,1,1,0.62,100.0
1568064224.3503578,2,1,0.62,109.09
1568064225.3097055,2,1,0.62,99.17
1568064226.378339,1,1,0.62,99.17
1568064227.3394935,2,1,0.62,131.87
1568064228.415315,2,1,0.62,97.56
1568064229.426034,1,1,0.62,98.36
1568064230.3979323,2,1,0.62,127.66
1568064231.3836446,1,1,0.62,111.11
1568064232.3828335,2,1,0.62,102.56
1568064233.3585925,2,1,0.62,102.56
1568064234.4360294,2,1,0.62,104.35
1568064235.4039042,1,1,0.63,104.35
1568064236.416046,2,1,0.62,103.45
1568064237.3831503,2,1,0.62,103.45
1568064238.4622014,2,1,0.62,102.56
1568064239.449565,1,2,0.62,101.69
1568064240.4318144,0,1,0.62,101.69
1568064241.4166539,2,1,0.62,103.45
1568064242.5000148,1,1,0.62,104.35
1568064243.414466,2,1,0.62,104.35
1568064244.4954996,2,1,0.62,109.09
1568064245.4763868,2,1,0.62,114.29
1568064246.4576268,2,1,0.62,110.09
1568064247.4405806,1,1,0.62,108.11
1568064248.5321636,2,1,0.62,108.11
1568064249.5018234,2,1,0.62,110.09
1568064250.5339952,2,1,0.62,110.09
1568064251.511248,2,1,0.62,109.09
1568064252.4941924,2,1,0.62,109.09
1568064253.4796767,1,1,0.62,260.87
1568064254.5732732,3,1,0.62,260.87
1568064255.5518408,0,1,0.62,260.87
1568064256.5325942,1,1,0.62,36.7
1568064257.5862525,0,1,0.62,36.7
1568064258.5721676,1,1,0.62,40.68
1568064259.5619268,0,1,0.62,40.68
1568064260.5502224,1,1,0.62,43.64
1568064261.5392177,1,1,0.62,35.61
1568064262.5225801,2,1,0.62,112.15
1568064263.5126405,2,1,0.62,134.83
1568064264.5635014,4,1,0.62,230.77
1568064265.5525227,2,1,0.62,112.15
1568064266.6182916,1,1,0.62,113.21
1568064267.5824678,3,1,0.62,279.07
1568064268.5443835,2,1,0.62,114.29
1568064269.6172535,2,1,0.62,110.09
1568064270.5897725,2,1,0.62,111.11
1568064271.6165578,2,1,0.62,109.09
1568064272.5758405,2,1,0.62,110.09
1568064273.650861,2,1,0.62,111.11
1568064274.6177876,2,1,0.62,244.9
1568064275.5930183,2,1,0.62,113.21
1568064276.5691557,2,0,0.62,112.15
1568064277.664212,2,1,0.62,112.15
1568064278.602594,2,1,0.62,110.09
1568064279.5933354,2,1,0.62,111.11
1568064280.689188,2,1,0.62,123.71
1568064281.682974,2,1,0.62,112.15
1568064282.670111,1,1,0.62,157.89
1568064283.6459162,0,0,0.62,157.89
1568064284.6240318,0,0,0.67,157.89
1568064285.6780126,0,0,0.76,157.89
1568064286.660763,2,0,0.87,134.83
1568064287.639726,2,1,0.99,146.34
1568064288.7275882,2,0,0.99,285.71
1568064289.6985059,1,1,0.99,51.06
1568064290.6878214,1,1,0.99,148.15
1568064291.6795797,1,1,0.99,36.14
1568064292.6666481,2,1,0.99,125.0
1568064293.761152,0,1,0.99,125.0
1568064294.6528842,2,1,0.98,105.26
1568064295.7682972,1,1,0.99,53.33
1568064296.74603,2,0,0.99,136.36
1568064297.7296765,0,2,0.99,136.36
1568064298.7102337,0,2,0.99,136.36
1568064299.7003767,0,2,0.99,136.36
1568064300.775934,2,1,0.99,107.14
1568064301.7783532,1,2,0.99,55.3
1568064302.7679431,1,2,0.99,110.09
1568064303.761102,1,2,0.99,112.15
1568064304.7595067,2,2,0.99,113.21
1568064305.7532651,2,2,0.98,116.5
1568064306.7564635,1,2,0.99,68.57
1568064307.7294104,1,1,0.98,59.7
1568064308.8352184,2,2,0.99,121.21
1568064309.826005,1,2,0.99,60.91
1568064310.8135176,2,1,0.99,122.45
1568064311.8076434,2,2,0.99,123.71
1568064312.7894258,1,2,0.99,125.0
1568064313.779381,1,1,0.99,31.33
1568064314.8518982,1,2,0.99,126.32
1568064315.8425188,2,2,0.99,127.66
1568064316.8352952,2,1,0.98,129.03
1568064317.8180668,1,2,0.99,125.0
1568064318.8149433,2,2,0.99,129.03
1568064319.8172147,2,2,0.99,151.9
1568064320.8200605,2,1,0.99,129.03
1568064321.8225474,2,2,0.99,130.43
1568064322.8000476,2,2,0.99,130.43
1568064323.802748,2,2,0.99,130.43
1568064324.805768,2,1,0.99,130.43
1568064325.8082087,2,2,0.99,131.87
1568064326.9237618,3,0,0.99,130.43
1568064327.913656,1,0,0.99,130.43
1568064328.8978093,1,0,0.99,43.32
1568064329.8663588,2,0,0.99,129.03
1568064330.8594599,2,0,0.99,129.03
1568064331.8614695,2,0,0.99,127.66
1568064332.8492773,3,0,0.99,129.03
1568064333.958502,2,0,0.99,127.66
1568064334.948948,2,0,0.99,126.32
1568064335.9409633,2,0,0.99,126.32
1568064336.9001365,2,0,0.98,126.32
1568064337.8914025,1,0,0.99,63.83
1568064338.895323,2,0,0.99,127.66
1568064339.8984315,3,0,0.99,127.66
1568064340.9025457,2,0,0.98,125.0
1568064341.905073,2,0,0.99,126.32
1568064342.9086373,2,0,0.99,123.71
1568064343.9110146,2,0,0.99,122.45
1568064344.998437,2,0,0.99,122.45
1568064345.97445,2,0,0.99,120.0
1568064346.9723904,2,0,0.99,117.65
1568064347.9753263,2,0,0.99,117.65
1568064348.9826515,2,0,0.99,116.5
1568064349.9862576,2,0,0.98,114.29
1568064350.9890704,1,0,0.98,115.38
1568064351.9744503,0,1,0.99,115.38
1568064352.9674947,0,1,0.99,115.38
1568064353.9702775,0,2,0.98,115.38
1568064354.9730382,0,1,0.99,115.38
1568064355.9805202,2,1,0.99,108.11
1568064357.0028958,1,1,0.98,103.45
1568064358.0090234,0,1,0.98,103.45
1568064359.0286975,1,1,0.99,26.09
1568064360.0479481,1,2,0.99,45.45
1568064361.058906,1,1,0.99,160.0
1568064362.0649502,0,1,0.98,160.0
1568064363.0683365,2,1,0.99,108.11
1568064364.0841029,0,2,0.99,108.11
1568064365.089122,1,1,0.98,36.25
1568064366.093693,0,1,0.99,36.25
1568064367.0965168,2,1,0.99,110.09
1568064368.1055408,1,2,0.99,106.19
1568064369.1218596,1,1,0.99,47.62
1568064370.1386344,1,1,0.99,69.77
1568064371.1445007,0,1,0.99,69.77
1568064372.1466615,0,1,0.99,69.77
1568064373.1502302,1,1,0.99,22.73
1568064374.1359224,3,1,0.99,162.16
