t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1551631443.8991058,1,0,0.35,42.86
1551631444.8801405,2,0,0.35,255.32
1551631445.8931782,2,0,0.35,77.92
1551631446.9452403,0,0,0.35,77.92
1551631447.994266,2,0,0.35,240.0
1551631448.922318,1,0,0.35,240.0
1551631449.9543724,0,0,0.33,240.0
1551631450.9274278,0,0,0.27,240.0
1551631451.9824886,0,0,0.2,240.0
1551631452.9145384,0,0,0.14,240.0
1551631454.0205998,0,0,0.11,240.0
1551631455.0056908,0,0,0.12,240.0
1551631456.0277116,0,0,0.12,240.0
1551631457.057781,0,0,0.11,240.0
1551631457.9658751,0,0,0.12,240.0
1551631459.024933,0,0,0.19,240.0
1551631459.9929333,0,0,0.2,240.0
1551631461.0719943,0,0,0.2,240.0
1551631462.0141168,2,0,0.18,129.03
1551631463.092156,1,0,0.18,300.0
1551631464.0361955,0,0,0.17,300.0
1551631465.0282528,0,0,0.18,300.0
1551631466.081274,0,0,0.18,300.0
1551631467.0043635,0,0,0.18,300.0
1551631468.0693855,0,0,0.16,300.0
1551631469.0424426,0,0,0.18,300.0
1551631470.0754976,0,0,0.19,300.0
1551631471.1066074,1,0,0.18,300.0
1551631472.0186417,0,0,0.18,300.0
1551631473.049663,0,0,0.18,300.0
1551631474.0747209,0,0,0.16,300.0
1551631475.1267796,0,0,0.18,300.0
1551631476.0538316,0,0,0.18,300.0
1551631477.0849297,0,0,0.18,300.0
1551631478.1380017,0,0,0.18,300.0
1551631479.1270783,0,0,0.18,300.0
