t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1551631484.1039352,0,0,0.18,240.0
1551631485.3128471,0,0,0.18,240.0
1551631486.1253037,0,0,0.18,240.0
1551631487.1451244,0,0,0.18,240.0
1551631488.0974662,0,0,0.18,240.0
1551631489.0974476,2,0,0.18,151.9
1551631490.1287055,0,0,0.12,151.9
1551631491.1755748,0,0,0.12,151.9
1551631492.2068293,0,0,0.13,151.9
1551631493.128707,0,0,0.21,151.9
1551631494.1610327,0,0,0.3,151.9
1551631495.1453974,0,0,0.39,151.9
1551631496.1766481,1,0,0.48,279.07
1551631497.1922746,0,0,0.54,279.07
1551631498.17665,0,0,0.55,279.07
1551631499.2078652,0,0,0.64,279.07
1551631500.176653,0,0,0.7,279.07
1551631501.2235315,0,0,0.79,279.07
1551631502.1766245,0,0,0.91,279.07
1551631503.1922803,1,0,0.96,164.38
1551631504.23916,0,0,0.99,164.38
1551631505.270402,0,0,0.99,164.38
1551631506.2860303,0,0,0.97,164.38
1551631507.207925,0,0,0.84,164.38
1551631508.207909,0,0,0.83,164.38
1551631509.2547848,0,0,0.83,164.38
1551631510.2391565,0,0,0.83,164.38
1551631511.2391605,0,0,0.83,164.38
1551631512.2548015,0,0,0.83,164.38
1551631513.239161,0,0,0.83,164.38
1551631514.2547915,0,0,0.83,164.38
1551631515.239164,0,0,0.83,164.38
1551631516.254787,0,0,0.83,164.38
1551631517.2860239,0,0,0.83,164.38
1551631518.2704144,0,0,0.83,164.38
1551631519.25479,0,0,0.83,164.38
1551631520.270415,0,0,0.83,164.38
1551631521.301632,0,0,0.78,164.38
1551631522.3172932,1,0,0.69,255.32
1551631523.3485467,0,0,0.63,255.32
1551631524.286044,0,0,0.58,255.32
1551631525.3016303,0,0,0.51,255.32
1551631526.3329237,0,0,0.44,255.32
1551631527.3485463,0,0,0.42,255.32
1551631528.3016703,0,0,0.4,255.32
1551631529.3172963,0,0,0.33,255.32
1551631530.3329217,0,0,0.3,255.32
1551631531.3641722,1,0,0.3,300.0
1551631532.3797965,0,0,0.3,300.0
1551631533.411052,0,0,0.28,300.0
1551631534.3953855,0,0,0.3,300.0
1551631535.4110134,0,0,0.3,300.0
1551631536.426681,0,0,0.3,300.0
1551631537.4110513,1,0,0.3,118.81
1551631538.3485508,0,0,0.29,118.81
1551631539.3641386,2,0,0.3,136.36
1551631540.3798025,0,0,0.3,136.36
1551631541.3641782,1,0,0.3,56.07
1551631542.4052136,0,0,0.29,56.07
1551631543.453308,0,0,0.3,56.07
1551631544.4893296,1,0,0.3,244.9
1551631545.4044166,1,0,0.3,100.0
1551631546.4454386,1,0,0.3,190.48
1551631547.4645338,1,0,0.3,84.51
1551631548.4645514,2,0,0.3,125.0
1551631549.474643,0,0,0.3,125.0
1551631550.5087197,0,0,0.27,125.0
1551631551.4217522,1,0,0.26,179.1
1551631552.482826,1,0,0.3,160.0
1551631553.5078695,1,0,0.3,150.0
1551631554.4359245,1,0,0.27,300.0
1551631555.496945,0,0,0.3,300.0
1551631556.522038,2,0,0.3,83.33
1551631557.586061,0,0,0.29,83.33
1551631558.4461489,1,0,0.32,184.62
