t,hb,pedal,resistance,hb_bpm
1551321226.1042435,3,1,0.22,146.34
1551321227.1019394,1,1,0.21,146.34
1551321228.0863192,1,1,0.22,36.81
1551321229.1795874,3,1,0.22,144.58
1551321230.0823138,2,1,0.21,144.58
1551321231.1460578,4,1,0.2,285.71
1551321232.1202648,3,1,0.21,157.89
1551321233.1259346,3,1,0.22,146.34
1551321234.1101005,2,1,0.22,148.15
1551321235.1991627,4,1,0.21,272.73
1551321236.1709878,3,1,0.22,266.67
1551321237.1633048,3,1,0.22,148.15
1551321238.2904239,2,0,0.21,150.0
1551321239.1432357,3,1,0.21,150.0
1551321240.2286026,2,1,0.22,150.0
1551321241.2090085,3,1,0.21,148.15
1551321242.1588979,1,0,0.22,146.34
1551321243.2217383,1,1,0.22,36.92
1551321244.1549983,2,1,0.22,148.15
1551321245.2037141,2,1,0.22,146.34
1551321246.1644611,2,1,0.22,148.15
1551321247.2136118,3,1,0.21,148.15
1551321248.2091928,2,1,0.22,148.15
1551321249.1973252,3,1,0.22,148.15
1551321250.276821,2,1,0.22,150.0
1551321251.2756677,3,1,0.21,146.34
1551321252.2568362,2,1,0.22,148.15
1551321253.2930195,3,1,0.22,150.0
1551321254.2251015,2,1,0.21,148.15
1551321255.2107642,1,1,0.21,150.0
1551321256.3110127,0,1,0.21,150.0
1551321257.2103953,3,1,0.22,150.0
1551321258.308737,1,1,0.21,150.0
1551321259.3436697,0,1,0.19,150.0
1551321260.3015234,2,1,0.22,151.9
1551321261.2901063,5,1,0.21,279.07
1551321262.3217874,2,1,0.22,151.9
1551321263.3391626,1,1,0.21,50.42
1551321264.351008,1,1,0.21,75.47
1551321265.3411405,0,1,0.22,75.47
1551321266.2797675,2,1,0.21,148.15
1551321267.3807266,3,1,0.21,151.9
1551321268.2759266,3,1,0.22,292.68
1551321269.3922186,3,1,0.22,153.85
1551321270.368182,4,1,0.21,292.68
1551321271.3220236,4,1,0.22,153.85
1551321272.2886007,0,1,0.22,153.85
1551321273.3143625,2,1,0.21,157.89
1551321274.3812492,0,1,0.22,157.89
1551321275.3274095,0,2,0.22,157.89
1551321276.3429348,1,1,0.21,17.86
1551321277.4078178,10,1,0.22,155.84
1551321278.3338704,3,1,0.22,157.89
1551321279.3911204,2,1,0.22,162.16
1551321280.3544724,3,1,0.22,157.89
1551321281.3532293,3,1,0.22,157.89
1551321282.4456623,2,1,0.22,160.0
1551321283.4462838,3,1,0.22,160.0
1551321284.4134183,1,1,0.22,162.16
1551321285.4339142,1,1,0.21,53.1
1551321286.3728695,2,1,0.22,160.0
1551321287.4653273,3,1,0.22,155.84
1551321288.3979487,3,1,0.22,155.84
1551321289.4471576,3,0,0.21,155.84
1551321290.4486394,3,1,0.21,151.9
1551321291.4092717,2,1,0.21,153.85
1551321292.3970017,3,1,0.22,153.85
1551321293.3969946,1,1,0.22,155.84
1551321294.4708254,3,1,0.22,155.84
1551321295.455206,3,1,0.22,155.84
1551321296.439595,5,1,0.22,150.0
1551321297.433224,4,1,0.22,300.0
1551321298.4260144,2,1,0.22,151.9
1551321299.4260159,3,1,0.2,151.9
1551321300.4968972,2,1,0.21,153.85
1551321301.5025122,3,1,0.22,285.71
1551321302.471275,1,1,0.22,38.34
1551321303.455673,2,1,0.21,153.85
1551321304.549393,3,1,0.21,151.9
1551321305.533792,2,1,0.21,155.84
1551321306.5181658,3,1,0.21,151.9
1551321307.5065613,18,1,0.22,155.84
1551321308.4909203,3,1,0.21,151.9
1551321309.475297,3,1,0.22,230.77
1551321310.5698073,2,1,0.22,157.89
1551321311.5205147,1,1,0.21,77.92
1551321312.553463,5,1,0.21,155.84
1551321313.5254464,2,1,0.21,157.89
1551321314.607416,2,1,0.21,157.89
1551321315.5928488,4,1,0.21,193.55
1551321316.6019337,1,1,0.2,193.55
1551321317.5687037,0,1,0.21,193.55
1551321318.553646,2,1,0.22,153.85
1551321319.5389426,3,0,0.21,151.9
1551321320.6327112,3,1,0.21,155.84
1551321321.5890868,18,1,0.21,155.84
1551321322.5903695,3,1,0.21,153.85
1551321323.5832403,2,1,0.21,155.84
1551321324.6216223,3,1,0.22,155.84
1551321325.5556252,11,1,0.21,155.84
1551321326.5598133,3,2,0.22,196.72
1551321327.5698617,3,1,0.21,157.89
1551321328.614725,2,1,0.22,157.89
1551321329.6199172,4,1,0.22,272.73
1551321330.587552,4,1,0.21,160.0
1551321331.603173,3,1,0.21,157.89
1551321332.6656654,5,1,0.21,157.89
1551321333.6656625,3,1,0.22,162.16
1551321334.6343799,3,1,0.21,164.38
1551321335.6349068,2,1,0.22,160.0
1551321336.6504977,3,1,0.22,157.89
1551321337.6700823,6,1,0.22,160.0
1551321338.669125,2,1,0.21,157.89
1551321339.6847858,5,1,0.21,272.73
1551321340.635778,3,1,0.22,160.0
1551321341.6569767,2,1,0.22,157.89
1551321342.719477,1,1,0.21,162.16
1551321343.735139,3,1,0.21,162.16
1551321344.6606157,2,1,0.22,160.0
1551321345.7237413,3,0,0.21,162.16
1551321346.659849,3,1,0.22,160.0
1551321347.7027378,2,1,0.22,162.16
1551321348.7318606,3,1,0.22,162.16
1551321349.6973355,3,1,0.22,160.0
1551321350.7129982,3,1,0.22,160.0
1551321351.797049,3,1,0.21,162.16
1551321352.8090496,4,1,0.22,160.0
1551321353.7609909,1,1,0.22,157.89
1551321354.691118,3,1,0.22,160.0
1551321355.7579398,1,1,0.22,52.63
1551321356.8039875,1,1,0.21,160.0
1551321357.7769396,3,1,0.21,160.0
1551321358.8076754,5,1,0.21,279.07
1551321359.7382698,1,1,0.21,160.0
1551321360.779996,3,1,0.22,160.0
1551321361.8112097,3,1,0.22,157.89
1551321362.7955868,10,1,0.22,160.0
1551321363.8456445,3,1,0.21,160.0
1551321364.7675223,1,1,0.21,155.84
1551321365.8143961,1,1,0.22,39.87
1551321366.8300185,3,2,0.22,196.72
1551321367.7865653,1,1,0.21,39.74
1551321368.8021913,2,1,0.21,160.0
1551321369.864529,5,1,0.21,200.0
1551321370.802764,3,1,0.22,162.16
1551321371.8625743,1,1,0.21,79.47
1551321372.8349712,3,1,0.22,164.38
1551321373.8349729,3,1,0.21,162.16
1551321374.8882546,4,1,0.22,266.67
1551321375.881165,4,1,0.22,160.0
1551321376.8840263,3,1,0.21,162.16
1551321377.884024,3,1,0.21,162.16
1551321378.8371363,2,1,0.22,162.16
1551321379.9308882,3,0,0.22,162.16
1551321380.9027698,3,1,0.21,157.89
1551321381.887147,2,1,0.21,162.16
1551321382.8715274,3,1,0.21,157.89
1551321383.855934,3,1,0.22,157.89
1551321384.9496555,1,1,0.21,157.89
1551321385.936079,3,1,0.22,157.89
1551321386.9360738,4,1,0.21,300.0
1551321387.904821,3,1,0.21,153.85
1551321388.8891869,3,1,0.22,155.84
1551321389.9855478,4,1,0.21,153.85
1551321390.9637125,4,1,0.21,171.43
1551321391.9545443,3,1,0.22,151.9
1551321392.9389248,4,1,0.21,210.53
1551321393.9258258,3,1,0.22,151.9
1551321394.910203,2,1,0.22,153.85
1551321396.0038226,3,1,0.21,153.85
1551321396.9881968,2,1,0.22,153.85
1551321397.9725726,2,1,0.22,153.85
1551321398.95695,2,1,0.21,151.9
1551321399.9444802,5,1,0.21,203.39
1551321401.038239,3,1,0.21,155.84
1551321402.0226107,2,1,0.22,151.9
1551321403.0069892,3,1,0.21,157.89
1551321403.9913952,2,1,0.21,153.85
1551321404.9757411,2,1,0.21,75.95
1551321405.962993,3,1,0.21,151.9
1551321407.0567448,2,1,0.22,151.9
1551321408.0411243,3,1,0.22,151.9
1551321409.0255022,2,1,0.22,153.85
1551321410.0098548,3,1,0.21,155.84
1551321410.99425,2,1,0.21,155.84
1551321412.0757143,3,0,0.21,155.84
1551321413.0601108,3,1,0.22,153.85
1551321414.044492,2,1,0.22,153.85
1551321415.0288625,3,1,0.21,151.9
1551321416.01324,2,1,0.22,153.85
1551321417.1069937,4,1,0.22,300.0
1551321418.0952005,3,1,0.21,150.0
1551321419.084765,1,1,0.21,150.0
1551321420.0865774,2,1,0.22,148.15
1551321421.0470998,3,1,0.22,144.58
1551321422.0626907,0,1,0.22,144.58
1551321423.1252136,2,1,0.21,150.0
1551321424.1133597,2,1,0.21,148.15
1551321425.0966663,3,1,0.22,148.15
1551321426.0873828,2,1,0.21,148.15
1551321427.071759,3,1,0.21,146.34
1551321428.162875,2,0,0.22,150.0
1551321429.1360745,2,1,0.22,146.34
1551321430.1349037,1,1,0.21,73.62
1551321431.119252,3,1,0.22,148.15
1551321432.1036265,2,1,0.21,148.15
1551321433.1862042,3,1,0.22,148.15
1551321434.170587,2,1,0.22,150.0
1551321435.1516535,3,1,0.21,148.15
1551321436.1562388,2,1,0.21,148.15
1551321437.124978,5,1,0.21,74.07
1551321438.218724,2,1,0.22,146.34
1551321439.2031057,4,1,0.22,148.15
1551321440.1874602,2,1,0.21,148.15
1551321441.1718597,3,1,0.21,155.84
1551321442.1598396,3,1,0.22,153.85
1551321443.1442373,13,1,0.21,300.0
1551321444.2379732,7,1,0.21,300.0
1551321445.2223437,3,1,0.22,151.9
1551321446.2067254,3,1,0.22,150.0
1551321447.1896372,2,0,0.22,150.0
1551321448.178365,3,1,0.21,153.85
1551321449.2721448,2,1,0.21,148.15
1551321450.256496,3,1,0.22,150.0
1551321451.2415447,2,1,0.21,151.9
1551321452.2259147,3,1,0.22,150.0
1551321453.2102861,2,1,0.21,150.0
1551321454.3040369,3,1,0.22,150.0
1551321455.291427,2,1,0.22,151.9
1551321456.2757795,3,1,0.22,150.0
1551321457.2914445,2,1,0.22,148.15
1551321458.2445326,3,1,0.22,150.0
1551321459.2601938,2,0,0.21,148.15
1551321460.3226602,3,1,0.21,148.15
1551321461.2940397,2,1,0.22,150.0
1551321462.2784188,3,1,0.22,150.0
1551321463.2627916,2,1,0.22,150.0
1551321464.3565404,3,1,0.21,151.9
1551321465.3399992,2,1,0.21,153.85
1551321466.3303208,3,1,0.21,151.9
1551321467.3142653,3,1,0.21,151.9
1551321468.2978573,2,1,0.22,155.84
1551321469.2822297,3,1,0.21,151.9
1551321470.3810177,1,1,0.21,155.84
1551321471.3653731,5,1,0.22,292.68
1551321472.2872825,2,1,0.22,151.9
1551321473.3359168,3,1,0.21,151.9
1551321474.3515775,3,1,0.22,151.9
1551321475.3047051,9,1,0.21,153.85
1551321476.3203282,3,1,0.21,153.85
1551321477.370346,2,1,0.21,155.84
1551321478.3547018,3,1,0.22,153.85
1551321479.3390763,2,1,0.21,153.85
1551321480.4328454,3,1,0.21,153.85
1551321481.4172235,3,1,0.22,157.89
1551321482.3390603,2,1,0.22,151.9
1551321483.3891642,3,1,0.21,153.85
1551321484.4203758,3,1,0.21,300.0
1551321485.3579147,3,1,0.21,153.85
1551321486.4532273,2,1,0.21,155.84
1551321487.4440506,3,1,0.21,155.84
1551321488.4230735,4,1,0.22,153.85
1551321489.401172,2,1,0.21,155.84
1551321490.4083223,3,1,0.21,157.89
1551321491.415392,3,0,0.21,155.84
1551321492.470241,3,1,0.21,292.68
1551321493.4624217,3,1,0.22,151.9
1551321494.4352527,2,1,0.22,153.85
1551321495.5411887,3,1,0.22,155.84
1551321496.4192164,2,1,0.21,155.84
1551321497.521382,3,1,0.22,157.89
1551321498.4870923,3,1,0.21,160.0
1551321499.4682796,3,1,0.21,176.47
1551321500.4682145,3,1,0.21,155.84
1551321501.4654462,3,0,0.21,157.89
1551321502.4875042,2,1,0.22,153.85
1551321503.4485588,3,1,0.21,153.85
1551321504.4696164,2,0,0.21,151.9
1551321505.458672,3,1,0.21,151.9
1551321506.5367348,2,1,0.21,153.85
1551321507.51279,3,1,0.21,150.0
1551321508.5728495,3,1,0.22,151.9
1551321509.5239043,2,1,0.22,151.9
1551321510.5289607,3,1,0.22,150.0
1551321511.5190177,2,1,0.2,153.85
1551321512.590079,3,1,0.21,150.0
1551321513.5731347,2,1,0.21,148.15
1551321514.5371895,3,1,0.22,150.0
1551321515.5902483,2,1,0.22,146.34
1551321516.6283073,3,1,0.21,148.15
1551321517.876392,2,1,0.21,146.34
1551321518.5324702,3,1,0.21,144.58
1551321519.6144776,2,1,0.22,148.15
1551321520.6965392,3,0,0.22,146.34
1551321521.532586,2,1,0.22,146.34
1551321522.5686455,2,1,0.21,146.34
1551321523.6387055,3,1,0.22,146.34
1551321524.6547632,2,1,0.21,146.34
1551321525.6628206,3,1,0.21,151.9
1551321526.557919,2,1,0.21,153.85
1551321527.6769354,3,1,0.22,153.85
1551321528.67005,3,1,0.21,173.91
1551321529.582043,0,1,0.21,173.91
1551321530.6401029,3,1,0.22,153.85
1551321531.6542144,3,1,0.22,155.84
1551321532.6462371,2,1,0.21,151.9
1551321533.6042717,8,1,0.22,151.9
1551321534.6883922,2,1,0.21,157.89
1551321535.6663895,3,1,0.21,151.9
1551321536.6354442,3,1,0.21,153.85
1551321537.7235062,5,1,0.22,190.48
1551321538.701561,3,0,0.22,153.85
1551321539.6636164,3,1,0.21,171.43
1551321540.6607122,3,1,0.22,155.84
1551321541.740754,2,1,0.21,153.85
1551321542.6968443,3,1,0.22,153.85
1551321543.6968846,2,1,0.21,153.85
1551321544.6859071,3,1,0.22,151.9
1551321545.7490172,2,1,0.21,151.9
1551321546.7130165,3,1,0.21,151.9
1551321547.6821074,3,1,0.21,153.85
1551321548.7621856,2,1,0.22,151.9
1551321549.745189,3,1,0.22,153.85
1551321550.7293062,1,1,0.21,153.85
1551321551.7133002,1,1,0.21,39.09
1551321552.722395,3,0,0.21,157.89
1551321553.7624166,2,1,0.22,157.89
1551321554.736511,3,1,0.22,160.0
1551321555.7345293,3,1,0.22,160.0
1551321556.736587,3,1,0.21,157.89
1551321557.7346427,4,1,0.22,157.89
1551321558.802756,3,1,0.21,157.89
1551321559.761794,4,1,0.21,157.89
1551321560.7438135,3,1,0.21,160.0
1551321561.7329009,3,1,0.22,157.89
1551321562.8119314,3,1,0.22,160.0
1551321563.783023,3,1,0.22,155.84
1551321564.7610419,2,1,0.21,160.0
1551321565.834149,3,1,0.21,157.89
1551321566.8102314,3,1,0.22,155.84
1551321567.8062148,2,1,0.22,155.84
1551321568.8852758,3,1,0.21,155.84
1551321570.1194022,3,0,0.22,157.89
1551321570.8584146,2,1,0.21,157.89
1551321571.8354995,3,1,0.21,157.89
1551321572.8045332,4,1,0.22,155.84
1551321573.8845603,2,1,0.21,157.89
1551321574.8566298,1,1,0.21,77.42
1551321575.8726735,0,1,0.22,77.42
1551321576.9207327,1,1,0.21,25.97
1551321577.8557858,3,1,0.22,157.89
1551321578.8348777,2,1,0.22,157.89
1551321579.833899,3,1,0.21,157.89
1551321580.8319547,2,1,0.22,160.0
1551321581.8850145,4,1,0.21,157.89
1551321582.8931239,4,1,0.21,155.84
1551321583.8671627,1,1,0.21,160.0
1551321584.9661896,3,1,0.21,155.84
1551321585.947284,2,1,0.21,78.43
1551321586.927301,2,2,0.21,155.84
1551321587.890356,3,1,0.21,155.84
1551321588.8854654,3,1,0.22,157.89
1551321589.8744683,2,1,0.22,162.16
1551321590.9585705,3,1,0.22,160.0
1551321591.9485872,3,1,0.22,160.0
1551321592.893697,2,1,0.22,160.0
1551321593.9997025,3,1,0.21,162.16
1551321594.9708154,3,1,0.21,157.89
1551321595.9878519,2,1,0.22,160.0
1551321596.974912,3,1,0.21,160.0
1551321598.0189307,3,1,0.21,157.89
1551321598.9819858,2,1,0.21,162.16
1551321600.0140452,3,1,0.21,157.89
1551321601.0301125,5,1,0.21,155.84
1551321602.0201583,2,1,0.22,157.89
1551321602.995214,5,1,0.21,157.89
1551321603.9702697,2,1,0.21,157.89
1551321604.9673266,3,1,0.21,155.84
1551321606.0623884,4,1,0.21,155.84
1551321607.0324433,3,1,0.22,157.89
1551321608.0204983,2,2,0.22,157.89
1551321608.9955912,8,1,0.21,45.11
1551321609.984611,9,1,0.22,300.0
1551321610.976668,3,1,0.21,160.0
1551321611.9877253,3,1,0.22,162.16
1551321613.0987885,4,1,0.22,162.16
1551321614.0758822,3,0,0.21,162.16
1551321615.0728998,5,1,0.21,200.0
1551321616.0720017,2,1,0.21,157.89
1551321617.0440276,5,1,0.21,176.47
1551321618.0340686,7,1,0.22,155.84
1551321619.0281622,1,1,0.21,155.84
1551321620.1331866,0,1,0.22,155.84
1551321621.1372447,3,1,0.21,160.0
1551321622.0323346,5,1,0.21,162.16
1551321623.1323938,9,1,0.21,162.16
1551321624.1404274,4,2,0.21,164.38
1551321625.1534727,4,1,0.21,160.0
1551321626.132564,3,1,0.21,162.16
1551321627.1375964,6,1,0.21,240.0
1551321628.138698,4,1,0.22,162.16
1551321629.1347694,4,1,0.22,102.56
1551321630.1087542,11,2,0.22,160.0
1551321631.08281,3,1,0.22,166.67
1551321632.173908,3,1,0.21,166.67
1551321633.1459837,14,2,0.21,240.0
1551321634.1139822,9,1,0.22,226.42
1551321635.1820426,6,2,0.21,166.67
1551321636.160098,2,1,0.21,169.01
1551321637.125191,7,1,0.22,255.32
1551321638.2012606,4,2,0.21,171.43
1551321639.17427,1,1,0.21,171.43
1551321640.136325,2,1,0.22,169.01
1551321641.2224264,3,1,0.21,171.43
1551321642.1334376,2,1,0.22,171.43
1551321643.216499,7,1,0.21,292.68
1551321644.1815538,3,2,0.22,171.43
1551321645.154609,2,1,0.22,85.71
1551321646.2386825,4,1,0.21,255.32
1551321647.204763,3,1,0.22,171.43
1551321648.1837819,5,1,0.22,169.01
1551321649.2588973,3,0,0.21,169.01
1551321650.2219362,5,1,0.22,169.01
1551321651.1989539,2,0,0.21,169.01
1551321652.2920141,0,0,0.21,169.01
1551321653.2571084,6,0,0.21,266.67
1551321654.2331765,7,0,0.22,214.29
1551321655.3011856,7,0,0.21,100.0
1551321656.277282,0,0,0.22,100.0
1551321657.2523632,2,0,0.21,155.84
1551321658.2133892,0,0,0.21,155.84
1551321659.3244717,0,0,0.21,155.84
1551321660.3224719,0,0,0.22,155.84
1551321661.364544,2,0,0.21,151.9
1551321662.2515817,2,0,0.21,151.9
1551321663.2586381,3,0,0.21,151.9
1551321664.291696,2,0,0.21,153.85
1551321665.3017533,3,0,0.21,150.0
1551321666.338812,2,0,0.21,150.0
1551321667.3429048,3,0,0.21,146.34
1551321668.372928,2,0,0.22,146.34
1551321669.388045,3,0,0.21,142.86
1551321670.285072,2,0,0.21,141.18
1551321671.2880938,2,0,0.22,141.18
1551321672.3291707,3,0,0.22,137.93
1551321673.3312097,2,0,0.22,136.36
1551321674.3462687,2,0,0.21,136.36
1551321675.3433378,3,0,0.21,134.83
1551321676.3834097,2,0,0.21,137.93
1551321677.406446,2,0,0.21,136.36
1551321678.417535,2,0,0.22,134.83
1551321679.32255,3,0,0.21,136.36
1551321680.3566222,2,0,0.22,131.87
1551321681.3726668,2,0,0.21,137.93
1551321682.4137254,3,0,0.21,137.93
1551321683.4138198,2,0,0.21,136.36
1551321684.4458795,2,0,0.21,136.36
1551321685.4578989,2,0,0.21,136.36
1551321686.4850073,3,0,0.22,134.83
1551321687.3820124,2,0,0.21,133.33
1551321688.4061072,2,0,0.21,136.36
1551321689.435124,2,0,0.22,134.83
1551321690.4332168,3,0,0.21,130.43
1551321691.481241,2,0,0.22,122.45
1551321692.4823334,2,0,0.22,122.45
1551321693.3943496,2,0,0.21,127.66
1551321694.45941,2,0,0.21,129.03
1551321695.4805048,2,0,0.21,129.03
1551321696.4165227,2,0,0.21,127.66
1551321697.4395795,3,0,0.21,129.03
1551321698.503642,2,0,0.21,130.43
1551321699.5187502,2,0,0.21,134.83
1551321700.4327495,2,0,0.22,134.83
1551321701.4958096,3,0,0.21,139.53
1551321702.5119395,5,0,0.21,300.0
1551321703.5619817,2,0,0.21,142.86
1551321704.4679787,3,0,0.21,142.86
1551321705.483072,2,0,0.21,139.53
1551321706.5370958,2,0,0.22,134.83
1551321707.5702057,3,0,0.21,133.33
1551321708.4862072,2,0,0.21,134.83
1551321709.528266,2,0,0.21,137.93
1551321710.5543756,2,0,0.21,134.83
1551321711.6144366,3,0,0.21,133.33
1551321712.5344565,2,0,0.22,131.87
1551321713.5535517,2,0,0.21,127.66
1551321714.5985897,2,0,0.22,131.87
1551321715.5087,2,0,0.21,133.33
1551321716.551666,3,0,0.21,133.33
1551321717.6137261,2,0,0.22,134.83
1551321718.604783,2,0,0.21,131.87
1551321719.5248344,2,0,0.21,133.33
1551321720.5548928,3,0,0.21,136.36
1551321721.6110082,2,0,0.21,136.36
1551321722.6300452,2,0,0.21,134.83
1551321723.5500631,2,0,0.21,133.33
1551321724.609123,3,0,0.21,134.83
1551321725.6652062,2,0,0.21,134.83
1551321726.590236,3,0,0.22,136.36
1551321727.6103444,2,0,0.22,136.36
1551321728.659354,5,0,0.21,136.36
1551321729.5774052,3,0,0.21,218.18
