t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1551543941.0550601,0,0,0.03,6.63
1551543942.039422,0,0,0.03,6.63
1551543943.0550137,0,0,0.03,6.63
1551543944.1331394,2,0,0.03,3.73
1551543945.07064,4,0,0.03,272.73
1551543946.1331403,9,0,0.03,300.0
1551543947.0706408,2,0,0.03,300.0
1551543948.086266,4,0,0.03,80.0
1551543949.148768,5,0,0.03,92.31
1551543950.180017,11,0,0.03,113.21
1551543951.1956434,4,0,0.03,88.24
1551543952.0862687,4,0,0.03,100.0
1551543953.1175196,8,0,0.03,100.0
1551543954.1331804,8,0,0.03,196.72
1551543955.1644347,2,0,0.03,110.09
1551543956.180021,16,0,0.03,235.29
1551543957.1644366,13,0,0.03,148.15
1551543958.1956813,0,0,0.03,148.15
1551543959.11756,0,0,0.03,148.15
1551543961.2268987,0,0,0.03,148.15
1551543962.1800601,0,0,0.03,148.15
1551543963.2112963,0,0,0.03,148.15
1551543964.2269359,0,0,0.03,148.15
1551543965.1488147,0,0,0.11,148.15
1551543966.2738147,0,0,0.19,148.15
1551543967.195689,0,0,0.27,148.15
1551543968.2113028,0,0,0.35,148.15
1551543969.1956916,0,0,0.35,148.15
1551543970.2113152,0,0,0.35,148.15
1551543971.2269046,0,0,0.35,148.15
1551543972.2581563,0,0,0.35,148.15
1551543973.2581942,0,0,0.35,148.15
1551543974.289442,3,0,0.35,260.87
1551543975.1956952,4,0,0.35,115.38
1551543976.2894473,8,1,0.35,179.1
1551543977.2113347,5,1,0.35,285.71
1551543978.2581937,0,1,0.35,285.71
1551543979.2894447,9,1,0.35,203.39
1551543980.2269104,5,1,0.35,70.59
1551543981.3050363,1,1,0.35,190.48
1551543982.2581646,0,1,0.35,190.48
1551543983.3050373,0,1,0.35,190.48
1551543984.3206627,2,1,0.35,21.58
1551543985.2737885,12,2,0.35,57.97
1551543986.2581642,6,1,0.35,157.89
1551543987.2894144,1,1,0.35,102.56
1551543988.3362901,1,1,0.35,106.19
1551543989.2737901,1,2,0.35,53.57
1551543990.3362918,1,1,0.35,36.04
1551543991.3519166,0,1,0.35,36.04
1551543992.3832052,0,1,0.35,36.04
1551543993.2738316,2,1,0.35,24.34
1551543994.3988307,0,2,0.35,24.34
1551543995.289454,0,1,0.35,24.34
1551543996.3363297,3,1,0.35,133.33
1551543997.3675904,2,1,0.35,112.15
1551543998.3832073,2,1,0.35,113.21
1551543999.4144218,2,1,0.35,112.15
1551544000.367577,2,2,0.35,112.15
1551544001.3831728,0,1,0.35,112.15
1551544002.3362982,0,1,0.35,112.15
1551544003.367549,0,1,0.35,112.15
1551544004.4144244,0,2,0.35,112.15
1551544005.4144254,0,2,0.34,112.15
1551544006.4457107,1,3,0.35,11.35
1551544007.3831797,1,2,0.35,59.11
1551544008.398801,1,2,0.35,40.0
1551544009.4613028,0,2,0.34,40.0
1551544010.383215,0,2,0.35,40.0
1551544011.414465,0,2,0.35,40.0
1551544012.47694,0,2,0.35,40.0
1551544013.398841,1,2,0.35,11.4
1551544014.461346,0,2,0.35,11.4
1551544015.4613059,2,2,0.35,130.43
1551544016.398807,2,2,0.34,133.33
1551544017.4456823,2,2,0.35,133.33
1551544018.4144332,0,2,0.35,133.33
1551544019.5082216,2,2,0.35,137.93
1551544020.4457228,2,1,0.35,137.93
1551544021.4925954,3,2,0.35,137.93
1551544022.5550604,1,2,0.35,139.53
1551544023.4925957,0,2,0.35,139.53
1551544024.5238488,2,2,0.35,142.86
1551544025.5082252,1,2,0.35,46.33
1551544026.5551014,0,1,0.35,46.33
1551544027.4613128,2,2,0.35,71.01
1551544028.508227,2,1,0.35,142.86
1551544029.5551221,3,2,0.35,144.58
1551544030.5551133,2,1,0.35,144.58
1551544031.5707364,2,1,0.34,144.58
1551544032.570737,2,2,0.35,72.29
1551544033.4926026,1,1,0.35,73.17
1551544034.5707297,3,2,0.35,144.58
1551544035.6019864,2,1,0.35,146.34
1551544036.5863543,2,1,0.35,144.58
1551544037.61761,2,2,0.35,146.34
1551544038.5238545,2,1,0.35,146.34
1551544039.5394452,1,2,0.35,72.29
1551544040.5863836,2,1,0.35,148.15
1551544041.5863562,2,1,0.35,73.17
1551544042.6488261,2,2,0.35,148.15
1551544043.570698,2,1,0.35,148.15
1551544044.5863254,0,1,0.35,148.15
1551544045.6019857,3,0,0.35,150.0
1551544046.648875,2,0,0.35,150.0
1551544047.5550966,3,0,0.35,148.15
1551544048.5863638,2,0,0.35,148.15
1551544049.6019864,3,0,0.35,150.0
1551544050.648829,2,0,0.35,150.0
1551544051.5707457,3,0,0.35,150.0
1551544052.586367,0,0,0.35,150.0
1551544053.6176136,0,0,0.35,150.0
1551544054.6176174,0,0,0.35,150.0
1551544055.64887,2,2,0.35,150.0
1551544056.695706,1,1,0.35,74.07
1551544057.6332073,2,1,0.35,144.58
1551544058.6488686,3,1,0.35,139.53
1551544059.7113724,2,2,0.35,139.53
1551544060.6332607,2,1,0.34,139.53
1551544061.6488338,3,1,0.35,134.83
1551544062.7269998,2,2,0.35,134.83
1551544063.648877,0,1,0.35,134.83
1551544064.664495,3,1,0.35,131.87
1551544065.726998,2,2,0.35,133.33
1551544066.648878,2,1,0.35,134.83
1551544067.680124,2,1,0.35,137.93
1551544068.7270002,3,1,0.35,139.53
1551544069.758248,2,1,0.35,141.18
1551544070.6801279,2,2,0.35,139.53
1551544071.7426276,3,1,0.35,141.18
1551544072.7738795,2,1,0.35,142.86
1551544073.6957543,2,1,0.35,141.18
1551544074.7270033,3,2,0.35,144.58
1551544075.7582548,2,1,0.35,144.58
1551544076.8207724,3,1,0.35,144.58
1551544077.7426293,2,1,0.35,146.34
1551544078.7738802,3,1,0.35,146.34
1551544079.8363802,1,1,0.35,144.58
1551544080.7738814,2,1,0.35,144.58
1551544081.8520057,3,2,0.35,144.58
1551544082.7895074,1,1,0.35,144.58
1551544083.8207564,0,1,0.35,144.58
1551544084.758263,4,1,0.35,142.86
1551544085.7895093,1,1,0.35,71.01
1551544086.7582638,3,1,0.35,139.53
1551544087.8051357,2,1,0.35,139.53
1551544088.8676004,3,2,0.35,139.53
1551544089.789514,2,1,0.35,141.18
1551544090.8363903,2,1,0.35,139.53
1551544091.7895155,3,1,0.35,137.93
1551544092.8363879,2,1,0.35,137.93
1551544093.8988936,2,1,0.35,137.93
1551544094.7895138,2,1,0.34,137.93
1551544095.852025,3,2,0.35,139.53
1551544096.8051429,2,1,0.35,137.93
