t,hb,pedal,resistance,hb_bpm
1551233378.1181026,2,1,0.52,35.1
1551233379.1024787,1,1,0.52,35.7
1551233380.19623,2,2,0.52,35.1
1551233381.1518893,2,1,0.52,35.4
1551233382.1518893,2,1,0.52,34.8
1551233383.136267,1,1,0.52,35.1
1551233384.1362321,2,1,0.52,35.1
1551233385.230023,2,1,0.52,35.4
1551233386.2143617,1,1,0.52,35.1
1551233387.1845074,2,1,0.52,35.4
1551233388.168883,2,1,0.52,36.0
1551233389.184515,2,1,0.51,35.4
1551233390.1845179,1,2,0.52,35.1
1551233391.2001035,2,1,0.52,34.8
1551233392.2313972,5,1,0.52,5.4
1551233393.231392,2,1,0.52,33.9
1551233394.1688967,2,1,0.52,28.5
1551233395.2626107,2,1,0.52,33.3
1551233396.2313967,3,1,0.51,15.0
1551233397.264099,2,2,0.52,32.7
1551233398.2328525,2,1,0.52,32.7
1551233399.2016044,2,1,0.52,32.4
1551233400.295353,1,1,0.52,32.7
1551233401.2797468,2,1,0.52,32.4
1551233402.3109431,2,1,0.52,28.2
1551233403.2328603,0,1,0.52,28.2
1551233404.232859,0,1,0.52,28.2
1551233405.3266125,1,2,0.52,170.1
1551233406.310986,0,1,0.52,170.1
1551233407.2967465,0,1,0.51,170.1
1551233408.2654998,1,1,0.52,214.2
1551233409.2498744,1,1,0.52,30.9
1551233410.2498393,2,1,0.52,31.5
1551233411.328004,2,1,0.52,31.2
1551233412.3123763,2,1,0.52,31.2
1551233413.312396,2,1,0.51,31.2
1551233414.281135,2,2,0.52,31.2
1551233415.2811387,2,1,0.52,31.2
1551233416.3749225,2,1,0.52,31.2
1551233417.345002,2,1,0.52,30.9
1551233418.391876,2,1,0.52,30.9
1551233419.3450167,2,1,0.52,30.9
1551233420.3137562,1,1,0.52,30.6
1551233421.407506,1,1,0.52,61.5
1551233422.3762558,0,2,0.52,61.5
1551233423.3606298,1,1,0.52,153.0
1551233424.360637,2,1,0.52,30.6
1551233425.329389,2,1,0.52,30.6
1551233426.4231386,2,1,0.52,30.0
1551233427.40896,2,1,0.52,30.0
1551233428.3620849,2,1,0.52,30.3
1551233429.4558349,2,1,0.52,30.3
1551233430.4245865,2,2,0.52,30.0
1551233431.40896,2,1,0.52,30.0
1551233432.377714,4,1,0.52,6.6
1551233433.3620887,1,1,0.52,30.3
1551233434.4402137,3,1,0.52,30.0
1551233435.408967,2,1,0.52,30.0
1551233436.3933454,2,2,0.52,30.0
1551233437.4884624,2,1,0.52,29.7
1551233438.4572506,2,1,0.52,29.4
1551233439.4572518,2,1,0.52,29.4
1551233440.4260056,2,1,0.52,29.4
1551233441.4260063,2,1,0.52,29.4
1551233442.5197558,2,2,0.52,29.1
1551233443.4885097,2,1,0.51,29.1
1551233444.4885116,2,1,0.52,28.8
1551233445.4572234,4,1,0.52,14.1
1551233446.4728892,2,1,0.52,28.5
1551233447.4586744,3,1,0.52,28.5
1551233448.4430497,2,1,0.51,28.5
1551233449.458684,2,2,0.52,28.2
1551233450.443053,2,1,0.52,28.2
1551233451.4586828,2,1,0.52,28.2
1551233452.5836904,2,1,0.52,28.2
1551233453.474275,2,1,0.52,28.2
1551233454.4586844,3,0,0.52,28.2
1551233455.489954,2,0,0.52,28.5
1551233456.474315,2,0,0.52,28.5
1551233457.491333,2,0,0.52,28.5
1551233458.4912922,2,0,0.52,28.5
1551233459.5069196,2,0,0.52,28.5
1551233460.5069208,2,0,0.52,28.5
1551233461.5225518,2,0,0.52,28.5
1551233462.5381763,2,0,0.52,28.5
1551233463.5407739,3,0,0.52,28.5
1551233464.5564196,2,0,0.52,28.8
1551233465.5720267,2,0,0.52,28.8
1551233466.6032796,2,0,0.51,28.8
1551233467.6189198,2,0,0.52,28.8
1551233468.6189044,2,0,0.52,29.1
1551233469.6657622,3,1,0.52,29.1
1551233470.5720344,1,1,0.52,30.6
1551233471.6189115,0,2,0.52,30.6
1551233472.6345327,1,2,0.52,143.1
1551233473.6657872,1,1,0.52,58.2
1551233474.5815854,1,2,0.52,29.7
1551233475.597212,2,2,0.52,30.6
1551233476.644087,1,1,0.51,62.1
1551233477.6514964,0,2,0.51,62.1
1551233478.6670868,1,2,0.52,124.8
1551233479.6671228,0,1,0.52,124.8
1551233480.6827204,0,2,0.52,124.8
1551233481.7140062,2,2,0.52,30.3
1551233482.6202586,0,1,0.51,30.3
1551233483.6515088,1,2,0.52,89.7
1551233484.6515057,1,2,0.52,89.1
1551233485.6983838,0,1,0.51,89.1
1551233486.7140105,2,2,0.52,28.8
1551233487.7310598,1,2,0.52,28.8
1551233488.637304,1,2,0.52,85.5
1551233489.6685631,0,1,0.52,85.5
1551233490.6685646,0,2,0.52,85.5
1551233491.7154393,1,0,0.52,193.5
1551233492.7379594,2,0,0.52,27.0
1551233493.7379596,3,0,0.52,27.3
1551233494.7692125,2,0,0.52,27.3
1551233495.6754673,2,0,0.52,26.7
1551233496.6754668,2,0,0.52,27.0
1551233497.6924782,2,0,0.52,26.7
1551233498.7237697,3,0,0.52,27.0
1551233499.7549822,2,0,0.52,27.0
1551233500.7393937,2,0,0.52,27.3
1551233501.7706518,1,0,0.51,27.3
1551233502.7706494,0,0,0.52,27.3
1551233503.8175278,1,2,0.52,137.4
1551233504.7394044,0,1,0.52,137.4
1551233505.8019078,0,2,0.52,137.4
1551233506.8175313,0,1,0.52,137.4
1551233507.740825,1,2,0.52,251.7
1551233508.8033257,2,1,0.52,29.7
1551233509.8502052,0,2,0.52,29.7
1551233510.7564533,0,1,0.52,29.7
1551233511.818957,0,2,0.52,29.7
1551233512.850205,0,1,0.51,29.7
1551233513.7720828,2,2,0.52,29.4
1551233514.8189619,1,1,0.52,29.4
1551233515.8658397,0,2,0.52,29.4
1551233516.803301,0,1,0.52,29.4
1551233517.7890916,1,2,0.52,174.0
1551233518.802389,2,2,0.52,28.2
1551233519.8882701,1,0,0.52,28.2
1551233520.8569796,2,0,0.52,27.3
1551233521.856982,3,0,0.52,27.6
1551233522.8059525,2,0,0.52,27.0
1551233523.8997097,2,0,0.52,27.3
1551233524.8840842,2,0,0.52,27.0
1551233525.8684614,3,0,0.52,26.1
1551233526.8528404,2,0,0.52,25.8
1551233527.8372207,2,0,0.52,25.8
1551233528.9309635,2,0,0.52,25.5
1551233529.9153397,3,0,0.52,15.0
1551233530.8997214,2,0,0.52,27.3
1551233531.8840983,0,1,0.52,27.3
1551233532.8684723,0,2,0.52,27.3
1551233533.8684702,2,1,0.51,26.7
1551233534.9622285,0,2,0.52,26.7
1551233535.9466004,2,1,0.52,26.4
1551233536.9309797,2,2,0.52,27.3
1551233537.932358,1,2,0.52,55.2
1551233538.91677,2,1,0.52,28.5
1551233539.9011526,0,2,0.52,28.5
1551233540.9691448,2,1,0.52,29.1
1551233541.969107,2,2,0.52,29.1
1551233542.9483364,1,1,0.52,29.1
1551233543.9483433,2,2,0.52,28.5
1551233544.925694,2,2,0.52,28.2
1551233546.0038192,1,1,0.52,28.2
1551233546.9881928,1,2,0.52,111.6
1551233547.9955387,0,1,0.51,111.6
1551233548.9799144,0,1,0.52,111.6
1551233549.948667,1,1,0.52,162.9
1551233551.0580409,3,0,0.52,26.7
1551233552.042416,2,0,0.52,27.0
1551233553.0267975,2,0,0.52,26.4
1551233553.9955432,1,0,0.52,32.1
1551233554.9799232,1,0,0.52,74.4
1551233555.9799223,0,0,0.52,74.4
1551233557.059496,0,0,0.52,74.4
1551233558.043836,0,1,0.52,74.4
1551233559.0438747,0,0,0.52,74.4
1551233559.9969997,0,1,0.52,74.4
1551233561.1063788,0,1,0.52,74.4
1551233562.075125,3,1,0.52,22.8
1551233563.0595067,0,1,0.52,22.8
1551233564.0594923,0,1,0.52,22.8
1551233565.0438654,0,1,0.52,22.8
1551233566.1220133,1,2,0.52,232.8
1551233567.124511,2,1,0.52,29.7
1551233568.0932229,2,2,0.52,29.7
1551233569.0932612,2,1,0.52,29.7
1551233570.0932653,0,1,0.52,29.7
1551233571.0620131,2,2,0.51,28.8
1551233572.0620146,1,1,0.52,57.9
1551233573.1557662,0,2,0.52,57.9
1551233574.140153,0,1,0.52,57.9
1551233575.1401556,2,1,0.52,56.1
1551233576.1088972,1,2,0.52,55.8
1551233577.110354,0,1,0.52,55.8
1551233578.0947287,0,1,0.52,55.8
1551233579.0947287,2,0,0.52,27.0
1551233580.1884792,3,1,0.52,27.0
1551233581.1103606,2,0,0.52,26.7
1551233582.1103606,2,0,0.52,26.7
1551233583.2041123,2,0,0.52,26.7
1551233584.172859,3,0,0.52,26.4
1551233585.172865,2,0,0.52,26.1
1551233586.1416278,2,0,0.52,26.1
1551233587.1430683,3,0,0.51,26.4
1551233588.2524562,2,0,0.52,26.4
1551233589.221194,2,0,0.52,26.4
1551233590.2211568,2,0,0.52,26.7
1551233591.2367833,3,0,0.52,27.0
1551233592.2055693,2,0,0.51,27.3
1551233593.2055364,2,0,0.52,27.3
1551233594.18995,2,0,0.52,27.3
1551233595.1899145,1,0,0.52,27.3
1551233596.2680762,0,2,0.52,27.3
1551233597.2538254,1,1,0.52,164.4
1551233598.3006687,2,2,0.52,27.6
1551233599.2069325,2,2,0.52,27.6
1551233600.1913292,1,1,0.52,45.6
1551233601.2225902,8,3,0.52,6.9
1551233602.238213,7,2,0.52,8.7
1551233603.2694633,7,3,0.52,8.1
1551233604.2694633,6,3,0.52,8.4
1551233605.2850876,5,2,0.52,9.3
1551233606.3163555,3,2,0.52,15.6
1551233607.317756,0,1,0.52,15.6
1551233608.2396352,0,0,0.52,15.6
1551233609.364597,2,0,0.52,27.3
1551233610.2552612,2,0,0.52,27.3
1551233611.2396376,2,0,0.52,27.0
1551233612.2709079,3,0,0.52,26.4
1551233613.2865126,2,0,0.52,26.4
1551233614.4114816,2,0,0.52,25.8
1551233615.3177688,3,0,0.52,25.5
1551233616.333396,2,0,0.52,25.5
1551233617.3347926,2,0,0.52,25.2
1551233618.3660452,3,0,0.52,24.9
1551233619.366087,1,1,0.52,25.2
1551233620.3817124,0,1,0.52,25.2
1551233621.3817089,1,3,0.52,154.2
1551233622.4129643,3,2,0.52,18.0
1551233623.3348515,4,3,0.52,7.5
1551233624.3504686,3,2,0.52,9.3
1551233625.3504663,2,3,0.52,24.3
1551233626.367564,3,2,0.52,27.3
1551233627.3988128,3,2,0.52,7.2
1551233628.4144397,1,1,0.52,76.2
1551233629.351941,2,0,0.52,26.1
1551233630.3675675,2,0,0.52,26.4
1551233631.3831942,2,0,0.52,26.4
1551233632.4300313,2,0,0.52,26.7
1551233633.4300666,3,0,0.52,26.1
1551233634.3831978,2,0,0.52,25.8
1551233635.3831942,2,0,0.52,25.8
1551233636.4144485,3,0,0.52,25.5
1551233637.447171,2,0,0.52,25.5
1551233638.4627972,2,0,0.52,25.5
1551233639.494052,3,0,0.52,25.2
1551233640.4159403,2,0,0.52,25.2
1551233641.4159286,3,0,0.52,25.2
1551233642.4471788,2,0,0.52,24.9
1551233643.4784288,2,0,0.52,25.5
1551233644.4784307,3,0,0.52,25.2
1551233645.5096872,2,0,0.52,25.5
1551233646.4628098,3,0,0.52,11.1
1551233647.5111406,1,2,0.52,57.6
1551233648.448648,4,3,0.52,8.1
1551233649.49552,7,2,0.52,6.3
1551233650.5267742,3,3,0.52,4.8
1551233651.4798644,1,2,0.52,46.5
1551233652.4955246,3,3,0.51,12.6
1551233653.5580442,3,2,0.52,24.9
1551233654.4955306,3,3,0.52,24.9
1551233655.5111568,1,2,0.51,48.6
1551233656.4955325,1,2,0.51,34.5
1551233657.5125613,0,0,0.52,34.5
1551233658.5750248,2,0,0.52,26.1
1551233659.496938,2,0,0.52,25.8
1551233660.5281858,2,0,0.52,25.8
1551233661.5750666,3,0,0.52,25.5
1551233662.5906904,2,0,0.52,25.2
1551233663.52819,3,0,0.52,25.2
1551233664.575068,2,0,0.52,24.9
1551233665.6219463,2,0,0.52,24.9
1551233666.5594769,3,0,0.52,24.6
1551233667.638937,2,0,0.52,24.3
1551233668.592117,3,0,0.52,24.3
1551233669.607725,1,1,0.52,24.0
1551233670.6702049,1,2,0.52,52.2
1551233671.5921066,2,3,0.52,16.5
1551233672.623356,2,2,0.51,25.8
1551233673.6702394,1,3,0.52,24.0
1551233674.6077383,2,2,0.52,47.4
1551233675.654574,1,2,0.52,31.2
1551233676.6077406,3,3,0.52,25.8
1551233677.6559746,3,2,0.52,10.2
1551233678.640389,0,1,0.52,10.2
1551233679.6716409,0,0,0.52,10.2
1551233680.5935357,3,0,0.52,25.5
1551233681.6560178,2,0,0.51,26.1
1551233682.6872678,2,0,0.52,25.5
1551233683.6247733,3,0,0.52,25.2
1551233684.68727,2,0,0.52,24.9
1551233685.6247752,3,0,0.52,24.6
1551233686.6872754,2,0,0.52,24.9
1551233687.6418092,2,0,0.52,24.6
1551233688.6730587,3,0,0.51,24.3
1551233689.6418138,2,0,0.52,24.3
1551233690.7355685,3,0,0.52,24.3
1551233691.673028,2,0,0.52,24.0
1551233692.704316,3,0,0.52,23.7
1551233693.6730683,2,0,0.52,23.7
1551233694.7355692,3,0,0.52,24.0
1551233695.6730723,3,0,0.52,23.7
1551233696.7511983,2,0,0.52,23.7
1551233697.7057605,3,0,0.52,24.0
1551233698.768261,2,0,0.52,24.0
1551233699.7057624,3,0,0.51,24.3
1551233700.7838898,2,0,0.52,24.0
1551233701.7682655,3,0,0.52,24.3
1551233702.7213545,2,0,0.51,24.3
1551233703.8207095,2,0,0.52,24.3
1551233704.7738373,3,0,0.52,24.6
1551233705.7269576,2,1,0.52,8.4
1551233706.7894633,0,1,0.52,8.4
1551233707.7894638,1,2,0.52,125.1
1551233708.7425902,1,1,0.52,76.2
1551233709.7894657,3,2,0.52,26.4
1551233710.7425897,2,1,0.52,27.0
1551233711.8363442,2,2,0.52,27.3
1551233712.8363078,2,1,0.51,27.6
1551233713.7894723,2,2,0.52,28.2
1551233714.914479,1,1,0.52,84.9
1551233715.8676026,2,2,0.52,28.5
1551233716.820725,2,1,0.52,28.5
1551233717.7909014,2,2,0.52,28.2
1551233718.8533976,2,1,0.52,28.2
1551233719.8377724,1,2,0.52,56.7
1551233720.7909002,2,1,0.52,28.2
1551233721.8377724,3,2,0.52,27.9
1551233722.86899,2,1,0.52,27.9
1551233723.8846178,2,2,0.52,27.6
1551233724.8846521,2,1,0.52,27.3
1551233725.822158,2,2,0.52,26.7
1551233726.8377845,3,1,0.52,26.7
1551233727.8236222,2,2,0.52,26.4
1551233728.9486187,1,1,0.52,52.5
1551233729.886118,0,1,0.52,52.5
1551233730.8704941,2,1,0.52,25.8
1551233731.901748,2,0,0.52,25.5
1551233732.9329956,3,0,0.52,25.5
1551233733.9486291,2,0,0.52,25.2
1551233734.8548787,3,0,0.52,25.2
1551233735.886127,2,0,0.52,24.9
1551233736.9173813,2,0,0.46,24.9
1551233737.949973,3,0,0.52,24.3
1551233738.98123,2,0,0.52,24.6
1551233739.8874788,3,0,0.52,24.3
1551233740.965604,2,0,0.52,24.3
1551233741.9031084,3,0,0.52,24.3
1551233742.9030716,2,0,0.52,24.3
1551233743.9187355,3,0,0.52,24.3
1551233744.9499886,2,0,0.52,24.6
1551233745.9812644,3,0,0.52,24.6
1551233746.965616,2,0,0.52,24.6
1551233748.013943,3,0,0.52,24.9
1551233749.0295548,2,0,0.52,25.2
1551233749.9391425,2,0,0.52,24.9
1551233750.9704292,1,0,0.52,25.2
1551233751.9860592,0,1,0.52,25.2
1551233752.9860547,2,1,0.52,25.2
1551233753.986061,3,1,0.52,25.5
1551233754.9860747,2,2,0.52,25.8
1551233756.0016906,3,1,0.52,26.4
1551233757.0173137,2,1,0.52,27.3
1551233758.0500743,3,1,0.52,5.4
1551233759.0812924,0,1,0.52,5.4
1551233759.9875743,0,2,0.52,5.4
1551233761.0031624,2,1,0.52,10.8
1551233762.034455,0,1,0.52,10.8
1551233763.050081,0,1,0.52,10.8
1551233764.1125803,0,1,0.52,10.8
1551233765.0344262,2,1,0.52,28.5
1551233766.0657084,2,2,0.52,27.9
1551233767.098475,2,1,0.52,28.5
1551233768.0359752,2,1,0.52,28.2
1551233769.0359848,2,1,0.52,28.5
1551233770.0515673,3,1,0.51,28.2
1551233771.1141062,2,2,0.52,28.5
1551233772.051646,2,1,0.52,28.5
1551233773.0828567,2,1,0.52,28.5
1551233774.0984483,2,1,0.52,28.5
1551233775.1609933,2,1,0.52,28.5
1551233776.082866,2,2,0.52,27.9
1551233777.1297317,2,1,0.51,27.9
1551233778.1453679,3,1,0.52,27.6
1551233779.0828698,2,1,0.52,27.0
1551233780.1141217,0,1,0.52,27.0
1551233781.1766202,2,1,0.52,26.4
1551233782.0985105,1,0,0.52,27.0
1551233783.1453748,0,0,0.52,27.0
1551233784.1610043,0,0,0.48,27.0
1551233785.1766262,0,0,0.47,27.0
1551233786.1922493,0,0,0.47,27.0
1551233787.2250075,0,0,0.47,27.0
1551233788.162472,0,0,0.43,27.0
1551233789.2093837,0,0,0.41,27.0
1551233790.1468925,0,0,0.37,27.0
1551233791.178138,0,0,0.41,27.0
1551233792.2254796,0,0,0.41,27.0
1551233793.2254922,0,0,0.41,27.0
1551233794.2567317,4,0,0.4,6.3
1551233795.1629794,1,1,0.4,9.9
1551233796.1942384,1,1,0.39,56.4
1551233797.2098658,0,2,0.4,56.4
1551233798.241117,2,1,0.4,28.8
1551233799.2411165,2,1,0.4,29.1
1551233800.256759,2,2,0.4,29.4
1551233801.1942453,2,1,0.4,28.8
1551233802.1942418,2,1,0.4,29.1
1551233803.225495,2,2,0.39,29.4
1551233804.2567098,2,1,0.4,29.1
1551233805.2567465,2,1,0.39,29.1
1551233806.2879994,2,2,0.4,29.1
1551233807.3207498,2,1,0.39,29.1
1551233808.2426283,2,1,0.4,29.1
1551233809.2738996,3,1,0.39,29.1
1551233810.3051329,2,2,0.39,28.8
1551233811.3051298,2,1,0.4,28.8
1551233812.3363836,2,1,0.39,28.5
1551233813.3676362,2,2,0.4,28.5
1551233814.273888,2,1,0.4,28.2
1551233815.3051429,2,1,0.4,27.9
1551233816.3051386,2,2,0.39,27.9
1551233817.336392,3,1,0.4,27.6
1551233818.3158674,2,1,0.4,27.3
1551233819.3471189,2,2,0.4,27.6
1551233820.3717191,2,1,0.4,27.6
1551233821.2935827,2,1,0.39,27.0
1551233822.3217914,3,1,0.4,27.0
1551233823.3251507,2,2,0.39,27.0
1551233824.3719907,2,1,0.4,26.7
1551233825.3719912,2,1,0.39,27.0
1551233826.3251538,3,2,0.4,26.4
1551233827.3542821,2,0,0.4,26.7
1551233828.3701146,2,0,0.4,26.4
1551233829.4013684,2,0,0.39,26.4
1551233830.4326258,3,0,0.4,26.4
1551233831.3388667,2,0,0.4,26.4
1551233832.3544614,2,0,0.39,26.4
1551233833.38575,3,0,0.4,26.4
1551233834.4482563,2,0,0.39,26.1
1551233835.3701258,2,0,0.4,26.1
1551233836.4013977,3,0,0.4,26.1
1551233837.4340992,2,0,0.4,26.1
1551233838.4809783,2,0,0.4,26.1
1551233839.4028547,2,0,0.4,26.1
1551233840.434103,3,0,0.39,26.4
1551233841.4497309,2,0,0.39,26.4
1551233842.4809868,2,0,0.4,26.1
1551233843.4966083,2,0,0.4,1.8
1551233844.4184873,1,0,0.4,46.8
1551233845.480987,1,0,0.39,78.6
1551233846.4966109,3,0,0.39,26.4
1551233847.4341166,2,0,0.4,26.4
1551233848.480956,2,0,0.4,26.7
1551233849.5278337,2,0,0.4,27.0
1551233850.4497468,3,0,0.4,27.0
1551233851.4809587,2,0,0.4,27.3
1551233852.4980328,2,0,0.4,27.0
1551233853.576192,2,0,0.4,27.3
1551233854.4824522,3,0,0.4,16.5
1551233855.5293243,0,0,0.4,16.5
1551233856.560578,0,0,0.36,16.5
1551233857.5137029,0,0,0.29,16.5
1551233858.5449543,0,0,0.22,16.5
1551233859.591794,2,0,0.15,6.6
1551233860.5449207,0,1,0.13,6.6
1551233861.560585,0,1,0.13,6.6
1551233862.6074624,1,1,0.11,195.0
1551233863.5293415,2,1,0.12,29.4
1551233864.544961,2,1,0.13,29.4
1551233865.5918033,2,1,0.13,29.7
1551233866.6387234,2,1,0.12,29.7
1551233867.562014,2,2,0.13,29.7
1551233868.6088934,2,1,0.11,29.7
1551233869.530734,3,1,0.13,29.7
1551233870.5776448,2,1,0.11,29.7
1551233871.6244857,2,1,0.12,29.7
1551233872.5463982,2,1,0.12,30.3
1551233873.593277,2,1,0.13,30.6
1551233874.6089022,2,1,0.12,30.6
1551233875.5620296,2,2,0.12,30.6
1551233876.5776527,1,1,0.13,30.6
1551233877.6401668,2,1,0.12,30.6
1551233878.6701572,2,1,0.12,30.6
1551233879.6076615,2,1,0.13,30.6
1551233880.6545427,2,1,0.12,30.3
1551233881.6857903,2,2,0.12,30.0
1551233882.6101246,3,1,0.12,29.4
1551233883.672589,2,1,0.12,28.8
1551233884.6257536,2,1,0.13,28.8
1551233885.6882539,2,1,0.12,28.8
1551233886.641344,2,2,0.13,29.4
1551233887.719506,2,1,0.13,29.4
1551233888.657011,2,1,0.12,29.1
1551233889.7038858,2,1,0.12,29.7
1551233890.6413856,2,1,0.12,30.3
1551233891.7195141,2,1,0.12,30.9
1551233892.6726592,2,2,0.13,31.5
1551233893.7195153,2,1,0.13,31.8
1551233894.6882694,2,1,0.12,32.1
1551233895.9695182,2,1,0.13,32.1
1551233896.688273,1,1,0.12,32.1
1551233897.7678323,2,1,0.13,32.1
1551233898.7209983,2,2,0.13,32.1
1551233899.7678692,2,1,0.12,32.4
1551233900.7209961,2,1,0.12,32.1
1551233901.7835023,2,1,0.13,32.4
1551233902.7366323,2,1,0.13,32.4
1551233903.7835047,2,2,0.12,31.8
1551233904.7678802,1,1,0.11,32.1
1551233905.7209692,2,1,0.12,32.1
1551233906.752256,2,1,0.12,32.4
1551233907.831779,2,1,0.12,32.4
1551233908.7849088,2,2,0.12,32.7
1551233909.7380328,2,1,0.12,32.1
1551233910.78491,2,1,0.12,32.4
1551233911.76929,1,1,0.12,32.4
1551233912.8161616,2,1,0.12,32.4
1551233913.7692869,2,2,0.11,32.4
1551233914.863004,2,1,0.12,32.1
1551233915.8005438,2,1,0.12,32.1
1551233916.86304,2,1,0.13,32.1
1551233917.816188,2,2,0.12,32.4
1551233918.894299,2,1,0.12,32.4
1551233919.8474212,1,1,0.13,31.8
1551233920.800546,2,1,0.13,32.1
1551233921.869033,2,1,0.12,32.1
1551233922.8221586,2,2,0.12,32.1
1551233923.8846822,2,1,0.12,31.8
1551233924.8377917,2,1,0.12,31.8
1551233925.91593,2,1,0.13,31.8
1551233926.8690763,2,2,0.12,31.5
1551233927.8221722,2,1,0.12,31.8
1551233928.8846703,1,1,0.12,31.8
1551233929.8377936,2,1,0.13,31.8
1551233930.931546,2,1,0.12,31.8
1551233931.884675,2,1,0.12,31.8
1551233932.964252,2,2,0.12,31.8
1551233933.9173799,2,1,0.12,31.8
1551233934.8705075,2,1,0.12,31.8
1551233935.933007,2,1,0.12,32.1
1551233936.8861318,2,1,0.12,31.8
1551233937.9798884,2,2,0.12,31.5
1551233938.9330149,1,1,0.12,31.8
1551233939.8861406,2,1,0.12,31.5
1551233940.9798906,2,1,0.13,31.2
1551233941.9330194,2,1,0.11,31.5
1551233942.9955342,2,1,0.12,31.2
1551233943.9486434,2,2,0.13,31.5
1551233945.0267966,2,1,0.12,31.8
1551233945.9954863,2,1,0.12,31.5
1551233946.9486508,2,1,0.12,31.5
1551233948.0111494,2,1,0.13,31.5
1551233948.9687607,2,1,0.13,31.2
1551233949.9375088,2,2,0.12,31.2
1551233951.2656379,1,1,0.13,31.2
1551233952.0156388,2,1,0.13,31.2
1551233953.0014324,2,1,0.11,31.2
1551233953.954561,2,1,0.12,31.5
1551233955.0170596,2,1,0.12,31.5
1551233955.970187,2,2,0.12,31.5
1551233957.0639257,2,1,0.12,31.5
1551233958.0326843,2,1,0.12,31.5
1551233959.0170636,2,1,0.12,31.5
1551233960.063954,2,1,0.12,31.5
1551233961.0326548,2,1,0.12,31.5
1551233961.9858165,2,2,0.13,31.5
1551233963.0810175,1,1,0.13,31.5
1551233964.0497296,2,1,0.12,31.8
1551233965.0185146,2,1,0.12,31.8
1551233966.0966482,2,1,0.13,32.1
1551233967.065398,2,2,0.12,31.8
1551233968.0341473,2,1,0.13,32.1
1551233969.346664,2,1,0.13,32.1
1551233970.0966492,2,1,0.12,31.8
1551233971.0653985,2,1,0.12,31.8
1551233972.1605692,1,2,0.12,31.2
1551233973.1293168,2,1,0.13,30.9
1551233974.0980766,2,1,0.13,30.9
1551233975.0980685,2,1,0.12,30.3
1551233976.082447,2,1,0.12,30.6
1551233977.1762114,2,2,0.12,30.6
1551233978.1449454,2,1,0.13,30.9
1551233979.1605754,2,1,0.13,31.5
1551233980.1449518,2,1,0.12,31.2
1551233981.1293027,2,2,0.12,31.5
1551233982.113666,2,1,0.12,31.5
1551233983.191832,2,1,0.13,31.8
1551233984.1762042,2,1,0.12,31.8
1551233985.1605814,2,1,0.12,32.4
1551233986.1449618,1,2,0.13,32.1
