t,hb,pedal,resistance,hb_bpm
1551233987.1462924,2,1,0.12,32.7
1551233988.161923,2,1,0.12,32.7
1551233989.1463099,2,1,0.12,32.7
1551233990.2556703,2,1,0.12,32.7
1551233991.2400508,2,2,0.12,32.7
1551233992.2244275,2,1,0.12,32.4
1551233993.2088034,1,1,0.12,32.7
1551233994.193178,2,1,0.12,32.4
1551233995.177558,2,1,0.12,32.4
1551233996.1619341,2,2,0.12,32.1
1551233997.2570794,2,1,0.12,32.4
1551233998.2570794,2,1,0.12,32.4
1551233999.2726715,2,1,0.12,32.1
1551234000.2570474,1,1,0.12,32.4
1551234001.2414603,2,2,0.12,32.4
1551234002.2258406,2,1,0.12,32.4
1551234003.2258065,2,1,0.12,32.1
1551234004.21022,2,1,0.12,32.1
1551234005.2883441,2,2,0.12,32.1
1551234006.2883074,2,1,0.12,32.1
1551234007.4445581,2,1,0.12,32.1
1551234008.3039773,1,1,0.12,32.1
1551234009.2883482,2,2,0.12,32.1
1551234010.2883499,2,1,0.12,31.8
1551234011.3039763,2,1,0.13,31.8
1551234012.3060515,2,1,0.12,31.8
1551234013.2904131,2,1,0.12,31.8
1551234014.2747889,2,2,0.12,32.1
1551234015.2591662,2,1,0.12,31.8
1551234016.3529198,2,2,0.12,31.8
1551234017.337293,1,1,0.12,31.8
1551234018.3372595,2,2,0.11,31.8
1551234019.337298,2,1,0.12,31.8
1551234020.3216746,2,2,0.12,31.8
1551234021.3216736,2,1,0.12,31.8
1551234022.3060544,2,2,0.12,31.5
1551234023.3373075,2,1,0.12,31.8
1551234024.3373094,2,2,0.12,31.5
1551234025.3216853,2,1,0.12,31.5
1551234026.3529313,2,2,0.12,31.5
1551234027.3528981,1,1,0.12,31.5
1551234028.3529377,2,2,0.12,31.5
1551234029.3373117,2,1,0.12,31.5
1551234030.4189687,2,2,0.12,31.5
1551234031.4189725,2,1,0.12,31.2
1551234032.416819,3,2,0.12,7.2
1551234033.4168246,3,2,0.12,30.9
1551234034.4047258,2,1,0.12,30.9
1551234035.4047267,2,2,0.12,30.9
1551234036.4047325,2,1,0.12,30.9
1551234037.401535,2,2,0.12,30.9
1551234038.432795,2,1,0.13,30.9
1551234039.432794,2,2,0.12,30.6
1551234040.432798,2,2,0.12,30.9
1551234041.4327939,2,1,0.12,31.2
1551234042.4327598,2,2,0.12,30.9
1551234043.4328146,2,1,0.12,30.6
1551234044.4484255,2,2,0.12,30.6
1551234045.448423,2,2,0.12,30.6
1551234046.4953003,2,1,0.12,30.3
1551234047.4967253,1,2,0.12,30.3
1551234048.512349,2,2,0.12,30.3
1551234049.5123556,2,1,0.12,30.6
1551234050.512358,2,2,0.12,30.0
1551234051.5436072,2,2,0.12,30.0
1551234052.5592606,2,1,0.11,30.0
1551234053.5592356,3,2,0.12,15.9
1551234054.5592382,2,2,0.12,30.3
1551234055.5748777,2,1,0.12,30.0
1551234056.465494,4,2,0.12,10.8
1551234057.4824228,2,2,0.12,30.3
1551234058.4980526,3,1,0.12,14.1
1551234059.4980562,2,2,0.13,30.6
1551234060.5136788,2,1,0.12,30.9
1551234061.5136757,2,2,0.12,30.9
1551234062.5136807,2,2,0.12,30.6
1551234063.5293102,2,1,0.12,30.6
1551234064.5605574,2,2,0.12,30.6
1551234065.5605626,2,1,0.12,30.3
1551234066.8730488,2,2,0.12,30.3
1551234067.638685,2,2,0.12,30.3
1551234068.529313,2,1,0.12,30.3
1551234069.529338,2,2,0.12,30.6
1551234070.5449402,2,1,0.12,30.3
1551234071.5761976,2,2,0.12,30.3
1551234072.5762005,2,2,0.12,30.6
1551234073.5918348,2,1,0.12,30.3
1551234074.607442,2,2,0.12,30.6
1551234075.6386642,2,1,0.12,30.6
1551234076.6543303,2,2,0.12,30.3
1551234077.6713839,2,1,0.12,30.3
1551234078.5776687,2,2,0.12,30.3
1551234079.608924,2,1,0.12,30.3
1551234080.6245515,2,2,0.12,30.3
1551234081.640174,2,2,0.12,29.7
1551234082.6558049,2,1,0.12,29.7
1551234083.6870527,2,2,0.12,30.0
1551234084.608937,2,1,0.12,30.6
1551234085.6401453,2,2,0.12,30.3
1551234086.95269,2,1,0.12,30.6
1551234087.7509623,2,2,0.12,30.6
1551234088.641623,2,1,0.12,30.3
1551234089.6728764,2,2,0.12,30.3
1551234090.6885016,2,2,0.12,30.3
1551234091.7197511,2,1,0.12,30.6
1551234092.7353806,2,2,0.12,30.0
1551234093.6728828,2,2,0.12,30.0
1551234094.6885073,2,1,0.12,30.0
1551234095.735385,2,2,0.12,30.0
1551234096.7666404,2,2,0.12,30.0
1551234097.7978518,2,1,0.12,30.0
1551234098.7041383,2,2,0.12,30.0
1551234099.735393,2,1,0.12,29.7
1551234100.7666414,2,2,0.12,30.0
1551234101.6884825,2,2,0.12,29.7
1551234102.7353942,0,1,0.12,29.7
1551234103.766648,1,2,0.12,119.4
1551234104.7978988,2,2,0.12,30.0
1551234105.7197738,2,1,0.12,30.0
1551234106.7510266,2,2,0.12,29.4
1551234107.7368608,2,1,0.12,30.0
1551234108.768105,2,2,0.12,29.4
1551234109.7993507,2,2,0.12,29.7
1551234110.7368572,2,1,0.12,29.4
1551234111.770639,2,2,0.12,29.7
1551234112.80189,2,1,0.12,29.4
1551234113.8331463,2,2,0.12,29.4
1551234114.770643,2,2,0.12,29.4
1551234115.803294,2,1,0.12,29.4
1551234116.8345494,3,2,0.12,29.4
1551234117.9126346,2,1,0.12,29.7
1551234118.835412,2,2,0.11,29.4
1551234119.8755684,2,2,0.12,29.4
1551234120.813071,2,1,0.12,29.1
1551234121.859952,2,2,0.12,29.1
1551234122.897669,2,1,0.12,29.1
1551234123.8039148,2,2,0.12,29.1
1551234124.8351703,2,2,0.12,29.1
1551234125.8664186,2,1,0.12,29.1
1551234126.9132965,2,2,0.12,29.1
1551234127.8520932,2,1,0.12,29.1
1551234128.8208394,2,2,0.12,29.1
1551234129.8677192,2,2,0.12,29.4
1551234130.898983,2,1,0.12,29.1
1551234131.883342,3,2,0.12,29.1
1551234132.8677197,2,1,0.12,29.4
1551234133.8521004,2,2,0.12,29.4
1551234134.9771347,2,2,0.12,29.4
1551234135.9302254,2,1,0.12,29.4
1551234136.8989403,2,2,0.12,29.7
1551234137.9473376,2,1,0.12,29.4
1551234138.9473557,2,2,0.12,29.4
1551234139.9316764,2,1,0.12,29.4
1551234140.9160893,2,2,0.12,29.1
1551234141.9942229,2,2,0.12,29.1
1551234142.994236,2,1,0.12,28.8
1551234143.978597,2,2,0.12,28.8
1551234144.9629776,2,1,0.12,28.8
1551234145.931722,2,2,0.12,28.8
1551234146.9160979,2,2,0.12,29.1
1551234148.0113,2,1,0.12,29.1
1551234148.9956715,3,2,0.12,29.1
1551234149.9644468,2,1,0.12,29.1
1551234151.0269277,2,2,0.12,29.1
1551234151.980051,2,2,0.12,29.1
1551234153.0581808,2,1,0.12,29.4
1551234154.0269318,2,2,0.12,29.1
1551234155.0268974,2,1,0.12,29.4
1551234156.0113142,2,2,0.12,29.1
1551234156.9956863,2,1,0.12,29.4
1551234158.0894418,2,2,0.12,29.1
1551234159.0581913,2,1,0.12,29.4
1551234160.0425656,2,2,0.11,29.4
1551234161.0425324,2,2,0.12,29.7
1551234162.0113223,2,1,0.12,29.4
1551234162.9956946,2,2,0.12,29.7
1551234164.0894463,2,1,0.12,29.7
1551234165.0738244,2,2,0.12,29.7
1551234166.073789,2,1,0.12,29.7
1551234167.0425391,2,2,0.12,29.7
1551234168.1378078,2,1,0.12,29.7
1551234169.1065576,3,2,0.12,29.7
1551234170.10656,2,1,0.12,29.7
1551234171.0753107,2,2,0.12,29.7
1551234172.0596857,2,2,0.12,30.0
1551234173.05965,2,1,0.12,29.4
1551234174.1534421,2,2,0.12,29.1
1551234175.1221883,2,1,0.12,28.8
1551234176.106564,2,2,0.12,28.5
1551234177.1065307,2,2,0.12,28.8
1551234178.0767603,2,1,0.12,28.8
1551234179.186141,2,2,0.12,29.1
1551234180.1548903,2,2,0.12,29.4
1551234181.1548903,2,1,0.12,29.4
1551234182.123605,2,2,0.12,29.4
1551234183.123645,2,2,0.12,29.1
1551234184.20177,2,1,0.12,29.4
1551234185.2017727,2,2,0.12,29.4
1551234186.170528,3,2,0.12,29.4
1551234187.1705263,2,1,0.12,29.4
1551234188.1548858,2,2,0.12,29.7
1551234189.2486176,2,2,0.12,29.4
1551234190.2174037,2,1,0.12,29.7
1551234191.2017791,2,2,0.12,29.1
1551234192.2017794,2,2,0.12,29.4
1551234193.1705308,2,1,0.12,29.4
1551234194.1644092,2,2,0.12,29.4
1551234195.1644497,2,1,0.12,29.1
1551234196.2582028,2,2,0.12,29.4
1551234197.2285063,2,2,0.12,29.4
1551234198.2285113,2,1,0.12,29.7
1551234199.2128475,2,2,0.12,29.7
1551234200.291013,2,2,0.12,29.7
1551234201.2910151,2,1,0.12,29.7
1551234202.2597673,2,2,0.12,29.7
1551234203.2441368,2,1,0.12,29.4
1551234204.2441442,2,2,0.12,29.7
1551234205.2285206,2,2,0.12,29.7
1551234206.322274,2,1,0.12,29.4
1551234207.2910156,2,2,0.12,30.0
1551234208.275435,2,1,0.12,30.0
1551234209.2754004,2,2,0.12,29.4
1551234210.244115,2,2,0.12,29.4
1551234211.2441502,3,1,0.12,29.7
1551234212.3393328,2,2,0.12,29.7
1551234213.308085,2,1,0.12,29.4
1551234214.292456,2,2,0.12,29.4
1551234215.2768354,2,2,0.12,29.4
1551234216.2612112,2,1,0.12,29.4
1551234217.3549263,2,2,0.12,29.1
1551234218.3393428,2,2,0.12,29.1
1551234219.3237164,2,1,0.12,29.4
1551234220.3080955,2,2,0.12,29.1
1551234221.2924676,2,2,0.12,29.1
1551234222.3862138,2,1,0.12,29.4
1551234223.3705966,2,2,0.11,29.1
1551234224.354993,2,2,0.12,29.4
1551234225.3393471,2,1,0.12,29.7
1551234226.323726,2,2,0.12,29.4
1551234227.4189224,2,1,0.12,29.4
1551234228.4189286,2,2,0.12,29.1
1551234229.403305,2,2,0.12,29.1
1551234230.3876796,3,1,0.12,29.4
1551234231.3877175,2,2,0.12,29.4
1551234232.372073,2,2,0.12,29.4
1551234233.3564346,2,1,0.12,29.1
1551234234.4657724,2,2,0.12,29.4
1551234235.4501874,2,2,0.12,29.1
1551234236.4345622,2,1,0.12,29.4
1551234237.4204092,2,2,0.12,29.4
1551234238.4204102,2,2,0.12,29.1
1551234239.4047866,2,1,0.12,29.7
1551234240.389163,2,2,0.12,29.4
1551234241.4672883,2,1,0.12,29.4
1551234242.4516633,2,1,0.12,29.1
1551234243.4360404,2,2,0.12,29.1
1551234244.420419,2,2,0.12,29.1
1551234245.4204185,2,1,0.12,29.1
1551234246.4360464,2,2,0.12,29.4
1551234247.4218068,3,2,0.12,29.4
1551234248.5311847,2,1,0.12,29.1
1551234249.5312011,2,2,0.12,29.1
1551234250.5155804,2,1,0.12,29.4
1551234251.4999404,2,0,0.12,29.7
1551234252.4999385,2,0,0.12,30.0
1551234253.499962,2,0,0.13,29.4
1551234254.484318,2,0,0.12,29.7
1551234255.4686558,2,0,0.12,29.4
1551234256.4686978,2,0,0.12,29.1
1551234257.5468223,2,0,0.12,29.4
1551234258.5937035,2,0,0.12,29.1
1551234259.5780892,2,0,0.12,29.1
1551234260.5780413,2,0,0.12,28.8
1551234261.5624568,2,0,0.12,28.8
1551234262.54825,2,0,0.12,28.5
1551234263.548248,3,0,0.12,29.1
1551234264.5638747,2,0,0.12,29.1
1551234265.595131,2,0,0.12,29.4
1551234266.5951283,2,0,0.12,29.7
1551234267.5951314,2,0,0.12,29.7
1551234268.610757,2,0,0.12,29.7
1551234269.5326302,2,0,0.12,30.0
1551234270.5326383,2,0,0.12,30.3
1551234271.6263847,2,0,0.12,30.6
1551234272.627826,2,0,0.12,30.6
1551234273.5497036,2,0,0.12,30.6
1551234274.5497422,2,0,0.12,30.9
1551234275.55329,2,0,0.12,30.9
1551234276.5689142,2,0,0.12,31.5
1551234277.5688787,1,0,0.12,31.2
1551234278.6001656,2,0,0.12,31.5
1551234279.6028898,2,0,0.12,31.8
1551234280.6028888,2,0,0.12,31.5
1551234281.6028543,2,0,0.12,31.8
1551234282.6184804,2,0,0.12,31.5
1551234283.634144,2,0,0.12,31.5
1551234284.6341462,2,0,0.12,31.2
1551234285.6498113,2,0,0.12,30.9
1551234286.6653976,2,0,0.12,30.9
1551234287.6980836,2,0,0.12,31.8
1551234288.8699608,2,0,0.12,31.8
1551234289.6668441,1,0,0.12,32.1
1551234290.666839,2,0,0.12,32.1
1551234291.6824262,2,0,0.12,32.4
1551234292.682463,4,0,0.12,5.7
1551234293.6980882,0,0,0.12,5.7
1551234294.7137127,1,0,0.12,75.6
1551234295.7293398,0,0,0.12,75.6
1551234296.7762165,0,0,0.12,75.6
1551234297.6682637,0,0,0.12,75.6
1551234298.699517,1,0,0.12,298.5
1551234299.6995156,9,0,0.12,3.0
1551234300.7151425,7,0,0.12,1.5
1551234301.7463925,5,0,0.12,17.1
1551234302.7620213,5,0,0.12,1.8
1551234303.7776463,3,0,0.12,1.8
1551234304.6995237,9,0,0.12,1.8
1551234305.7151499,8,0,0.12,7.5
1551234306.7307754,2,0,0.12,12.0
1551234307.7477767,2,0,0.12,18.0
1551234308.7946637,6,0,0.12,1.8
1551234309.8102884,3,0,0.12,34.5
1551234310.825912,5,0,0.12,1.8
1551234311.7477863,1,0,0.12,24.9
1551234312.763414,4,0,0.12,36.6
1551234313.779047,7,0,0.12,1.8
1551234314.794666,7,0,0.12,1.8
1551234315.8259184,3,0,0.12,10.2
1551234317.1227999,3,0,0.12,30.9
1551234317.8117146,2,0,0.12,10.8
1551234318.8586085,11,0,0.12,6.9
1551234319.8742352,3,0,0.12,25.8
1551234320.9054658,4,0,0.12,17.7
1551234321.7961106,5,0,0.12,3.0
1551234322.8273647,3,0,0.12,1.8
1551234323.8429914,13,0,0.12,10.2
1551234324.8742387,7,0,0.12,1.5
1551234325.8898664,3,0,0.12,41.4
1551234326.8273664,6,0,0.12,1.5
1551234327.8429577,7,0,0.12,27.3
1551234328.8742487,3,0,0.12,7.2
1551234329.8898728,3,0,0.12,1.8
1551234330.921123,4,0,0.12,2.4
1551234331.8586264,7,0,0.12,12.0
1551234332.8742664,2,0,0.12,19.2
1551234333.9055023,4,0,0.12,31.8
1551234334.9367568,2,0,0.12,46.5
1551234335.858632,4,0,0.12,9.0
1551234336.8898823,12,0,0.12,2.4
1551234337.922568,3,0,0.12,13.8
1551234338.9538121,3,0,0.12,6.9
1551234339.8756921,3,0,0.12,24.6
1551234340.9069068,5,0,0.12,1.8
1551234341.9381943,7,0,0.12,7.5
1551234342.9694605,3,0,0.12,11.4
1551234343.9069526,11,0,0.12,1.2
