t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1565814485.741587,0,0,0.99,2.49
1565814486.773774,0,0,0.99,2.49
1565814487.7975645,0,0,0.99,2.49
1565814488.7880719,0,0,0.99,2.49
1565814489.8587008,0,0,0.99,2.49
1565814490.8203797,0,0,0.99,2.49
1565814491.8058684,0,0,0.99,2.49
1565814492.845943,0,0,0.99,2.49
1565814493.8816793,1,0,0.99,1.52
1565814494.8901489,0,0,0.99,1.52
1565814495.8870134,0,0,0.99,1.52
1565814496.8691854,0,0,0.99,1.52
1565814497.8821917,2,0,0.99,141.18
1565814498.871621,0,0,0.99,141.18
1565814499.8202622,1,0,0.99,43.64
1565814500.849863,1,0,0.99,139.53
1565814501.8383532,1,0,0.99,48.58
1565814502.8934608,1,1,0.99,44.28
1565814503.8830163,3,1,0.99,235.29
1565814504.9177017,1,1,0.99,107.14
1565814505.9538946,0,1,0.99,107.14
1565814506.9218564,1,2,0.99,38.96
1565814507.892506,1,1,0.9,47.81
1565814508.8848152,1,1,0.78,65.22
1565814509.9508033,0,1,0.69,65.22
1565814510.972227,0,1,0.6,65.22
1565814511.9424376,2,2,0.51,113.21
1565814512.9018002,2,1,0.42,99.17
1565814513.958777,1,1,0.34,100.84
1565814514.8973327,2,2,0.26,100.0
1565814515.9029162,0,2,0.18,100.0
1565814516.984323,1,1,0.11,33.9
1565814517.906491,1,2,0.05,102.56
1565814518.9719048,0,2,0.03,102.56
1565814519.926229,0,2,0.03,102.56
1565814520.9590642,0,2,0.03,102.56
1565814521.935691,0,3,0.03,102.56
1565814523.0390306,0,2,0.03,102.56
1565814523.9424453,0,2,0.03,102.56
1565814525.0479171,0,2,0.03,102.56
1565814525.987788,0,2,0.03,102.56
1565814527.0190456,0,2,0.03,102.56
1565814527.9731553,0,3,0.03,102.56
1565814529.0650184,0,2,0.03,102.56
1565814530.0078893,0,2,0.03,102.56
1565814531.0641654,1,2,0.03,4.6
1565814532.0262048,0,2,0.03,4.6
1565814532.9912455,0,2,0.03,4.6
1565814533.9961815,1,2,0.03,15.52
1565814535.0477226,1,1,0.03,111.11
1565814536.0002055,0,2,0.03,111.11
1565814537.077951,0,2,0.03,111.11
1565814538.054165,1,2,0.03,18.49
1565814539.032185,0,2,0.03,18.49
1565814540.054744,1,2,0.03,37.04
1565814541.0765743,0,2,0.03,37.04
1565814542.0334675,0,2,0.03,37.04
1565814543.0685818,0,2,0.03,37.04
1565814544.0602672,0,2,0.03,37.04
1565814545.1423566,0,2,0.03,37.04
1565814546.1998677,0,2,0.03,37.04
1565814547.1527908,0,2,0.03,37.04
1565814548.1281736,0,2,0.03,37.04
1565814549.153543,0,2,0.03,37.04
1565814550.133886,1,1,0.03,5.85
1565814551.1179788,0,2,0.03,5.85
1565814552.1938803,0,2,0.03,5.85
1565814553.1702414,0,2,0.03,5.85
1565814554.155981,0,2,0.03,5.85
1565814555.1592176,0,2,0.03,5.85
1565814556.1012807,0,2,0.03,5.85
1565814557.1977658,0,1,0.03,5.85
1565814558.1846097,0,2,0.03,5.85
1565814559.1893623,0,2,0.03,5.85
1565814560.1936932,1,2,0.03,5.81
1565814561.171207,0,2,0.03,5.81
1565814562.1589222,0,2,0.03,5.81
1565814563.130497,0,1,0.03,5.81
1565814564.2000382,0,2,0.03,5.81
1565814565.230523,0,2,0.03,5.81
1565814566.1949272,0,2,0.03,5.81
1565814567.1683936,0,2,0.03,5.81
1565814568.2247884,0,2,0.03,5.81
1565814569.2153773,1,2,0.03,6.54
1565814570.1765661,1,1,0.03,109.09
1565814571.2767563,2,2,0.03,109.09
1565814572.2722857,0,2,0.03,109.09
1565814573.2436185,0,2,0.03,109.09
1565814574.1839478,0,2,0.03,109.09
1565814575.271404,0,1,0.03,109.09
1565814576.2094314,0,2,0.03,109.09
1565814577.2109237,0,2,0.03,109.09
1565814578.251982,0,2,0.03,109.09
1565814579.2974513,0,2,0.03,109.09
1565814580.3025753,0,2,0.03,109.09
1565814581.2863626,0,2,0.03,109.09
1565814582.2426639,0,1,0.03,109.09
1565814583.2651544,0,2,0.03,109.09
1565814584.2342575,0,2,0.03,109.09
1565814585.3421783,2,2,0.03,109.09
1565814586.2926078,0,2,0.03,109.09
1565814587.2845073,0,2,0.03,109.09
1565814588.2892005,1,2,0.03,25.1
1565814589.284284,1,2,0.03,47.62
