t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1551493540.1656115,0,0,0.05,47.62
1551493541.1499498,0,0,0.05,47.62
1551493542.1343265,12,0,0.05,6.48
1551493543.2280772,1,0,0.04,46.88
1551493544.2124703,4,0,0.05,110.09
1551493545.1968281,5,0,0.05,196.72
1551493546.1812036,3,0,0.05,118.81
1551493547.212456,1,0,0.05,88.89
1551493548.1968327,4,0,0.05,44.94
1551493549.243705,4,0,0.05,120.0
1551493550.2906377,8,0,0.05,110.09
1551493551.1968718,0,0,0.05,110.09
1551493552.2124918,0,0,0.07,110.09
1551493553.2593722,0,0,0.11,110.09
1551493554.1968946,0,0,0.19,110.09
1551493555.2437658,0,0,0.28,110.09
1551493556.3218956,0,0,0.36,110.09
1551493557.3218987,0,0,0.36,110.09
1551493558.2750041,0,0,0.36,110.09
1551493559.2281246,2,0,0.36,176.47
1551493560.290626,7,0,0.36,114.29
1551493561.2906256,4,0,0.36,171.43
1551493562.2281294,1,0,0.36,136.36
1551493563.2906284,3,2,0.36,32.7
1551493564.2281501,18,1,0.36,32.7
1551493565.2437518,28,2,0.36,32.7
1551493566.337503,2,1,0.36,90.23
1551493567.2593799,1,2,0.36,90.91
1551493568.3062575,3,1,0.36,155.84
1551493569.3219054,1,2,0.36,93.75
1551493570.2750037,2,1,0.36,92.31
1551493571.321882,3,2,0.36,121.21
1551493572.3531313,0,0,0.36,121.21
1551493573.2906308,0,1,0.36,121.21
1551493574.353159,0,0,0.36,121.21
1551493575.3062644,5,0,0.36,13.48
1551493576.306258,2,0,0.36,13.48
1551493577.3531349,9,1,0.36,34.29
1551493578.4312725,21,0,0.36,179.1
1551493579.3687627,0,0,0.36,179.1
1551493580.337513,0,0,0.36,179.1
1551493581.4000118,0,1,0.36,179.1
1551493582.3375146,1,0,0.36,14.18
1551493583.3999887,1,2,0.36,250.0
1551493584.4312885,1,1,0.36,34.29
1551493585.4156642,12,2,0.36,34.29
1551493586.3687875,2,1,0.36,99.17
1551493587.4469097,2,2,0.36,100.84
1551493588.4156468,1,1,0.36,101.69
1551493589.3687644,2,2,0.36,100.84
1551493590.4000175,2,1,0.36,101.69
1551493591.4468927,1,1,0.36,102.56
1551493592.3687744,2,2,0.36,102.56
1551493593.4000177,2,1,0.36,103.45
1551493594.4625247,2,2,0.36,103.45
1551493595.4469023,1,1,0.36,104.35
1551493596.4781435,3,2,0.36,181.82
1551493597.399984,2,1,0.36,106.19
1551493598.4781103,2,1,0.36,108.11
1551493599.4312742,2,2,0.36,109.09
1551493600.4937956,1,1,0.36,110.09
1551493601.4468992,2,2,0.36,111.11
