t,hb,pedal,resistance,hb_bpm
1551319434.9373946,2,2,0.26,120.0
1551319435.9686413,2,1,0.26,121.21
1551319436.9998927,2,2,0.26,120.0
1551319438.0311446,2,1,0.26,118.81
1551319439.0311496,2,2,0.27,120.0
1551319439.9530213,2,1,0.26,118.81
1551319440.968649,2,2,0.26,120.0
1551319442.0779903,2,2,0.26,118.81
1551319443.046779,2,1,0.26,120.0
1551319444.0793905,2,2,0.26,121.21
1551319444.9856799,2,2,0.26,122.45
1551319446.0950558,2,1,0.27,123.71
1551319447.001309,2,2,0.26,125.0
1551319448.0013108,0,2,0.26,125.0
1551319449.0169327,2,1,0.26,125.0
1551319450.0169384,2,2,0.26,125.0
1551319451.0325596,2,2,0.26,125.0
1551319452.032566,2,2,0.26,127.66
1551319453.0481892,2,1,0.26,127.66
1551319454.065239,2,2,0.26,127.66
1551319455.0964744,1,2,0.26,126.32
1551319456.096472,1,2,0.26,42.86
1551319457.127687,2,2,0.26,43.17
1551319458.049564,2,1,0.26,129.03
1551319459.0808153,2,2,0.26,130.43
1551319460.127744,2,1,0.26,130.43
1551319461.1433563,2,0,0.26,130.43
1551319462.1589956,3,0,0.26,129.03
1551319463.158946,2,0,0.26,129.03
1551319464.1916413,2,0,0.26,127.66
1551319465.0978563,2,0,0.26,130.43
1551319466.1135137,2,0,0.26,130.43
1551319467.144782,2,0,0.26,130.43
1551319468.160395,3,0,0.26,133.33
1551319469.0978942,2,0,0.26,133.33
1551319470.1135213,2,0,0.26,133.33
1551319471.1760132,2,0,0.26,131.87
1551319472.1916537,3,0,0.26,130.43
1551319473.144778,2,0,0.26,129.03
1551319474.1604064,2,0,0.26,129.03
1551319475.20725,2,0,0.26,127.66
1551319476.222906,2,0,0.26,127.66
1551319477.1291604,2,0,0.26,126.32
1551319478.1760054,2,0,0.27,126.32
1551319479.239997,2,0,0.26,126.32
1551319480.1619117,3,0,0.26,125.0
1551319481.1775389,2,0,0.26,125.0
1551319482.2712908,2,0,0.26,123.71
1551319483.224415,2,0,0.27,122.45
1551319484.2244298,2,0,0.26,121.21
1551319485.177543,2,0,0.26,122.45
1551319486.2556329,2,0,0.26,122.45
1551319487.2556713,2,0,0.27,121.21
1551319488.240011,2,0,0.26,120.0
1551319489.2244253,2,0,0.26,118.81
1551319490.3181794,2,0,0.26,117.65
1551319491.3025556,2,0,0.26,116.5
1551319492.2869468,2,0,0.26,115.38
1551319493.2712688,2,0,0.26,112.15
1551319494.2400186,2,0,0.26,108.11
1551319495.240022,1,0,0.26,107.14
1551319496.3181858,2,0,0.26,109.09
1551319497.318205,2,0,0.26,112.15
1551319498.3025272,2,0,0.26,112.15
1551319499.2727098,2,0,0.26,112.15
1551319500.2883358,2,0,0.26,110.09
1551319501.3664653,1,0,0.26,109.09
1551319502.3352144,2,0,0.26,106.19
1551319503.3195546,2,0,0.26,104.35
1551319504.3039901,2,0,0.26,102.56
1551319505.3039334,2,0,0.26,250.0
1551319506.288345,0,1,0.26,250.0
1551319507.3664718,1,2,0.26,29.56
1551319508.350849,1,2,0.26,55.56
1551319509.3352284,2,3,0.27,111.11
1551319510.3196049,3,2,0.26,115.38
1551319511.319606,0,2,0.26,115.38
1551319512.3977282,0,3,0.26,115.38
1551319513.49148,1,2,0.26,21.31
1551319514.3664834,2,2,0.26,106.19
1551319515.3664863,0,2,0.26,106.19
1551319516.350824,3,2,0.26,210.53
1551319517.4289885,2,3,0.26,108.11
1551319518.4133608,1,2,0.26,109.09
1551319519.3977385,0,2,0.26,109.09
1551319520.38208,0,3,0.26,109.09
1551319521.382119,0,2,0.26,109.09
1551319522.4758341,1,2,0.26,14.13
1551319523.4602094,0,2,0.26,14.13
1551319524.4445863,0,3,0.26,14.13
1551319525.4445887,1,2,0.26,19.54
1551319526.4133742,1,2,0.26,60.91
1551319527.3977559,1,3,0.26,40.96
1551319528.4758801,0,2,0.26,40.96
1551319529.4617424,0,2,0.27,40.96
1551319530.446117,1,2,0.26,25.37
1551319531.4304957,2,3,0.26,41.24
1551319532.430462,0,2,0.26,41.24
1551319533.5242486,2,2,0.26,139.53
1551319534.4930024,0,3,0.26,139.53
1551319535.477377,0,2,0.26,139.53
1551319536.4617162,1,2,0.26,19.87
1551319537.4617176,3,3,0.26,100.0
1551319538.5555081,0,2,0.26,100.0
1551319539.541316,1,2,0.26,43.64
1551319540.5256908,0,2,0.26,43.64
1551319541.5100682,0,3,0.26,43.64
1551319542.4787817,0,2,0.26,43.64
1551319543.4944482,3,2,0.26,184.62
1551319544.5881984,2,2,0.26,130.43
1551319545.5882053,1,3,0.26,136.36
1551319546.5725377,0,2,0.26,136.36
1551319547.5725777,0,2,0.26,136.36
1551319548.5569518,0,2,0.26,136.36
1551319549.5740385,0,2,0.26,136.36
1551319550.5584116,1,1,0.26,11.07
1551319551.5740805,1,0,0.26,153.85
1551319552.542794,1,0,0.26,38.34
1551319553.5427969,3,0,0.26,151.9
1551319554.6365461,3,0,0.26,151.9
1551319555.6052976,2,0,0.26,153.85
1551319556.6053011,3,0,0.26,153.85
1551319557.6053002,2,0,0.26,150.0
1551319558.5896752,3,0,0.26,148.15
1551319559.574056,2,0,0.26,146.34
1551319560.5584314,3,0,0.26,148.15
1551319561.5584297,2,0,0.26,148.15
1551319562.6521864,3,0,0.27,146.34
1551319563.6365597,2,0,0.26,146.34
1551319564.683437,2,0,0.27,144.58
1551319565.5740604,3,0,0.26,144.58
1551319566.6834383,2,0,0.26,144.58
1551319567.5896907,3,0,0.27,144.58
1551319568.6053226,2,0,0.26,144.58
1551319569.6223552,3,0,0.26,141.18
1551319570.622315,2,0,0.26,142.86
1551319571.653567,2,0,0.26,142.86
1551319572.669193,3,0,0.26,142.86
1551319573.6848555,2,0,0.26,142.86
1551319574.684855,2,0,0.26,142.86
1551319575.700484,3,0,0.26,141.18
1551319576.7161083,2,0,0.26,142.86
1551319577.747326,3,0,0.26,142.86
1551319578.6536143,2,0,0.26,142.86
1551319579.6705081,2,0,0.26,142.86
1551319580.686134,3,0,0.26,144.58
1551319581.7330499,2,0,0.26,144.58
1551319582.748695,3,0,0.26,142.86
1551319583.733054,2,0,0.26,141.18
1551319584.7486753,2,0,0.26,139.53
1551319585.7486777,3,0,0.26,136.36
1551319586.779894,2,0,0.26,134.83
1551319587.7018104,2,0,0.26,131.87
1551319588.7330606,2,0,0.26,130.43
1551319589.7487018,3,0,0.26,129.03
1551319590.7486835,2,0,0.26,127.66
1551319591.7643142,2,0,0.26,126.32
1551319592.779942,2,0,0.26,126.32
1551319593.7813554,2,0,0.26,126.32
1551319594.796944,2,0,0.26,126.32
1551319595.7969844,2,0,0.26,126.32
1551319596.843856,2,0,0.26,126.32
1551319597.7501106,2,0,0.26,126.32
1551319598.7813666,3,0,0.27,126.32
1551319599.781376,2,0,0.26,125.0
1551319600.812615,2,0,0.26,125.0
1551319601.7969918,2,0,0.26,126.32
1551319602.828208,2,0,0.26,127.66
1551319603.8282444,2,0,0.26,129.03
1551319604.8595154,2,0,0.26,129.03
1551319605.8595054,2,0,0.26,127.66
1551319606.8751311,3,0,0.26,125.0
1551319607.890713,1,1,0.26,125.0
1551319608.814086,0,1,0.26,125.0
1551319609.8141024,2,2,0.26,123.71
1551319610.876587,2,2,0.26,122.45
1551319611.9078407,2,1,0.26,116.5
1551319612.8296783,2,2,0.26,114.29
1551319613.8453047,2,2,0.26,114.29
1551319614.8921804,2,2,0.26,113.21
1551319615.8297207,1,1,0.26,113.21
1551319616.8765597,2,2,0.26,113.21
1551319617.9078476,2,2,0.26,113.21
1551319618.954691,2,2,0.26,113.21
1551319619.8609927,1,2,0.26,57.14
1551319621.048477,2,2,0.27,113.21
1551319621.970353,2,1,0.26,114.29
1551319622.8922296,2,2,0.26,115.38
1551319623.923445,2,2,0.26,115.38
1551319624.985949,2,2,0.26,117.65
1551319625.9234474,1,2,0.26,117.65
1551319626.970361,1,1,0.26,39.34
1551319627.89224,2,2,0.26,117.65
1551319628.9404082,2,2,0.26,118.81
1551319630.0029113,2,2,0.26,118.81
1551319630.9247878,2,2,0.26,118.81
1551319631.9403749,2,2,0.26,121.21
1551319632.940377,2,2,0.26,120.0
1551319633.987288,2,1,0.26,122.45
1551319635.034165,2,2,0.26,123.71
1551319635.9560428,2,2,0.26,125.0
1551319636.9716742,1,2,0.26,62.18
1551319638.0341358,3,2,0.26,126.32
1551319638.9716854,1,1,0.26,47.62
1551319640.002923,0,2,0.26,47.62
1551319641.049817,0,2,0.27,47.62
1551319641.9634895,0,2,0.26,47.62
1551319643.025956,1,2,0.26,14.42
1551319643.9947438,0,2,0.26,14.42
1551319645.0259936,0,2,0.26,14.42
1551319646.0728734,3,1,0.26,134.83
1551319647.010372,0,2,0.27,134.83
1551319648.0728912,1,2,0.26,34.09
1551319648.9962356,0,2,0.26,34.09
1551319650.0275195,1,2,0.26,36.47
1551319651.074361,0,2,0.26,36.47
1551319651.9962368,0,2,0.26,36.47
1551319653.0587428,0,1,0.26,36.47
1551319654.1212454,0,2,0.27,36.47
1551319655.0743709,0,2,0.26,36.47
1551319656.1525097,1,2,0.26,9.3
1551319657.0900187,0,2,0.26,9.3
1551319658.1212466,0,2,0.26,9.3
1551319659.0757895,0,1,0.26,9.3
1551319660.1539211,0,2,0.26,9.3
1551319661.091434,0,2,0.26,9.3
1551319662.0601718,0,2,0.26,9.3
1551319663.138261,0,1,0.26,9.3
1551319664.0757987,1,1,0.26,7.27
1551319665.2945528,2,0,0.26,148.15
1551319666.1383016,3,0,0.26,146.34
1551319667.0914302,2,0,0.22,146.34
1551319668.169561,2,0,0.26,146.34
1551319669.1084678,3,0,0.26,146.34
1551319670.1709332,2,0,0.26,146.34
1551319671.1397238,3,0,0.26,146.34
1551319672.1084754,2,0,0.26,148.15
1551319673.1709378,3,0,0.26,146.34
1551319674.124099,2,0,0.26,144.58
1551319675.217855,3,0,0.26,144.58
1551319676.2022283,2,0,0.26,144.58
1551319677.139732,3,0,0.26,144.58
1551319678.2178571,2,0,0.26,144.58
1551319679.1723902,2,0,0.26,142.86
1551319680.2505212,3,0,0.26,142.86
1551319681.2036474,2,0,0.26,141.18
1551319682.1567683,2,0,0.26,139.53
1551319683.2348976,3,0,0.26,139.53
1551319684.188025,2,0,0.26,139.53
1551319685.2349005,2,0,0.26,139.53
1551319686.219241,3,0,0.26,139.53
1551319687.203653,2,0,0.26,141.18
1551319688.2817843,2,0,0.26,139.53
1551319689.2675657,3,0,0.26,141.18
1551319690.3144083,2,0,0.26,141.18
1551319691.220692,3,0,0.26,141.18
1551319692.236319,2,0,0.26,141.18
1551319693.220696,2,0,0.26,139.53
1551319694.2363243,3,0,0.26,137.93
1551319695.2831988,2,0,0.26,136.36
1551319696.2675781,2,0,0.26,136.36
1551319697.2831995,2,0,0.26,136.36
1551319698.283167,3,0,0.26,134.83
1551319699.3159149,2,0,0.27,134.83
1551319700.3627503,2,0,0.26,134.83
1551319701.3158758,2,0,0.26,133.33
1551319702.3315365,3,0,0.26,131.87
1551319703.2690444,2,0,0.26,130.43
1551319704.3784163,2,0,0.26,130.43
1551319705.3002586,2,0,0.26,129.03
1551319706.315883,2,0,0.26,129.03
1551319707.3471699,3,0,0.26,129.03
1551319708.3315501,2,0,0.26,127.66
1551319709.3798802,2,0,0.26,127.66
1551319710.3798814,2,0,0.27,127.66
1551319711.41112,2,0,0.26,127.66
1551319712.3173978,2,0,0.26,127.66
1551319713.33301,2,0,0.26,126.32
1551319714.4267638,2,0,0.26,125.0
1551319715.3330238,2,0,0.27,125.0
1551319716.442392,3,0,0.26,125.0
1551319717.3330142,2,0,0.26,123.71
1551319718.3642676,2,0,0.26,123.71
1551319719.3656704,2,0,0.26,122.45
1551319720.4125085,2,0,0.26,122.45
1551319721.4125483,2,0,0.26,123.71
1551319722.443802,2,0,0.27,123.71
1551319723.443762,2,0,0.26,122.45
1551319724.3813035,2,0,0.26,122.45
1551319725.365678,2,0,0.26,121.21
1551319726.3969314,2,0,0.26,121.21
1551319727.3813043,2,0,0.26,121.21
1551319728.4125555,2,0,0.26,121.21
1551319729.4139645,2,0,0.26,120.0
1551319730.4139724,2,0,0.26,121.21
1551319731.4452174,2,0,0.26,120.0
1551319732.4764707,1,0,0.26,120.0
1551319733.4764707,0,1,0.27,120.0
1551319734.4920976,0,2,0.26,120.0
1551319735.4296012,2,2,0.26,120.0
1551319736.4296,2,2,0.26,116.5
1551319737.5233524,2,2,0.25,115.38
1551319738.5077362,2,2,0.26,114.29
1551319739.4934912,2,2,0.26,115.38
1551319740.4934895,2,2,0.26,114.29
1551319741.5559945,1,2,0.26,114.29
1551319742.5247424,1,2,0.27,38.34
1551319743.5247495,2,2,0.26,115.38
1551319744.4935,3,2,0.26,115.38
1551319745.4934988,2,2,0.26,116.5
1551319746.58725,1,2,0.26,115.38
1551319747.4778793,2,1,0.26,116.5
1551319748.5872169,2,2,0.26,115.38
1551319749.5730631,2,2,0.26,116.5
1551319750.5730674,2,2,0.27,117.65
1551319751.5574431,2,2,0.26,118.81
1551319752.6043236,2,2,0.26,118.81
1551319753.588694,2,2,0.26,117.65
1551319754.6043367,3,1,0.26,240.0
1551319755.5887022,4,2,0.27,250.0
1551319756.6043253,0,2,0.26,250.0
1551319757.6199872,2,1,0.26,116.5
1551319758.6355827,2,2,0.27,116.5
1551319759.619955,2,2,0.26,118.81
1551319760.6512105,2,2,0.26,118.81
1551319761.5730875,2,1,0.27,120.0
1551319762.5574574,2,2,0.26,120.0
1551319763.5886781,2,2,0.27,122.45
1551319764.573088,2,2,0.27,123.71
1551319765.6199636,3,2,0.27,123.71
1551319766.6199296,2,1,0.27,126.32
1551319767.651182,2,2,0.27,127.66
1551319768.6043417,5,2,0.26,129.03
1551319769.6512187,2,2,0.26,129.03
1551319770.6824706,3,2,0.26,130.43
1551319771.6668515,2,2,0.26,131.87
1551319772.6043534,2,1,0.26,133.33
1551319773.6199405,3,2,0.27,134.83
1551319774.6682117,3,2,0.26,134.83
1551319775.6682496,2,2,0.26,136.36
1551319776.6994984,3,2,0.26,139.53
1551319777.6994998,1,2,0.26,136.36
1551319778.6370053,0,1,0.26,136.36
1551319779.6525934,3,2,0.26,139.53
1551319780.715133,2,2,0.26,141.18
1551319781.6838844,3,2,0.26,200.0
1551319782.7151322,3,2,0.26,142.86
1551319783.730723,2,2,0.27,142.86
1551319784.7619758,2,2,0.26,144.58
1551319785.6682642,3,1,0.27,144.58
1551319786.793266,2,2,0.26,144.58
1551319787.73077,1,1,0.26,142.86
1551319788.7307684,2,1,0.26,144.58
1551319789.7932878,3,0,0.26,146.34
1551319790.6995187,2,0,0.26,144.58
1551319791.7151506,2,0,0.26,146.34
1551319792.7464008,3,0,0.26,146.34
1551319793.7463984,2,0,0.26,146.34
1551319794.777687,3,0,0.26,146.34
1551319795.8088663,2,0,0.26,146.34
1551319796.824533,3,0,0.26,146.34
1551319797.7463696,2,0,0.27,146.34
1551319798.7776215,3,0,0.27,146.34
1551319799.8088732,2,0,0.26,144.58
1551319800.8245375,3,0,0.26,146.34
1551319801.8401656,2,0,0.26,144.58
1551319802.7620525,2,0,0.27,146.34
1551319803.7776687,3,0,0.26,144.58
1551319804.7946362,2,0,0.26,146.34
1551319805.8259072,3,0,0.26,144.58
1551319806.857106,2,0,0.26,146.34
1551319807.8571415,3,0,0.26,144.58
1551319808.8883986,2,0,0.26,144.58
1551319809.8102877,2,0,0.27,146.34
1551319810.7946506,3,0,0.26,144.58
1551319811.841488,2,0,0.26,142.86
1551319812.8727787,3,0,0.26,141.18
1551319813.888408,2,0,0.26,137.93
1551319814.82738,2,1,0.26,137.93
1551319815.8586373,3,1,0.26,136.36
1551319816.874262,2,1,0.26,131.87
1551319817.9055116,2,1,0.26,129.03
1551319818.9054773,2,1,0.26,127.66
1551319819.8586025,2,1,0.26,129.03
1551319820.9055197,2,1,0.26,130.43
1551319821.9367657,3,1,0.26,126.32
1551319822.9524014,2,1,0.26,126.32
1551319823.8742692,2,1,0.26,122.45
1551319824.9055207,2,1,0.27,121.21
1551319825.9211502,2,1,0.26,120.0
1551319826.9367754,2,1,0.26,120.0
1551319827.9524004,2,1,0.27,120.0
1551319828.9836533,2,2,0.26,118.81
1551319829.9367957,2,1,0.26,118.81
1551319830.952404,2,1,0.26,118.81
1551319831.9992454,2,1,0.26,118.81
1551319832.9211597,2,1,0.26,117.65
1551319833.9851186,2,1,0.26,116.5
1551319835.000746,2,1,0.26,115.38
1551319835.9382463,2,1,0.26,115.38
1551319836.9695003,1,1,0.27,115.38
1551319838.0163825,2,1,0.26,114.29
1551319839.0476315,2,2,0.27,113.21
1551319840.0007546,2,1,0.27,114.29
1551319841.01638,2,1,0.26,114.29
1551319841.9695058,2,1,0.27,116.5
1551319842.985131,2,1,0.26,115.38
1551319844.0476327,2,1,0.26,115.38
1551319845.1726367,2,1,0.26,116.5
1551319845.9695103,2,1,0.26,115.38
1551319847.016362,2,2,0.26,115.38
1551319848.0163915,2,1,0.26,115.38
1551319849.08035,2,1,0.26,114.29
1551319850.0178475,2,1,0.26,114.29
1551319851.0490978,1,1,0.27,111.11
1551319852.0959427,2,1,0.26,113.21
1551319853.0334806,2,1,0.26,113.21
1551319854.0647285,2,1,0.26,114.29
1551319855.1272337,2,2,0.26,114.29
1551319856.064732,2,1,0.27,115.38
1551319857.1116147,2,1,0.26,115.38
1551319858.0491133,2,1,0.26,115.38
1551319859.064737,2,1,0.26,116.5
1551319860.142867,2,2,0.26,116.5
1551319861.0647447,2,1,0.26,117.65
1551319862.0959811,2,1,0.26,118.81
1551319863.158493,2,1,0.26,120.0
1551319864.0973606,2,1,0.27,121.21
1551319865.1598766,2,1,0.26,121.21
1551319866.0973666,2,2,0.26,120.0
1551319867.1598842,2,1,0.27,120.0
1551319868.0973668,2,1,0.26,120.0
1551319869.1442432,2,1,0.27,120.0
1551319870.0973353,2,1,0.26,121.21
1551319871.1442468,2,1,0.26,121.21
1551319872.1911318,2,2,0.26,120.0
1551319873.1286287,2,1,0.26,118.81
1551319874.1925416,2,1,0.27,121.21
1551319875.1456282,2,1,0.26,120.0
1551319876.1768792,2,1,0.26,120.0
1551319877.2394183,2,1,0.26,120.0
1551319878.192548,2,2,0.27,120.0
1551319879.1300447,2,1,0.26,118.81
1551319880.192548,2,1,0.26,118.81
1551319881.1612618,2,1,0.26,118.81
1551319882.239441,2,1,0.26,120.0
1551319883.1769297,2,2,0.27,120.0
1551319884.2237651,2,1,0.26,120.0
1551319885.286306,2,1,0.26,121.21
1551319886.239395,2,1,0.26,121.21
1551319887.1769352,2,1,0.27,120.0
1551319888.2394361,2,1,0.26,121.21
1551319889.301934,2,2,0.26,120.0
1551319890.2706888,2,1,0.26,120.0
1551319891.223777,2,1,0.26,121.21
1551319892.2863183,2,1,0.26,121.21
1551319893.239446,2,1,0.26,122.45
1551319894.209687,2,1,0.26,122.45
1551319895.2565672,2,2,0.26,121.21
1551319896.2253144,2,1,0.26,121.21
1551319897.2721918,2,1,0.26,121.21
1551319898.3503187,2,1,0.26,122.45
1551319899.3034632,2,1,0.27,121.21
1551319900.2565744,2,1,0.26,122.45
1551319901.319076,2,2,0.26,121.21
1551319902.2721994,2,1,0.27,121.21
1551319903.3190756,3,1,0.26,121.21
1551319904.2580574,2,1,0.27,121.21
1551319905.3361893,2,1,0.27,121.21
1551319906.2893143,2,2,0.26,121.21
1551319907.336185,2,1,0.26,121.21
1551319908.2893124,2,1,0.27,121.21
1551319909.3674417,2,1,0.27,121.21
1551319910.351793,2,1,0.26,121.21
1551319911.2893176,2,2,0.26,120.0
1551319912.351847,2,1,0.26,121.21
1551319913.414321,2,1,0.26,121.21
1551319914.3689392,2,1,0.27,120.0
1551319915.3220603,2,1,0.26,121.21
1551319916.4157856,2,1,0.27,121.21
1551319917.3689446,2,1,0.26,121.21
1551319918.4193916,2,1,0.26,121.21
1551319919.3694787,2,1,0.26,121.21
1551319920.4476,2,1,0.27,121.21
1551319921.4187033,2,2,0.26,122.45
1551319922.3874834,2,1,0.27,122.45
1551319923.4343686,2,1,0.26,122.45
1551319924.3853471,2,1,0.26,123.71
1551319925.4790637,2,2,0.26,123.71
1551319926.4634805,2,1,0.26,123.71
1551319927.4166014,2,1,0.27,122.45
1551319928.494734,2,1,0.26,123.71
1551319929.447867,3,1,0.26,122.45
1551319930.400982,2,2,0.26,122.45
1551319931.4634838,2,1,0.26,126.32
1551319932.4321978,2,1,0.26,125.0
1551319933.4166117,2,2,0.26,126.32
1551319934.46349,2,1,0.26,125.0
1551319935.43224,2,1,0.26,125.0
1551319936.5103655,2,1,0.26,125.0
1551319937.4634953,2,2,0.26,125.0
1551319938.5103674,2,1,0.26,125.0
1551319939.4790835,2,1,0.26,123.71
1551319940.447835,3,2,0.26,125.0
1551319941.5260005,2,1,0.27,125.0
1551319942.4947135,2,1,0.26,123.71
1551319943.463504,2,2,0.26,123.71
1551319944.4806058,2,1,0.26,122.45
1551319945.5587316,2,1,0.27,123.71
1551319946.5586944,2,1,0.26,122.45
1551319947.5274456,2,2,0.26,123.71
1551319948.5274808,2,1,0.25,123.71
1551319949.5118353,3,1,0.27,123.71
1551319950.605612,2,2,0.27,125.0
1551319951.5743632,2,1,0.27,125.0
