t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1565825552.825828,0,0,0.06,0.01
1565825553.8275964,0,0,0.06,0.01
1565825554.8304427,0,0,0.06,0.01
1565825555.8358564,0,0,0.06,0.01
1565825556.840534,0,0,0.06,0.01
1565825557.8454072,0,0,0.06,0.01
1565825558.8504426,0,0,0.06,0.01
1565825559.8553424,0,0,0.06,0.01
1565825560.8604524,0,0,0.06,0.01
1565825561.8658335,0,0,0.06,0.01
1565825562.8708313,0,0,0.06,0.01
1565825563.8757899,0,0,0.06,0.01
1565825564.8805084,0,0,0.06,0.01
1565825565.8854237,0,0,0.06,0.01
1565825566.8904934,0,0,0.06,0.01
1565825567.895446,0,0,0.06,0.01
1565825568.9007711,0,0,0.06,0.01
1565825569.9058092,0,0,0.06,0.01
1565825570.9109414,0,0,0.06,0.01
1565825571.9157577,0,0,0.06,0.01
1565825572.9216533,0,0,0.06,0.01
1565825573.925502,0,0,0.06,0.01
1565825574.9312143,0,0,0.06,0.01
1565825575.935482,0,0,0.06,0.01
1565825576.9404771,0,0,0.06,0.01
1565825577.9454896,0,0,0.06,0.01
1565825578.9509652,0,0,0.06,0.01
1565825579.9568324,0,0,0.06,0.01
1565825580.9605253,0,0,0.06,0.01
1565825581.9655416,0,0,0.06,0.01
1565825582.9705446,0,0,0.06,0.01
1565825583.9755447,0,0,0.06,0.01
1565825584.9805057,0,0,0.06,0.01
1565825585.9854484,0,0,0.06,0.01
1565825586.9905634,0,0,0.06,0.01
1565825587.995529,0,0,0.06,0.01
1565825589.0005598,0,0,0.06,0.01
1565825590.0055168,0,0,0.06,0.01
1565825591.0117304,0,0,0.06,0.01
1565825592.0155642,0,0,0.06,0.01
1565825593.020511,0,0,0.06,0.01
1565825594.0255,0,0,0.06,0.01
1565825595.030908,0,0,0.06,0.01
1565825596.0355616,0,0,0.06,0.01
1565825597.0418563,0,0,0.06,0.01
1565825598.0459986,0,0,0.06,0.01
1565825599.0503595,0,0,0.06,0.01
1565825600.0566165,0,0,0.06,0.01
1565825601.0606043,0,0,0.06,0.01
1565825602.0660114,0,0,0.06,0.01
1565825603.0705628,0,0,0.06,0.01
1565825604.0759988,0,0,0.06,0.01
1565825605.0834086,0,0,0.06,0.01
1565825606.086617,0,0,0.06,0.01
1565825607.0905733,0,0,0.06,0.01
1565825608.0993273,0,0,0.06,0.01
1565825609.100609,0,0,0.06,0.01
1565825610.1055067,0,0,0.06,0.01
1565825611.1105561,0,0,0.06,0.01
1565825612.1172686,0,0,0.06,0.01
1565825613.120574,0,0,0.06,0.01
1565825614.125518,0,0,0.06,0.01
1565825615.1305993,0,0,0.06,0.01
1565825616.135851,0,0,0.06,0.01
1565825617.1405756,0,0,0.06,0.01
1565825618.1489663,0,0,0.06,0.01
1565825619.150629,0,0,0.06,0.01
1565825620.1555994,0,0,0.06,0.01
1565825621.1608148,0,0,0.06,0.01
1565825622.1655905,0,0,0.06,0.01
1565825623.1706405,0,0,0.06,0.01
