t,hb_cnt,pedal_cnt,resist_pct,hb_bpm
1565911563.9616065,0,0,0.03,24.34
1565911564.9685907,0,0,0.03,24.34
1565911565.936238,0,0,0.03,24.34
1565911566.9666133,1,0,0.03,28.37
1565911567.947639,0,0,0.03,28.37
1565911568.977022,0,0,0.03,28.37
1565911569.9311557,0,0,0.03,28.37
1565911570.9666848,0,0,0.03,28.37
1565911571.9981248,2,0,0.03,300.0
1565911573.00093,0,0,0.03,300.0
1565911573.9701593,0,0,0.03,300.0
1565911574.9413917,0,0,0.03,300.0
1565911576.0144918,0,0,0.03,300.0
1565911576.9487364,0,0,0.03,300.0
1565911578.0270011,0,0,0.03,300.0
1565911579.0429637,2,0,0.03,200.0
1565911579.967881,0,0,0.03,200.0
1565911581.0350413,0,0,0.03,200.0
1565911581.998741,0,0,0.03,200.0
1565911583.0289333,0,0,0.03,200.0
1565911584.0561142,0,0,0.03,200.0
1565911585.026526,0,0,0.03,200.0
1565911586.0845065,2,0,0.03,218.18
1565911587.050866,2,0,0.03,285.71
1565911588.0095806,0,0,0.03,285.71
1565911589.0658529,1,0,0.03,32.43
1565911590.031094,0,0,0.03,32.43
1565911591.064101,0,0,0.03,32.43
1565911592.0344331,1,0,0.03,52.17
1565911593.1020525,0,0,0.03,52.17
1565911594.0259955,0,0,0.03,52.17
1565911595.0795767,0,0,0.03,52.17
1565911596.042928,1,0,0.03,240.0
1565911597.1136947,0,0,0.03,240.0
1565911598.0814428,0,0,0.03,240.0
1565911599.0563595,0,0,0.03,240.0
1565911600.1100974,0,0,0.03,240.0
1565911601.0786238,0,0,0.03,240.0
1565911602.0661395,2,0,0.03,206.9
1565911603.1272004,0,0,0.03,206.9
1565911604.0927944,1,0,0.03,37.5
